dep,semaine_glissante,pop,P,T,tx_pos
32,2020-10-16-2020-10-22,190040,354,3578,9.89
32,2020-10-17-2020-10-23,190040,369,3720,9.92
32,2020-10-18-2020-10-24,190040,393,3740,10.51
32,2020-10-19-2020-10-25,190040,396,3757,10.54
32,2020-10-20-2020-10-26,190040,398,3894,10.22
32,2020-10-21-2020-10-27,190040,424,4095,10.35
32,2020-10-22-2020-10-28,190040,462,4343,10.64
32,2020-10-23-2020-10-29,190040,454,4538,10.0
32,2020-10-24-2020-10-30,190040,453,4684,9.67
32,2020-10-25-2020-10-31,190040,445,4721,9.43
32,2020-10-26-2020-11-01,190040,445,4734,9.4
32,2020-10-27-2020-11-02,190040,475,5006,9.49
32,2020-10-28-2020-11-03,190040,485,4961,9.78
32,2020-10-29-2020-11-04,190040,483,4823,10.01
32,2020-10-30-2020-11-05,190040,492,4761,10.33
32,2020-10-31-2020-11-06,190040,527,4905,10.74
32,2020-11-01-2020-11-07,190040,517,4862,10.63
32,2020-11-02-2020-11-08,190040,518,4847,10.69
32,2020-11-03-2020-11-09,190040,479,4618,10.37
32,2020-11-04-2020-11-10,190040,436,4409,9.89
32,2020-11-05-2020-11-11,190040,359,3825,9.39
32,2020-11-06-2020-11-12,190040,367,3803,9.65
32,2020-11-07-2020-11-13,190040,320,3600,8.89
32,2020-11-08-2020-11-14,190040,314,3562,8.82
32,2020-11-09-2020-11-15,190040,314,3566,8.81
32,2020-11-10-2020-11-16,190040,304,3414,8.9
32,2020-11-11-2020-11-17,190040,286,3332,8.58
32,2020-11-12-2020-11-18,190040,304,3840,7.92
32,2020-11-13-2020-11-19,190040,246,3460,7.11
32,2020-11-14-2020-11-20,190040,224,3313,6.76
32,2020-11-15-2020-11-21,190040,214,3302,6.48
32,2020-11-16-2020-11-22,190040,210,3296,6.37
32,2020-11-17-2020-11-23,190040,157,3096,5.07
32,2020-11-18-2020-11-24,190040,160,3008,5.32
32,2020-11-19-2020-11-25,190040,212,3069,6.91
32,2020-11-20-2020-11-26,190040,211,3175,6.65
32,2020-11-21-2020-11-27,190040,213,3123,6.82
32,2020-11-22-2020-11-28,190040,216,3138,6.88
32,2020-11-23-2020-11-29,190040,219,3140,6.97
32,2020-11-24-2020-11-30,190040,236,3005,7.85
32,2020-11-25-2020-12-01,190040,259,2848,9.09
32,2020-11-26-2020-12-02,190040,248,2740,9.05
32,2020-11-27-2020-12-03,190040,268,2689,9.97
32,2020-11-28-2020-12-04,190040,276,2884,9.57
32,2020-11-29-2020-12-05,190040,280,2938,9.53
32,2020-11-30-2020-12-06,190040,281,2961,9.49
32,2020-12-01-2020-12-07,190040,273,3201,8.53
32,2020-12-02-2020-12-08,190040,246,3387,7.26
32,2020-12-03-2020-12-09,190040,221,3412,6.48
32,2020-12-04-2020-12-10,190040,207,3443,6.01
32,2020-12-05-2020-12-11,190040,205,3411,6.01
32,2020-12-06-2020-12-12,190040,209,3467,6.03
32,2020-12-07-2020-12-13,190040,209,3467,6.03
32,2020-12-08-2020-12-14,190040,228,3630,6.28
32,2020-12-09-2020-12-15,190040,241,3849,6.26
32,2020-12-10-2020-12-16,190040,228,4130,5.52
32,2020-12-11-2020-12-17,190040,210,4349,4.83
32,2020-12-12-2020-12-18,190040,204,4654,4.38
32,2020-12-13-2020-12-19,190040,194,4830,4.02
32,2020-12-14-2020-12-20,190040,190,4850,3.92
32,2020-12-15-2020-12-21,190040,181,5390,3.36
32,2020-12-16-2020-12-22,190040,214,6248,3.43
32,2020-12-17-2020-12-23,190040,218,7073,3.08
32,2020-12-18-2020-12-24,190040,222,7188,3.09
32,2020-12-19-2020-12-25,190040,195,6371,3.06
32,2020-12-20-2020-12-26,190040,199,6267,3.18
32,2020-12-21-2020-12-27,190040,201,6293,3.19
32,2020-12-22-2020-12-28,190040,194,5686,3.41
32,2020-12-23-2020-12-29,190040,170,4581,3.71
32,2020-12-24-2020-12-30,190040,182,4181,4.35
32,2020-12-25-2020-12-31,190040,189,4114,4.59
32,2020-12-26-2021-01-01,190040,190,4110,4.62
32,2020-12-27-2021-01-02,190040,199,4133,4.81
32,2020-12-28-2021-01-03,190040,205,4092,5.01
32,2020-12-29-2021-01-04,190040,249,4256,5.85
32,2020-12-30-2021-01-05,190040,260,4399,5.91
32,2020-12-31-2021-01-06,190040,266,4239,6.28
32,2021-01-01-2021-01-07,190040,277,4238,6.54
32,2021-01-02-2021-01-08,190040,315,5033,6.26
32,2021-01-03-2021-01-09,190040,312,4939,6.32
32,2021-01-04-2021-01-10,190040,307,4916,6.24
32,2021-01-05-2021-01-11,190040,284,5071,5.6
32,2021-01-06-2021-01-12,190040,242,5049,4.79
32,2021-01-07-2021-01-13,190040,227,4844,4.69
32,2021-01-08-2021-01-14,190040,241,4918,4.9
32,2021-01-09-2021-01-15,190040,250,4998,5.0
32,2021-01-10-2021-01-16,190040,253,5099,4.96
32,2021-01-11-2021-01-17,190040,254,5106,4.97
32,2021-01-12-2021-01-18,190040,299,5133,5.83
32,2021-01-13-2021-01-19,190040,334,5067,6.59
32,2021-01-14-2021-01-20,190040,357,4899,7.29
32,2021-01-15-2021-01-21,190040,350,4855,7.21
32,2021-01-16-2021-01-22,190040,355,4942,7.18
32,2021-01-17-2021-01-23,190040,340,4928,6.9
32,2021-01-18-2021-01-24,190040,341,4952,6.89
32,2021-01-19-2021-01-25,190040,327,4889,6.69
32,2021-01-20-2021-01-26,190040,326,5039,6.47
32,2021-01-21-2021-01-27,190040,339,5178,6.55
32,2021-01-22-2021-01-28,190040,346,5488,6.3
32,2021-01-23-2021-01-29,190040,337,5636,5.98
32,2021-01-24-2021-01-30,190040,348,5725,6.08
32,2021-01-25-2021-01-31,190040,357,5775,6.18
32,2021-01-26-2021-02-01,190040,352,5822,6.05
32,2021-01-27-2021-02-02,190040,340,5674,5.99
32,2021-01-28-2021-02-03,190040,335,5997,5.59
32,2021-01-29-2021-02-04,190040,321,5992,5.36
32,2021-01-30-2021-02-05,190040,322,6041,5.33
32,2021-01-31-2021-02-06,190040,317,5990,5.29
32,2021-02-01-2021-02-07,190040,305,5970,5.11
32,2021-02-02-2021-02-08,190040,280,5801,4.83
32,2021-02-03-2021-02-09,190040,273,5900,4.63
32,2021-02-04-2021-02-10,190040,249,5693,4.37
32,2021-02-05-2021-02-11,190040,240,5456,4.4
32,2021-02-06-2021-02-12,190040,211,5258,4.01
32,2021-02-07-2021-02-13,190040,202,5238,3.86
32,2021-02-08-2021-02-14,190040,201,5229,3.84
32,2021-02-09-2021-02-15,190040,173,4917,3.52
32,2021-02-10-2021-02-16,190040,159,4647,3.42
32,2021-02-11-2021-02-17,190040,144,4441,3.24
32,2021-02-12-2021-02-18,190040,138,4365,3.16
32,2021-02-13-2021-02-19,190040,141,4358,3.24
32,2021-02-14-2021-02-20,190040,147,4290,3.43
32,2021-02-15-2021-02-21,190040,157,4309,3.64
32,2021-02-16-2021-02-22,190040,169,4291,3.94
32,2021-02-17-2021-02-23,190040,177,4286,4.13
32,2021-02-18-2021-02-24,190040,174,4120,4.22
32,2021-02-19-2021-02-25,190040,176,4174,4.22
32,2021-02-20-2021-02-26,190040,181,4113,4.4
32,2021-02-21-2021-02-27,190040,184,4135,4.45
32,2021-02-22-2021-02-28,190040,176,4131,4.26
32,2021-02-23-2021-03-01,190040,161,3893,4.14
32,2021-02-24-2021-03-02,190040,154,3844,4.01
32,2021-02-25-2021-03-03,190040,160,3906,4.1
32,2021-02-26-2021-03-04,190040,160,3988,4.01
32,2021-02-27-2021-03-05,190040,158,4163,3.8
32,2021-02-28-2021-03-06,190040,159,4201,3.78
32,2021-03-01-2021-03-07,190040,157,4194,3.74
32,2021-03-02-2021-03-08,190040,148,4196,3.53
32,2021-03-03-2021-03-09,190040,147,4130,3.56
32,2021-03-04-2021-03-10,190040,137,4184,3.27
32,2021-03-05-2021-03-11,190040,118,4223,2.79
32,2021-03-06-2021-03-12,190040,118,4062,2.9
32,2021-03-07-2021-03-13,190040,119,4074,2.92
32,2021-03-08-2021-03-14,190040,119,4088,2.91
32,2021-03-09-2021-03-15,190040,126,4127,3.05
32,2021-03-10-2021-03-16,190040,129,4277,3.02
32,2021-03-11-2021-03-17,190040,133,4298,3.09
32,2021-03-12-2021-03-18,190040,154,4362,3.53
32,2021-03-13-2021-03-19,190040,165,4882,3.38
32,2021-03-14-2021-03-20,190040,164,4997,3.28
32,2021-03-15-2021-03-21,190040,166,4969,3.34
32,2021-03-16-2021-03-22,190040,195,5099,3.82
32,2021-03-17-2021-03-23,190040,224,5331,4.2
32,2021-03-18-2021-03-24,190040,268,5667,4.73
32,2021-03-19-2021-03-25,190040,272,5970,4.56
32,2021-03-20-2021-03-26,190040,301,6095,4.94
32,2021-03-21-2021-03-27,190040,313,6197,5.05
32,2021-03-22-2021-03-28,190040,314,6192,5.07
32,2021-03-23-2021-03-29,190040,335,6884,4.87
32,2021-03-24-2021-03-30,190040,346,7331,4.72
32,2021-03-25-2021-03-31,190040,338,7410,4.56
32,2021-03-26-2021-04-01,190040,349,7711,4.53
32,2021-03-27-2021-04-02,190040,352,7916,4.45
32,2021-03-28-2021-04-03,190040,360,8046,4.47
32,2021-03-29-2021-04-04,190040,362,8050,4.5
32,2021-03-30-2021-04-05,190040,291,6442,4.52
32,2021-03-31-2021-04-06,190040,328,6411,5.12
32,2021-04-01-2021-04-07,190040,319,6160,5.18
32,2021-04-02-2021-04-08,190040,351,5874,5.98
32,2021-04-03-2021-04-09,190040,336,5193,6.47
33,2020-05-13-2020-05-19,1633440,26,4705,0.55
33,2020-05-14-2020-05-20,1633440,28,5095,0.55
33,2020-05-15-2020-05-21,1633440,23,4525,0.51
33,2020-05-16-2020-05-22,1633440,21,4481,0.47
33,2020-05-17-2020-05-23,1633440,23,4491,0.51
33,2020-05-18-2020-05-24,1633440,22,4468,0.49
33,2020-05-19-2020-05-25,1633440,21,4465,0.47
33,2020-05-20-2020-05-26,1633440,18,4377,0.41
33,2020-05-21-2020-05-27,1633440,19,3999,0.48
33,2020-05-22-2020-05-28,1633440,22,4636,0.47
33,2020-05-23-2020-05-29,1633440,22,4927,0.45
33,2020-05-24-2020-05-30,1633440,23,5024,0.46
33,2020-05-25-2020-05-31,1633440,23,5091,0.45
33,2020-05-26-2020-06-01,1633440,22,4391,0.5
33,2020-05-27-2020-06-02,1633440,20,4587,0.44
33,2020-05-28-2020-06-03,1633440,17,4444,0.38
33,2020-05-29-2020-06-04,1633440,14,4399,0.32
33,2020-05-30-2020-06-05,1633440,12,4089,0.29
33,2020-05-31-2020-06-06,1633440,9,3957,0.23
33,2020-06-01-2020-06-07,1633440,9,3871,0.23
33,2020-06-02-2020-06-08,1633440,7,4352,0.16
33,2020-06-03-2020-06-09,1633440,9,4064,0.22
33,2020-06-04-2020-06-10,1633440,8,4046,0.2
33,2020-06-05-2020-06-11,1633440,16,3875,0.41
33,2020-06-06-2020-06-12,1633440,15,3759,0.4
33,2020-06-07-2020-06-13,1633440,18,3734,0.48
33,2020-06-08-2020-06-14,1633440,18,3649,0.49
33,2020-06-09-2020-06-15,1633440,17,3658,0.46
33,2020-06-10-2020-06-16,1633440,16,3644,0.44
33,2020-06-11-2020-06-17,1633440,16,3611,0.44
33,2020-06-12-2020-06-18,1633440,16,3582,0.45
33,2020-06-13-2020-06-19,1633440,23,3632,0.63
33,2020-06-14-2020-06-20,1633440,24,3607,0.67
33,2020-06-15-2020-06-21,1633440,27,3626,0.74
33,2020-06-16-2020-06-22,1633440,30,3652,0.82
33,2020-06-17-2020-06-23,1633440,33,3806,0.87
33,2020-06-18-2020-06-24,1633440,35,3851,0.91
33,2020-06-19-2020-06-25,1633440,27,3855,0.7
33,2020-06-20-2020-06-26,1633440,22,4012,0.55
33,2020-06-21-2020-06-27,1633440,20,4103,0.49
33,2020-06-22-2020-06-28,1633440,17,4126,0.41
33,2020-06-23-2020-06-29,1633440,18,4369,0.41
33,2020-06-24-2020-06-30,1633440,20,4520,0.44
33,2020-06-25-2020-07-01,1633440,23,4919,0.47
33,2020-06-26-2020-07-02,1633440,28,5218,0.54
33,2020-06-27-2020-07-03,1633440,29,5418,0.54
33,2020-06-28-2020-07-04,1633440,29,5543,0.52
33,2020-06-29-2020-07-05,1633440,29,5538,0.52
33,2020-06-30-2020-07-06,1633440,27,5707,0.47
33,2020-07-01-2020-07-07,1633440,25,5869,0.43
33,2020-07-02-2020-07-08,1633440,37,6023,0.61
33,2020-07-03-2020-07-09,1633440,39,6552,0.6
33,2020-07-04-2020-07-10,1633440,49,7239,0.68
33,2020-07-05-2020-07-11,1633440,49,7376,0.66
33,2020-07-06-2020-07-12,1633440,49,7402,0.66
33,2020-07-07-2020-07-13,1633440,60,8049,0.75
33,2020-07-08-2020-07-14,1633440,58,7102,0.82
33,2020-07-09-2020-07-15,1633440,53,7883,0.67
33,2020-07-10-2020-07-16,1633440,63,8572,0.73
33,2020-07-11-2020-07-17,1633440,76,9202,0.83
33,2020-07-12-2020-07-18,1633440,84,9684,0.87
33,2020-07-13-2020-07-19,1633440,90,9830,0.92
33,2020-07-14-2020-07-20,1633440,90,10471,0.86
33,2020-07-15-2020-07-21,1633440,100,12563,0.8
33,2020-07-16-2020-07-22,1633440,113,12815,0.88
33,2020-07-17-2020-07-23,1633440,121,13279,0.91
33,2020-07-18-2020-07-24,1633440,128,13376,0.96
33,2020-07-19-2020-07-25,1633440,128,13498,0.95
33,2020-07-20-2020-07-26,1633440,126,13751,0.92
33,2020-07-21-2020-07-27,1633440,128,14153,0.9
33,2020-07-22-2020-07-28,1633440,128,14542,0.88
33,2020-07-23-2020-07-29,1633440,113,15108,0.75
33,2020-07-24-2020-07-30,1633440,97,15202,0.64
33,2020-07-25-2020-07-31,1633440,73,15742,0.46
33,2020-07-26-2020-08-01,1633440,73,15936,0.46
33,2020-07-27-2020-08-02,1633440,73,16095,0.45
33,2020-07-28-2020-08-03,1633440,77,16330,0.47
33,2020-07-29-2020-08-04,1633440,79,16369,0.48
33,2020-07-30-2020-08-05,1633440,84,16577,0.51
33,2020-07-31-2020-08-06,1633440,106,16507,0.64
33,2020-08-01-2020-08-07,1633440,124,16183,0.77
33,2020-08-02-2020-08-08,1633440,120,16247,0.74
33,2020-08-03-2020-08-09,1633440,125,16154,0.77
33,2020-08-04-2020-08-10,1633440,159,15784,1.01
33,2020-08-05-2020-08-11,1633440,184,15641,1.18
33,2020-08-06-2020-08-12,1633440,228,15199,1.5
33,2020-08-07-2020-08-13,1633440,276,16081,1.72
33,2020-08-08-2020-08-14,1633440,307,16683,1.84
33,2020-08-09-2020-08-15,1633440,331,16197,2.04
33,2020-08-10-2020-08-16,1633440,353,16441,2.15
33,2020-08-11-2020-08-17,1633440,406,17855,2.27
33,2020-08-12-2020-08-18,1633440,557,19498,2.86
33,2020-08-13-2020-08-19,1633440,676,21103,3.2
33,2020-08-14-2020-08-20,1633440,768,22067,3.48
33,2020-08-15-2020-08-21,1633440,895,23401,3.82
33,2020-08-16-2020-08-22,1633440,1012,24821,4.08
33,2020-08-17-2020-08-23,1633440,1099,25607,4.29
33,2020-08-18-2020-08-24,1633440,1248,27385,4.56
33,2020-08-19-2020-08-25,1633440,1386,29123,4.76
33,2020-08-20-2020-08-26,1633440,1526,31008,4.92
33,2020-08-21-2020-08-27,1633440,1818,33691,5.4
33,2020-08-22-2020-08-28,1633440,2006,35852,5.6
33,2020-08-23-2020-08-29,1633440,2049,36342,5.64
33,2020-08-24-2020-08-30,1633440,2059,36545,5.63
33,2020-08-25-2020-08-31,1633440,2288,37501,6.1
33,2020-08-26-2020-09-01,1633440,2485,38565,6.44
33,2020-08-27-2020-09-02,1633440,2735,39512,6.92
33,2020-08-28-2020-09-03,1633440,2748,39652,6.93
33,2020-08-29-2020-09-04,1633440,2858,39882,7.17
33,2020-08-30-2020-09-05,1633440,2832,39666,7.14
33,2020-08-31-2020-09-06,1633440,2837,39626,7.16
33,2020-09-01-2020-09-07,1633440,2885,39639,7.28
33,2020-09-02-2020-09-08,1633440,2757,38946,7.08
33,2020-09-03-2020-09-09,1633440,2592,38247,6.78
33,2020-09-04-2020-09-10,1633440,2550,37784,6.75
33,2020-09-05-2020-09-11,1633440,2436,37739,6.45
33,2020-09-06-2020-09-12,1633440,2411,37646,6.4
33,2020-09-07-2020-09-13,1633440,2378,37146,6.4
33,2020-09-08-2020-09-14,1633440,2300,36904,6.23
33,2020-09-09-2020-09-15,1633440,2381,37035,6.43
33,2020-09-10-2020-09-16,1633440,2363,36370,6.5
33,2020-09-11-2020-09-17,1633440,2321,35449,6.55
33,2020-09-12-2020-09-18,1633440,2323,34788,6.68
33,2020-09-13-2020-09-19,1633440,2341,34575,6.77
33,2020-09-14-2020-09-20,1633440,2315,34464,6.72
33,2020-09-15-2020-09-21,1633440,2227,33069,6.73
33,2020-09-16-2020-09-22,1633440,2042,31452,6.49
33,2020-09-17-2020-09-23,1633440,1945,30671,6.34
33,2020-09-18-2020-09-24,1633440,1802,29312,6.15
33,2020-09-19-2020-09-25,1633440,1714,27882,6.15
33,2020-09-20-2020-09-26,1633440,1681,27556,6.1
33,2020-09-21-2020-09-27,1633440,1667,27392,6.09
33,2020-09-22-2020-09-28,1633440,1652,26184,6.31
33,2020-09-23-2020-09-29,1633440,1597,25221,6.33
33,2020-09-24-2020-09-30,1633440,1565,24401,6.41
33,2020-09-25-2020-10-01,1633440,1596,23727,6.73
33,2020-09-26-2020-10-02,1633440,1602,23444,6.83
33,2020-09-27-2020-10-03,1633440,1609,23362,6.89
33,2020-09-28-2020-10-04,1633440,1614,23224,6.95
33,2020-09-29-2020-10-05,1633440,1576,23036,6.84
33,2020-09-30-2020-10-06,1633440,1630,22852,7.13
33,2020-10-01-2020-10-07,1633440,1647,22891,7.19
33,2020-10-02-2020-10-08,1633440,1663,22879,7.27
33,2020-10-03-2020-10-09,1633440,1672,23132,7.23
33,2020-10-04-2020-10-10,1633440,1692,23094,7.33
33,2020-10-05-2020-10-11,1633440,1680,23155,7.26
33,2020-10-06-2020-10-12,1633440,1764,23631,7.46
33,2020-10-07-2020-10-13,1633440,1794,24454,7.34
33,2020-10-08-2020-10-14,1633440,1810,25174,7.19
33,2020-10-09-2020-10-15,1633440,1835,26194,7.01
33,2020-10-10-2020-10-16,1633440,1882,26807,7.02
33,2020-10-11-2020-10-17,1633440,1869,26864,6.96
33,2020-10-12-2020-10-18,1633440,1891,26918,7.03
33,2020-10-13-2020-10-19,1633440,1953,27371,7.14
33,2020-10-14-2020-10-20,1633440,2084,27702,7.52
33,2020-10-15-2020-10-21,1633440,2337,27893,8.38
33,2020-10-16-2020-10-22,1633440,2539,28579,8.88
33,2020-10-17-2020-10-23,1633440,2853,29431,9.69
33,2020-10-18-2020-10-24,1633440,2908,29668,9.8
33,2020-10-19-2020-10-25,1633440,2948,29652,9.94
33,2020-10-20-2020-10-26,1633440,3299,30794,10.71
33,2020-10-21-2020-10-27,1633440,3590,32072,11.19
33,2020-10-22-2020-10-28,1633440,3687,33137,11.13
33,2020-10-23-2020-10-29,1633440,3852,34221,11.26
33,2020-10-24-2020-10-30,1633440,3942,34991,11.27
33,2020-10-25-2020-10-31,1633440,3975,35369,11.24
33,2020-10-26-2020-11-01,1633440,3937,35258,11.17
33,2020-10-27-2020-11-02,1633440,4063,35561,11.43
33,2020-10-28-2020-11-03,1633440,4118,36008,11.44
33,2020-10-29-2020-11-04,1633440,4126,36225,11.39
33,2020-10-30-2020-11-05,1633440,4065,36952,11.0
33,2020-10-31-2020-11-06,1633440,3963,37321,10.62
33,2020-11-01-2020-11-07,1633440,3944,37418,10.54
33,2020-11-02-2020-11-08,1633440,3943,37506,10.51
33,2020-11-03-2020-11-09,1633440,3668,37182,9.86
33,2020-11-04-2020-11-10,1633440,3378,36971,9.14
33,2020-11-05-2020-11-11,1633440,2806,32046,8.76
33,2020-11-06-2020-11-12,1633440,2774,32113,8.64
33,2020-11-07-2020-11-13,1633440,2555,31445,8.13
33,2020-11-08-2020-11-14,1633440,2479,31219,7.94
33,2020-11-09-2020-11-15,1633440,2447,30992,7.9
33,2020-11-10-2020-11-16,1633440,2235,29849,7.49
33,2020-11-11-2020-11-17,1633440,1996,27776,7.19
33,2020-11-12-2020-11-18,1633440,2186,30437,7.18
33,2020-11-13-2020-11-19,1633440,1831,27677,6.62
33,2020-11-14-2020-11-20,1633440,1602,26711,6.0
33,2020-11-15-2020-11-21,1633440,1552,26610,5.83
33,2020-11-16-2020-11-22,1633440,1524,26519,5.75
33,2020-11-17-2020-11-23,1633440,1296,25073,5.17
33,2020-11-18-2020-11-24,1633440,1200,23959,5.01
33,2020-11-19-2020-11-25,1633440,1117,23650,4.72
33,2020-11-20-2020-11-26,1633440,1051,23512,4.47
33,2020-11-21-2020-11-27,1633440,1005,22946,4.38
33,2020-11-22-2020-11-28,1633440,1014,22982,4.41
33,2020-11-23-2020-11-29,1633440,1013,22946,4.41
33,2020-11-24-2020-11-30,1633440,1033,22809,4.53
33,2020-11-25-2020-12-01,1633440,1031,23398,4.41
33,2020-11-26-2020-12-02,1633440,1027,23692,4.33
33,2020-11-27-2020-12-03,1633440,1033,23558,4.38
33,2020-11-28-2020-12-04,1633440,1056,23416,4.51
33,2020-11-29-2020-12-05,1633440,1053,23678,4.45
33,2020-11-30-2020-12-06,1633440,1070,23831,4.49
33,2020-12-01-2020-12-07,1633440,1120,24012,4.66
33,2020-12-02-2020-12-08,1633440,1168,24677,4.73
33,2020-12-03-2020-12-09,1633440,1191,25608,4.65
33,2020-12-04-2020-12-10,1633440,1196,26765,4.47
33,2020-12-05-2020-12-11,1633440,1201,28225,4.26
33,2020-12-06-2020-12-12,1633440,1222,28991,4.22
33,2020-12-07-2020-12-13,1633440,1228,29172,4.21
33,2020-12-08-2020-12-14,1633440,1207,30587,3.95
33,2020-12-09-2020-12-15,1633440,1237,31773,3.89
33,2020-12-10-2020-12-16,1633440,1262,35083,3.6
33,2020-12-11-2020-12-17,1633440,1317,39237,3.36
33,2020-12-12-2020-12-18,1633440,1378,44536,3.09
33,2020-12-13-2020-12-19,1633440,1393,48773,2.86
33,2020-12-14-2020-12-20,1633440,1380,49879,2.77
33,2020-12-15-2020-12-21,1633440,1374,59378,2.31
33,2020-12-16-2020-12-22,1633440,1367,70763,1.93
33,2020-12-17-2020-12-23,1633440,1388,80448,1.73
33,2020-12-18-2020-12-24,1633440,1300,84556,1.54
33,2020-12-19-2020-12-25,1633440,1073,74564,1.44
33,2020-12-20-2020-12-26,1633440,1109,72984,1.52
33,2020-12-21-2020-12-27,1633440,1125,72165,1.56
33,2020-12-22-2020-12-28,1633440,1172,64585,1.81
33,2020-12-23-2020-12-29,1633440,1233,54965,2.24
33,2020-12-24-2020-12-30,1633440,1322,46384,2.85
33,2020-12-25-2020-12-31,1633440,1417,41935,3.38
33,2020-12-26-2021-01-01,1633440,1420,41795,3.4
33,2020-12-27-2021-01-02,1633440,1518,41340,3.67
33,2020-12-28-2021-01-03,1633440,1549,41392,3.74
33,2020-12-29-2021-01-04,1633440,1746,40724,4.29
33,2020-12-30-2021-01-05,1633440,1854,39377,4.71
33,2020-12-31-2021-01-06,1633440,1901,36577,5.2
33,2021-01-01-2021-01-07,1633440,2082,35517,5.86
33,2021-01-02-2021-01-08,1633440,2480,42502,5.84
33,2021-01-03-2021-01-09,1633440,2437,41726,5.84
33,2021-01-04-2021-01-10,1633440,2430,41478,5.86
33,2021-01-05-2021-01-11,1633440,2468,40687,6.07
33,2021-01-06-2021-01-12,1633440,2474,41331,5.99
33,2021-01-07-2021-01-13,1633440,2544,42279,6.02
33,2021-01-08-2021-01-14,1633440,2574,43489,5.92
33,2021-01-09-2021-01-15,1633440,2591,44227,5.86
33,2021-01-10-2021-01-16,1633440,2647,44695,5.92
33,2021-01-11-2021-01-17,1633440,2641,44649,5.92
33,2021-01-12-2021-01-18,1633440,2707,44772,6.05
33,2021-01-13-2021-01-19,1633440,2746,45116,6.09
33,2021-01-14-2021-01-20,1633440,2733,45291,6.03
33,2021-01-15-2021-01-21,1633440,2771,45649,6.07
33,2021-01-16-2021-01-22,1633440,2819,46406,6.07
33,2021-01-17-2021-01-23,1633440,2792,46433,6.01
33,2021-01-18-2021-01-24,1633440,2798,46504,6.02
33,2021-01-19-2021-01-25,1633440,2812,47374,5.94
33,2021-01-20-2021-01-26,1633440,2829,47354,5.97
33,2021-01-21-2021-01-27,1633440,2825,48010,5.88
33,2021-01-22-2021-01-28,1633440,2788,49324,5.65
33,2021-01-23-2021-01-29,1633440,2831,50559,5.6
33,2021-01-24-2021-01-30,1633440,2845,51030,5.58
33,2021-01-25-2021-01-31,1633440,2858,51070,5.6
33,2021-01-26-2021-02-01,1633440,2829,51031,5.54
33,2021-01-27-2021-02-02,1633440,2770,51855,5.34
33,2021-01-28-2021-02-03,1633440,2705,52357,5.17
33,2021-01-29-2021-02-04,1633440,2605,52116,5.0
33,2021-01-30-2021-02-05,1633440,2434,52008,4.68
33,2021-01-31-2021-02-06,1633440,2361,52104,4.53
33,2021-02-01-2021-02-07,1633440,2313,52096,4.44
33,2021-02-02-2021-02-08,1633440,2083,51009,4.08
33,2021-02-03-2021-02-09,1633440,1971,50374,3.91
33,2021-02-04-2021-02-10,1633440,1952,49406,3.95
33,2021-02-05-2021-02-11,1633440,1897,48737,3.89
33,2021-02-06-2021-02-12,1633440,1829,47816,3.83
33,2021-02-07-2021-02-13,1633440,1828,46882,3.9
33,2021-02-08-2021-02-14,1633440,1852,46754,3.96
33,2021-02-09-2021-02-15,1633440,1880,45254,4.15
33,2021-02-10-2021-02-16,1633440,1864,43917,4.24
33,2021-02-11-2021-02-17,1633440,1815,42393,4.28
33,2021-02-12-2021-02-18,1633440,1860,41291,4.5
33,2021-02-13-2021-02-19,1633440,1978,40243,4.92
33,2021-02-14-2021-02-20,1633440,1990,39945,4.98
33,2021-02-15-2021-02-21,1633440,1978,39897,4.96
33,2021-02-16-2021-02-22,1633440,2148,40272,5.33
33,2021-02-17-2021-02-23,1633440,2267,40502,5.6
33,2021-02-18-2021-02-24,1633440,2344,40850,5.74
33,2021-02-19-2021-02-25,1633440,2326,40795,5.7
33,2021-02-20-2021-02-26,1633440,2275,41492,5.48
33,2021-02-21-2021-02-27,1633440,2264,41676,5.43
33,2021-02-22-2021-02-28,1633440,2263,41710,5.43
33,2021-02-23-2021-03-01,1633440,2097,40700,5.15
33,2021-02-24-2021-03-02,1633440,1999,40975,4.88
33,2021-02-25-2021-03-03,1633440,1924,40817,4.71
33,2021-02-26-2021-03-04,1633440,1908,41882,4.56
33,2021-02-27-2021-03-05,1633440,1872,42357,4.42
33,2021-02-28-2021-03-06,1633440,1843,42704,4.32
33,2021-03-01-2021-03-07,1633440,1852,42704,4.34
33,2021-03-02-2021-03-08,1633440,1901,43897,4.33
33,2021-03-03-2021-03-09,1633440,2027,45117,4.49
33,2021-03-04-2021-03-10,1633440,2109,46053,4.58
33,2021-03-05-2021-03-11,1633440,2290,48221,4.75
33,2021-03-06-2021-03-12,1633440,2454,51042,4.81
33,2021-03-07-2021-03-13,1633440,2577,51931,4.96
33,2021-03-08-2021-03-14,1633440,2593,51985,4.99
33,2021-03-09-2021-03-15,1633440,2719,52697,5.16
33,2021-03-10-2021-03-16,1633440,2756,53533,5.15
33,2021-03-11-2021-03-17,1633440,2890,54292,5.32
33,2021-03-12-2021-03-18,1633440,2940,54471,5.4
33,2021-03-13-2021-03-19,1633440,3012,54086,5.57
33,2021-03-14-2021-03-20,1633440,3036,54439,5.58
33,2021-03-15-2021-03-21,1633440,3030,54613,5.55
33,2021-03-16-2021-03-22,1633440,3231,56045,5.77
33,2021-03-17-2021-03-23,1633440,3449,57807,5.97
33,2021-03-18-2021-03-24,1633440,3555,59427,5.98
