dep,semaine_glissante,pop,P,T,tx_pos
57,2020-06-14-2020-06-20,1035866,30,4171,0.72
57,2020-06-15-2020-06-21,1035866,32,4148,0.77
57,2020-06-16-2020-06-22,1035866,37,4140,0.89
57,2020-06-17-2020-06-23,1035866,33,4072,0.81
57,2020-06-18-2020-06-24,1035866,38,4117,0.92
57,2020-06-19-2020-06-25,1035866,33,4115,0.8
57,2020-06-20-2020-06-26,1035866,38,4181,0.91
57,2020-06-21-2020-06-27,1035866,36,4272,0.84
57,2020-06-22-2020-06-28,1035866,34,4309,0.79
57,2020-06-23-2020-06-29,1035866,29,4512,0.64
57,2020-06-24-2020-06-30,1035866,25,4601,0.54
57,2020-06-25-2020-07-01,1035866,25,4677,0.53
57,2020-06-26-2020-07-02,1035866,29,4632,0.63
57,2020-06-27-2020-07-03,1035866,27,4637,0.58
57,2020-06-28-2020-07-04,1035866,28,4713,0.59
57,2020-06-29-2020-07-05,1035866,28,4773,0.59
57,2020-06-30-2020-07-06,1035866,27,4763,0.57
57,2020-07-01-2020-07-07,1035866,29,4791,0.61
57,2020-07-02-2020-07-08,1035866,26,4854,0.54
57,2020-07-03-2020-07-09,1035866,25,5000,0.5
57,2020-07-04-2020-07-10,1035866,20,5415,0.37
57,2020-07-05-2020-07-11,1035866,16,5472,0.29
57,2020-07-06-2020-07-12,1035866,19,5558,0.34
57,2020-07-07-2020-07-13,1035866,27,5930,0.46
57,2020-07-08-2020-07-14,1035866,23,5179,0.44
57,2020-07-09-2020-07-15,1035866,26,5446,0.48
57,2020-07-10-2020-07-16,1035866,31,5753,0.54
57,2020-07-11-2020-07-17,1035866,47,5739,0.82
57,2020-07-12-2020-07-18,1035866,55,5654,0.97
57,2020-07-13-2020-07-19,1035866,52,5483,0.95
57,2020-07-14-2020-07-20,1035866,46,5437,0.85
57,2020-07-15-2020-07-21,1035866,59,6629,0.89
57,2020-07-16-2020-07-22,1035866,63,6722,0.94
57,2020-07-17-2020-07-23,1035866,61,6782,0.9
57,2020-07-18-2020-07-24,1035866,61,6942,0.88
57,2020-07-19-2020-07-25,1035866,58,7235,0.8
57,2020-07-20-2020-07-26,1035866,58,7363,0.79
57,2020-07-21-2020-07-27,1035866,64,7570,0.85
57,2020-07-22-2020-07-28,1035866,59,7706,0.77
57,2020-07-23-2020-07-29,1035866,63,7885,0.8
57,2020-07-24-2020-07-30,1035866,73,8080,0.9
57,2020-07-25-2020-07-31,1035866,81,8927,0.91
57,2020-07-26-2020-08-01,1035866,85,9514,0.89
57,2020-07-27-2020-08-02,1035866,88,9522,0.92
57,2020-07-28-2020-08-03,1035866,93,9553,0.97
57,2020-07-29-2020-08-04,1035866,103,9364,1.1
57,2020-07-30-2020-08-05,1035866,105,9431,1.11
57,2020-07-31-2020-08-06,1035866,132,9585,1.38
57,2020-08-01-2020-08-07,1035866,138,8995,1.53
57,2020-08-02-2020-08-08,1035866,135,8504,1.59
57,2020-08-03-2020-08-09,1035866,132,8405,1.57
57,2020-08-04-2020-08-10,1035866,131,8358,1.57
57,2020-08-05-2020-08-11,1035866,136,8367,1.63
57,2020-08-06-2020-08-12,1035866,166,8434,1.97
57,2020-08-07-2020-08-13,1035866,141,8987,1.57
57,2020-08-08-2020-08-14,1035866,141,9054,1.56
57,2020-08-09-2020-08-15,1035866,138,8450,1.63
57,2020-08-10-2020-08-16,1035866,140,8427,1.66
57,2020-08-11-2020-08-17,1035866,172,9018,1.91
57,2020-08-12-2020-08-18,1035866,189,9553,1.98
57,2020-08-13-2020-08-19,1035866,183,9759,1.88
57,2020-08-14-2020-08-20,1035866,191,9619,1.99
57,2020-08-15-2020-08-21,1035866,185,10529,1.76
57,2020-08-16-2020-08-22,1035866,205,11544,1.78
57,2020-08-17-2020-08-23,1035866,203,11587,1.75
57,2020-08-18-2020-08-24,1035866,226,12032,1.88
57,2020-08-19-2020-08-25,1035866,251,13088,1.92
57,2020-08-20-2020-08-26,1035866,266,13783,1.93
57,2020-08-21-2020-08-27,1035866,290,14631,1.98
57,2020-08-22-2020-08-28,1035866,323,15667,2.06
57,2020-08-23-2020-08-29,1035866,338,17140,1.97
57,2020-08-24-2020-08-30,1035866,341,17147,1.99
57,2020-08-25-2020-08-31,1035866,328,17742,1.85
57,2020-08-26-2020-09-01,1035866,306,17366,1.76
57,2020-08-27-2020-09-02,1035866,295,17327,1.7
57,2020-08-28-2020-09-03,1035866,290,17160,1.69
57,2020-08-29-2020-09-04,1035866,283,16660,1.7
57,2020-08-30-2020-09-05,1035866,267,15854,1.68
57,2020-08-31-2020-09-06,1035866,266,15875,1.68
57,2020-09-01-2020-09-07,1035866,250,16265,1.54
57,2020-09-02-2020-09-08,1035866,255,17025,1.5
57,2020-09-03-2020-09-09,1035866,269,17860,1.51
57,2020-09-04-2020-09-10,1035866,288,18915,1.52
57,2020-09-05-2020-09-11,1035866,296,19416,1.52
57,2020-09-06-2020-09-12,1035866,303,19557,1.55
57,2020-09-07-2020-09-13,1035866,308,19577,1.57
57,2020-09-08-2020-09-14,1035866,355,20063,1.77
57,2020-09-09-2020-09-15,1035866,383,20594,1.86
57,2020-09-10-2020-09-16,1035866,389,20217,1.92
57,2020-09-11-2020-09-17,1035866,381,20071,1.9
57,2020-09-12-2020-09-18,1035866,393,20385,1.93
57,2020-09-13-2020-09-19,1035866,377,20080,1.88
57,2020-09-14-2020-09-20,1035866,373,20021,1.86
57,2020-09-15-2020-09-21,1035866,355,19435,1.83
57,2020-09-16-2020-09-22,1035866,329,18891,1.74
57,2020-09-17-2020-09-23,1035866,321,18807,1.71
57,2020-09-18-2020-09-24,1035866,328,18005,1.82
57,2020-09-19-2020-09-25,1035866,310,16521,1.88
57,2020-09-20-2020-09-26,1035866,310,16097,1.93
57,2020-09-21-2020-09-27,1035866,309,16066,1.92
57,2020-09-22-2020-09-28,1035866,301,15192,1.98
57,2020-09-23-2020-09-29,1035866,303,14184,2.14
57,2020-09-24-2020-09-30,1035866,304,13539,2.25
57,2020-09-25-2020-10-01,1035866,326,13575,2.4
57,2020-09-26-2020-10-02,1035866,351,13795,2.54
57,2020-09-27-2020-10-03,1035866,382,14167,2.7
57,2020-09-28-2020-10-04,1035866,381,14167,2.69
57,2020-09-29-2020-10-05,1035866,427,14242,3.0
57,2020-09-30-2020-10-06,1035866,503,14442,3.48
57,2020-10-01-2020-10-07,1035866,564,14903,3.78
57,2020-10-02-2020-10-08,1035866,635,15301,4.15
57,2020-10-03-2020-10-09,1035866,726,16130,4.5
57,2020-10-04-2020-10-10,1035866,778,16337,4.76
57,2020-10-05-2020-10-11,1035866,790,16359,4.83
57,2020-10-06-2020-10-12,1035866,940,17312,5.43
57,2020-10-07-2020-10-13,1035866,997,18322,5.44
57,2020-10-08-2020-10-14,1035866,1124,19399,5.79
57,2020-10-09-2020-10-15,1035866,1218,20950,5.81
57,2020-10-10-2020-10-16,1035866,1377,22565,6.1
57,2020-10-11-2020-10-17,1035866,1443,23414,6.16
57,2020-10-12-2020-10-18,1035866,1456,23663,6.15
57,2020-10-13-2020-10-19,1035866,1700,25249,6.73
57,2020-10-14-2020-10-20,1035866,1966,26084,7.54
57,2020-10-15-2020-10-21,1035866,2251,27724,8.12
57,2020-10-16-2020-10-22,1035866,2648,29258,9.05
57,2020-10-17-2020-10-23,1035866,3112,31051,10.02
57,2020-10-18-2020-10-24,1035866,3301,31394,10.51
57,2020-10-19-2020-10-25,1035866,3319,31412,10.57
57,2020-10-20-2020-10-26,1035866,3767,33149,11.36
57,2020-10-21-2020-10-27,1035866,3971,34011,11.68
57,2020-10-22-2020-10-28,1035866,4201,35017,12.0
57,2020-10-23-2020-10-29,1035866,4285,36038,11.89
57,2020-10-24-2020-10-30,1035866,4411,36528,12.08
57,2020-10-25-2020-10-31,1035866,4436,36721,12.08
57,2020-10-26-2020-11-01,1035866,4437,36831,12.05
57,2020-10-27-2020-11-02,1035866,4581,37280,12.29
57,2020-10-28-2020-11-03,1035866,4852,38446,12.62
57,2020-10-29-2020-11-04,1035866,4853,38370,12.65
57,2020-10-30-2020-11-05,1035866,4818,38513,12.51
57,2020-10-31-2020-11-06,1035866,4602,37978,12.12
57,2020-11-01-2020-11-07,1035866,4507,37758,11.94
57,2020-11-02-2020-11-08,1035866,4505,37629,11.97
57,2020-11-03-2020-11-09,1035866,4261,36382,11.71
57,2020-11-04-2020-11-10,1035866,3992,36148,11.04
57,2020-11-05-2020-11-11,1035866,3268,30492,10.72
57,2020-11-06-2020-11-12,1035866,3191,30045,10.62
57,2020-11-07-2020-11-13,1035866,3041,28708,10.59
57,2020-11-08-2020-11-14,1035866,2972,28271,10.51
57,2020-11-09-2020-11-15,1035866,2949,28247,10.44
57,2020-11-10-2020-11-16,1035866,2677,26610,10.06
57,2020-11-11-2020-11-17,1035866,2479,25234,9.82
57,2020-11-12-2020-11-18,1035866,2798,28607,9.78
57,2020-11-13-2020-11-19,1035866,2517,26216,9.6
57,2020-11-14-2020-11-20,1035866,2302,25390,9.07
57,2020-11-15-2020-11-21,1035866,2235,25197,8.87
57,2020-11-16-2020-11-22,1035866,2233,25213,8.86
57,2020-11-17-2020-11-23,1035866,2060,24755,8.32
57,2020-11-18-2020-11-24,1035866,1884,23760,7.93
57,2020-11-19-2020-11-25,1035866,1795,23361,7.68
57,2020-11-20-2020-11-26,1035866,1759,22897,7.68
57,2020-11-21-2020-11-27,1035866,1685,22177,7.6
57,2020-11-22-2020-11-28,1035866,1651,21838,7.56
57,2020-11-23-2020-11-29,1035866,1654,21849,7.57
57,2020-11-24-2020-11-30,1035866,1627,20988,7.75
57,2020-11-25-2020-12-01,1035866,1565,20577,7.61
57,2020-11-26-2020-12-02,1035866,1570,20433,7.68
57,2020-11-27-2020-12-03,1035866,1555,20756,7.49
57,2020-11-28-2020-12-04,1035866,1616,21087,7.66
57,2020-11-29-2020-12-05,1035866,1677,21508,7.8
57,2020-11-30-2020-12-06,1035866,1688,21560,7.83
57,2020-12-01-2020-12-07,1035866,1720,21839,7.88
57,2020-12-02-2020-12-08,1035866,1803,22286,8.09
57,2020-12-03-2020-12-09,1035866,1859,22525,8.25
57,2020-12-04-2020-12-10,1035866,1938,23084,8.4
57,2020-12-05-2020-12-11,1035866,1973,23890,8.26
57,2020-12-06-2020-12-12,1035866,2027,24407,8.3
57,2020-12-07-2020-12-13,1035866,2045,24430,8.37
57,2020-12-08-2020-12-14,1035866,2172,25512,8.51
57,2020-12-09-2020-12-15,1035866,2262,26880,8.42
57,2020-12-10-2020-12-16,1035866,2339,28922,8.09
57,2020-12-11-2020-12-17,1035866,2374,31404,7.56
57,2020-12-12-2020-12-18,1035866,2412,35015,6.89
57,2020-12-13-2020-12-19,1035866,2473,37137,6.66
57,2020-12-14-2020-12-20,1035866,2463,37528,6.56
57,2020-12-15-2020-12-21,1035866,2505,43812,5.72
57,2020-12-16-2020-12-22,1035866,2597,53180,4.88
57,2020-12-17-2020-12-23,1035866,2623,61311,4.28
57,2020-12-18-2020-12-24,1035866,2524,62139,4.06
57,2020-12-19-2020-12-25,1035866,2169,54810,3.96
57,2020-12-20-2020-12-26,1035866,1955,51738,3.78
57,2020-12-21-2020-12-27,1035866,1961,51560,3.8
57,2020-12-22-2020-12-28,1035866,2029,46285,4.38
57,2020-12-23-2020-12-29,1035866,2038,37977,5.37
57,2020-12-24-2020-12-30,1035866,2092,31598,6.62
57,2020-12-25-2020-12-31,1035866,2137,29944,7.14
57,2020-12-26-2021-01-01,1035866,2121,29764,7.13
57,2020-12-27-2021-01-02,1035866,2458,33068,7.43
57,2020-12-28-2021-01-03,1035866,2457,32938,7.46
57,2020-12-29-2021-01-04,1035866,2440,34273,7.12
57,2020-12-30-2021-01-05,1035866,2431,34042,7.14
57,2020-12-31-2021-01-06,1035866,2340,32504,7.2
57,2021-01-01-2021-01-07,1035866,2351,33115,7.1
57,2021-01-02-2021-01-08,1035866,2681,38591,6.95
57,2021-01-03-2021-01-09,1035866,2539,37198,6.83
57,2021-01-04-2021-01-10,1035866,2532,37154,6.81
57,2021-01-05-2021-01-11,1035866,2434,34328,7.09
57,2021-01-06-2021-01-12,1035866,2286,32993,6.93
57,2021-01-07-2021-01-13,1035866,2188,31674,6.91
57,2021-01-08-2021-01-14,1035866,2168,30422,7.13
57,2021-01-09-2021-01-15,1035866,2121,29032,7.31
57,2021-01-10-2021-01-16,1035866,2070,28480,7.27
57,2021-01-11-2021-01-17,1035866,2068,28406,7.28
57,2021-01-12-2021-01-18,1035866,2051,27036,7.59
57,2021-01-13-2021-01-19,1035866,2063,26653,7.74
57,2021-01-14-2021-01-20,1035866,2144,26631,8.05
57,2021-01-15-2021-01-21,1035866,2201,26784,8.22
57,2021-01-16-2021-01-22,1035866,2289,27819,8.23
57,2021-01-17-2021-01-23,1035866,2329,28310,8.23
57,2021-01-18-2021-01-24,1035866,2340,28359,8.25
57,2021-01-19-2021-01-25,1035866,2479,29791,8.32
57,2021-01-20-2021-01-26,1035866,2625,31065,8.45
57,2021-01-21-2021-01-27,1035866,2690,32237,8.34
57,2021-01-22-2021-01-28,1035866,2731,33474,8.16
57,2021-01-23-2021-01-29,1035866,2856,34733,8.22
57,2021-01-24-2021-01-30,1035866,2862,35213,8.13
57,2021-01-25-2021-01-31,1035866,2863,35279,8.12
57,2021-01-26-2021-02-01,1035866,2852,35500,8.03
57,2021-01-27-2021-02-02,1035866,2853,36322,7.85
57,2021-01-28-2021-02-03,1035866,2879,37107,7.76
57,2021-01-29-2021-02-04,1035866,2883,37907,7.61
57,2021-01-30-2021-02-05,1035866,2862,39108,7.32
57,2021-01-31-2021-02-06,1035866,2938,39732,7.39
57,2021-02-01-2021-02-07,1035866,2951,39851,7.41
57,2021-02-02-2021-02-08,1035866,3015,40589,7.43
57,2021-02-03-2021-02-09,1035866,3018,41675,7.24
57,2021-02-04-2021-02-10,1035866,3029,43089,7.03
57,2021-02-05-2021-02-11,1035866,3015,45414,6.64
57,2021-02-06-2021-02-12,1035866,2931,47981,6.11
57,2021-02-07-2021-02-13,1035866,2907,49265,5.9
57,2021-02-08-2021-02-14,1035866,2923,49411,5.92
57,2021-02-09-2021-02-15,1035866,2954,52875,5.59
57,2021-02-10-2021-02-16,1035866,2992,56988,5.25
57,2021-02-11-2021-02-17,1035866,3039,60881,4.99
57,2021-02-12-2021-02-18,1035866,3175,63963,4.96
57,2021-02-13-2021-02-19,1035866,3276,66218,4.95
57,2021-02-14-2021-02-20,1035866,3239,66644,4.86
57,2021-02-15-2021-02-21,1035866,3223,66539,4.84
57,2021-02-16-2021-02-22,1035866,3200,63740,5.02
57,2021-02-17-2021-02-23,1035866,3171,59684,5.31
57,2021-02-18-2021-02-24,1035866,3081,55601,5.54
57,2021-02-19-2021-02-25,1035866,2964,51897,5.71
57,2021-02-20-2021-02-26,1035866,2950,48182,6.12
57,2021-02-21-2021-02-27,1035866,2991,46967,6.37
57,2021-02-22-2021-02-28,1035866,2979,46917,6.35
57,2021-02-23-2021-03-01,1035866,2899,46985,6.17
57,2021-02-24-2021-03-02,1035866,2852,47574,5.99
57,2021-02-25-2021-03-03,1035866,2813,47980,5.86
57,2021-02-26-2021-03-04,1035866,2725,48102,5.67
57,2021-02-27-2021-03-05,1035866,2649,48291,5.49
57,2021-02-28-2021-03-06,1035866,2629,50099,5.25
57,2021-03-01-2021-03-07,1035866,2629,51956,5.06
57,2021-03-02-2021-03-08,1035866,2595,52539,4.94
57,2021-03-03-2021-03-09,1035866,2596,53092,4.89
57,2021-03-04-2021-03-10,1035866,2657,53518,4.96
57,2021-03-05-2021-03-11,1035866,2795,54986,5.08
57,2021-03-06-2021-03-12,1035866,2905,56722,5.12
57,2021-03-07-2021-03-13,1035866,2911,56868,5.12
57,2021-03-08-2021-03-14,1035866,2967,57047,5.2
57,2021-03-09-2021-03-15,1035866,3066,58366,5.25
57,2021-03-10-2021-03-16,1035866,3092,60039,5.15
57,2021-03-11-2021-03-17,1035866,3077,60424,5.09
57,2021-03-12-2021-03-18,1035866,3063,62061,4.94
57,2021-03-13-2021-03-19,1035866,3022,63849,4.73
57,2021-03-14-2021-03-20,1035866,3071,64400,4.77
57,2021-03-15-2021-03-21,1035866,3039,64011,4.75
57,2021-03-16-2021-03-22,1035866,3041,66616,4.56
57,2021-03-17-2021-03-23,1035866,3050,68467,4.45
57,2021-03-18-2021-03-24,1035866,3048,69724,4.37
57,2021-03-19-2021-03-25,1035866,3093,71975,4.3
57,2021-03-20-2021-03-26,1035866,3168,73299,4.32
57,2021-03-21-2021-03-27,1035866,3207,74242,4.32
57,2021-03-22-2021-03-28,1035866,3213,74317,4.32
57,2021-03-23-2021-03-29,1035866,3333,74103,4.5
57,2021-03-24-2021-03-30,1035866,3436,75904,4.53
57,2021-03-25-2021-03-31,1035866,3477,76589,4.54
57,2021-03-26-2021-04-01,1035866,3457,77512,4.46
57,2021-03-27-2021-04-02,1035866,3023,67534,4.48
57,2021-03-28-2021-04-03,1035866,3135,68994,4.54
57,2021-03-29-2021-04-04,1035866,3113,68284,4.56
57,2021-03-30-2021-04-05,1035866,2417,56766,4.26
57,2021-03-31-2021-04-06,1035866,2653,54369,4.88
57,2021-04-01-2021-04-07,1035866,2718,52599,5.17
57,2021-04-02-2021-04-08,1035866,2676,47863,5.59
57,2021-04-03-2021-04-09,1035866,3069,53404,5.75
58,2020-05-13-2020-05-19,199596,31,866,3.58
58,2020-05-14-2020-05-20,199596,33,866,3.81
58,2020-05-15-2020-05-21,199596,33,806,4.09
58,2020-05-16-2020-05-22,199596,4,645,0.62
58,2020-05-17-2020-05-23,199596,5,658,0.76
58,2020-05-18-2020-05-24,199596,5,676,0.74
58,2020-05-19-2020-05-25,199596,5,673,0.74
58,2020-05-20-2020-05-26,199596,6,663,0.9
58,2020-05-21-2020-05-27,199596,4,618,0.65
58,2020-05-22-2020-05-28,199596,5,700,0.71
58,2020-05-23-2020-05-29,199596,7,688,1.02
58,2020-05-24-2020-05-30,199596,6,693,0.87
58,2020-05-25-2020-05-31,199596,6,681,0.88
58,2020-05-26-2020-06-01,199596,5,570,0.88
58,2020-05-27-2020-06-02,199596,5,536,0.93
58,2020-05-28-2020-06-03,199596,5,513,0.97
58,2020-05-29-2020-06-04,199596,5,496,1.01
58,2020-05-30-2020-06-05,199596,3,517,0.58
58,2020-05-31-2020-06-06,199596,2,546,0.37
58,2020-06-01-2020-06-07,199596,2,557,0.36
58,2020-06-02-2020-06-08,199596,2,623,0.32
58,2020-06-03-2020-06-09,199596,1,599,0.17
58,2020-06-04-2020-06-10,199596,3,604,0.5
58,2020-06-05-2020-06-11,199596,2,604,0.33
58,2020-06-06-2020-06-12,199596,2,629,0.32
58,2020-06-07-2020-06-13,199596,2,611,0.33
58,2020-06-08-2020-06-14,199596,2,606,0.33
58,2020-06-09-2020-06-15,199596,2,603,0.33
58,2020-06-10-2020-06-16,199596,2,637,0.31
58,2020-06-11-2020-06-17,199596,0,685,0.0
58,2020-06-12-2020-06-18,199596,0,726,0.0
58,2020-06-13-2020-06-19,199596,1,707,0.14
58,2020-06-14-2020-06-20,199596,1,711,0.14
58,2020-06-15-2020-06-21,199596,2,722,0.28
58,2020-06-16-2020-06-22,199596,2,736,0.27
58,2020-06-17-2020-06-23,199596,2,713,0.28
58,2020-06-18-2020-06-24,199596,2,646,0.31
58,2020-06-19-2020-06-25,199596,2,716,0.28
58,2020-06-20-2020-06-26,199596,2,752,0.27
58,2020-06-21-2020-06-27,199596,2,762,0.26
58,2020-06-22-2020-06-28,199596,1,761,0.13
58,2020-06-23-2020-06-29,199596,4,766,0.52
58,2020-06-24-2020-06-30,199596,4,797,0.5
58,2020-06-25-2020-07-01,199596,12,999,1.2
58,2020-06-26-2020-07-02,199596,13,1038,1.25
58,2020-06-27-2020-07-03,199596,12,1136,1.06
58,2020-06-28-2020-07-04,199596,19,1221,1.56
58,2020-06-29-2020-07-05,199596,19,1215,1.56
58,2020-06-30-2020-07-06,199596,17,1402,1.21
58,2020-07-01-2020-07-07,199596,17,1502,1.13
58,2020-07-02-2020-07-08,199596,11,1401,0.79
58,2020-07-03-2020-07-09,199596,13,1307,0.99
58,2020-07-04-2020-07-10,199596,13,1225,1.06
58,2020-07-05-2020-07-11,199596,6,1152,0.52
58,2020-07-06-2020-07-12,199596,6,1166,0.51
58,2020-07-07-2020-07-13,199596,6,1011,0.59
58,2020-07-08-2020-07-14,199596,6,798,0.75
58,2020-07-09-2020-07-15,199596,6,811,0.74
58,2020-07-10-2020-07-16,199596,4,858,0.47
58,2020-07-11-2020-07-17,199596,6,922,0.65
58,2020-07-12-2020-07-18,199596,6,935,0.64
58,2020-07-13-2020-07-19,199596,7,1079,0.65
58,2020-07-14-2020-07-20,199596,6,1094,0.55
58,2020-07-15-2020-07-21,199596,6,1247,0.48
58,2020-07-16-2020-07-22,199596,4,1209,0.33
58,2020-07-17-2020-07-23,199596,4,1186,0.34
58,2020-07-18-2020-07-24,199596,2,1170,0.17
58,2020-07-19-2020-07-25,199596,3,1178,0.25
58,2020-07-20-2020-07-26,199596,3,1307,0.23
58,2020-07-21-2020-07-27,199596,3,1295,0.23
58,2020-07-22-2020-07-28,199596,4,1324,0.3
58,2020-07-23-2020-07-29,199596,4,1387,0.29
58,2020-07-24-2020-07-30,199596,4,1413,0.28
58,2020-07-25-2020-07-31,199596,4,1524,0.26
58,2020-07-26-2020-08-01,199596,3,1535,0.2
58,2020-07-27-2020-08-02,199596,2,1263,0.16
58,2020-07-28-2020-08-03,199596,4,1296,0.31
58,2020-07-29-2020-08-04,199596,3,1306,0.23
58,2020-07-30-2020-08-05,199596,4,1342,0.3
58,2020-07-31-2020-08-06,199596,4,1380,0.29
58,2020-08-01-2020-08-07,199596,6,1354,0.44
58,2020-08-02-2020-08-08,199596,8,1348,0.59
58,2020-08-03-2020-08-09,199596,8,1348,0.59
58,2020-08-04-2020-08-10,199596,6,1298,0.46
58,2020-08-05-2020-08-11,199596,10,1301,0.77
58,2020-08-06-2020-08-12,199596,11,1294,0.85
58,2020-08-07-2020-08-13,199596,10,1269,0.79
58,2020-08-08-2020-08-14,199596,9,1233,0.73
58,2020-08-09-2020-08-15,199596,9,1306,0.69
58,2020-08-10-2020-08-16,199596,10,1314,0.76
58,2020-08-11-2020-08-17,199596,13,1413,0.92
58,2020-08-12-2020-08-18,199596,11,1531,0.72
58,2020-08-13-2020-08-19,199596,13,1562,0.83
58,2020-08-14-2020-08-20,199596,16,1618,0.99
58,2020-08-15-2020-08-21,199596,20,1784,1.12
58,2020-08-16-2020-08-22,199596,18,1914,0.94
58,2020-08-17-2020-08-23,199596,17,1914,0.89
58,2020-08-18-2020-08-24,199596,24,1972,1.22
58,2020-08-19-2020-08-25,199596,27,1910,1.41
58,2020-08-20-2020-08-26,199596,25,1997,1.25
58,2020-08-21-2020-08-27,199596,29,2068,1.4
58,2020-08-22-2020-08-28,199596,37,2185,1.69
58,2020-08-23-2020-08-29,199596,43,2284,1.88
58,2020-08-24-2020-08-30,199596,45,2296,1.96
58,2020-08-25-2020-08-31,199596,42,2438,1.72
58,2020-08-26-2020-09-01,199596,45,2593,1.74
58,2020-08-27-2020-09-02,199596,47,2753,1.71
58,2020-08-28-2020-09-03,199596,56,2893,1.94
58,2020-08-29-2020-09-04,199596,53,2780,1.91
58,2020-08-30-2020-09-05,199596,49,2688,1.82
58,2020-08-31-2020-09-06,199596,48,2689,1.79
58,2020-09-01-2020-09-07,199596,55,2784,1.98
58,2020-09-02-2020-09-08,199596,57,2930,1.95
58,2020-09-03-2020-09-09,199596,58,3140,1.85
58,2020-09-04-2020-09-10,199596,51,3442,1.48
58,2020-09-05-2020-09-11,199596,52,3748,1.39
58,2020-09-06-2020-09-12,199596,71,3951,1.8
58,2020-09-07-2020-09-13,199596,72,3973,1.81
58,2020-09-08-2020-09-14,199596,78,3958,1.97
58,2020-09-09-2020-09-15,199596,83,3977,2.09
58,2020-09-10-2020-09-16,199596,119,3978,2.99
58,2020-09-11-2020-09-17,199596,129,3832,3.37
58,2020-09-12-2020-09-18,199596,131,3795,3.45
58,2020-09-13-2020-09-19,199596,116,3693,3.14
58,2020-09-14-2020-09-20,199596,114,3668,3.11
58,2020-09-15-2020-09-21,199596,117,3455,3.39
58,2020-09-16-2020-09-22,199596,113,3437,3.29
58,2020-09-17-2020-09-23,199596,89,3388,2.63
58,2020-09-18-2020-09-24,199596,79,3291,2.4
58,2020-09-19-2020-09-25,199596,81,3088,2.62
58,2020-09-20-2020-09-26,199596,76,3021,2.52
58,2020-09-21-2020-09-27,199596,77,3044,2.53
58,2020-09-22-2020-09-28,199596,65,3049,2.13
58,2020-09-23-2020-09-29,199596,65,2801,2.32
58,2020-09-24-2020-09-30,199596,57,2688,2.12
58,2020-09-25-2020-10-01,199596,54,2536,2.13
58,2020-09-26-2020-10-02,199596,48,2494,1.92
58,2020-09-27-2020-10-03,199596,51,2482,2.05
58,2020-09-28-2020-10-04,199596,51,2460,2.07
58,2020-09-29-2020-10-05,199596,53,2412,2.2
58,2020-09-30-2020-10-06,199596,62,2346,2.64
58,2020-10-01-2020-10-07,199596,83,2295,3.62
58,2020-10-02-2020-10-08,199596,97,2329,4.16
58,2020-10-03-2020-10-09,199596,117,2510,4.66
58,2020-10-04-2020-10-10,199596,118,2423,4.87
58,2020-10-05-2020-10-11,199596,123,2435,5.05
58,2020-10-06-2020-10-12,199596,156,2703,5.77
58,2020-10-07-2020-10-13,199596,169,2814,6.01
58,2020-10-08-2020-10-14,199596,190,3069,6.19
58,2020-10-09-2020-10-15,199596,218,3336,6.53
58,2020-10-10-2020-10-16,199596,251,3435,7.31
58,2020-10-11-2020-10-17,199596,276,3547,7.78
58,2020-10-12-2020-10-18,199596,271,3552,7.63
58,2020-10-13-2020-10-19,199596,302,3648,8.28
58,2020-10-14-2020-10-20,199596,353,3904,9.04
58,2020-10-15-2020-10-21,199596,397,4094,9.7
58,2020-10-16-2020-10-22,199596,422,4133,10.21
58,2020-10-17-2020-10-23,199596,421,4316,9.75
58,2020-10-18-2020-10-24,199596,447,4368,10.23
58,2020-10-19-2020-10-25,199596,456,4399,10.37
58,2020-10-20-2020-10-26,199596,530,4631,11.44
58,2020-10-21-2020-10-27,199596,574,4847,11.84
58,2020-10-22-2020-10-28,199596,595,4983,11.94
58,2020-10-23-2020-10-29,199596,656,5185,12.65
58,2020-10-24-2020-10-30,199596,723,5516,13.11
58,2020-10-25-2020-10-31,199596,712,5575,12.77
58,2020-10-26-2020-11-01,199596,721,5604,12.87
58,2020-10-27-2020-11-02,199596,721,5862,12.3
58,2020-10-28-2020-11-03,199596,727,5997,12.12
58,2020-10-29-2020-11-04,199596,742,6316,11.75
58,2020-10-30-2020-11-05,199596,739,6767,10.92
58,2020-10-31-2020-11-06,199596,742,6912,10.73
58,2020-11-01-2020-11-07,199596,732,6925,10.57
58,2020-11-02-2020-11-08,199596,724,6903,10.49
58,2020-11-03-2020-11-09,199596,679,6948,9.77
58,2020-11-04-2020-11-10,199596,640,6834,9.36
58,2020-11-05-2020-11-11,199596,517,5802,8.91
58,2020-11-06-2020-11-12,199596,501,5842,8.58
58,2020-11-07-2020-11-13,199596,443,5636,7.86
58,2020-11-08-2020-11-14,199596,439,5598,7.84
58,2020-11-09-2020-11-15,199596,435,5579,7.8
58,2020-11-10-2020-11-16,199596,414,5396,7.67
58,2020-11-11-2020-11-17,199596,405,5397,7.5
58,2020-11-12-2020-11-18,199596,448,5865,7.64
58,2020-11-13-2020-11-19,199596,396,5351,7.4
58,2020-11-14-2020-11-20,199596,356,5265,6.76
58,2020-11-15-2020-11-21,199596,345,5203,6.63
58,2020-11-16-2020-11-22,199596,342,5210,6.56
58,2020-11-17-2020-11-23,199596,298,4656,6.4
58,2020-11-18-2020-11-24,199596,244,4132,5.91
