date,vac_statut,nb_pcr,nb_pcr_sympt,nb_pcr0,nb_pcr_sympt0,hc,hc_pcr,sc,sc_pcr,dc,dc_pcr,pourcent_parmi_vaccines
2023-03-25,Complet - avec 1 rappel entre 3 mois et 6 mois,164.54,19.43,10.22,2.77,2.05,1.05,0.0,0.0,0.0,0.0,0.43
2023-03-26,Primo dose récente,2.1,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-26,Primo dose efficace,70.76,14.06,9.26,4.56,3.22,2.11,0.03,0.0,1.0,1.0,1.03
2023-03-26,Complet - avec 2 rappels de moins de 3 mois,171.96,32.49,15.62,5.71,3.65,2.22,0.24,0.05,0.08,0.08,1.72
2023-03-28,Complet - avec 2 rappels entre 3 mois et 6 mois,2853.41,392.54,284.53,139.24,26.35,17.2,0.83,0.3,1.14,1.14,5.6
2023-03-29,Primo dose récente,1.11,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2023-03-29,Complet entre 3 mois et 6 mois - sans rappel,30.03,7.24,2.46,1.07,0.26,0.06,0.0,0.0,0.0,0.0,0.08
2023-03-31,Complet de 6 mois ou plus - sans rappel,3437.19,912.55,492.93,286.41,23.04,16.95,5.36,4.77,0.0,0.0,22.23
2023-03-31,Complet - avec 1 rappel de moins de 3 mois,68.89,14.11,8.8,5.22,0.5,0.0,0.0,0.0,0.0,0.0,0.17
2023-03-31,Complet - avec 1 rappel entre 3 mois et 6 mois,173.41,30.39,13.5,4.74,0.15,0.15,1.0,1.0,0.0,0.0,0.43
2023-03-31,Complet - avec 2 rappels entre 3 mois et 6 mois,2039.01,380.33,267.22,125.47,28.59,22.03,2.13,1.46,1.0,0.0,5.65
2023-04-01,Complet - avec 1 rappel de moins de 3 mois,61.19,7.44,2.63,1.26,0.03,0.0,0.0,0.0,0.0,0.0,0.17
2023-04-01,Complet - avec 1 rappel de 6 mois ou plus,12733.06,1651.5,1089.9,575.48,96.1,67.89,14.66,10.66,3.2,2.4,56.88
2023-04-01,Complet - avec 2 rappels entre 3 mois et 6 mois,2184.71,218.1,155.66,65.08,18.79,13.88,2.19,1.19,2.06,1.0,5.64
2023-04-02,Complet de moins de 3 mois - sans rappel,3.57,0.1,0.02,0.0,0.12,0.0,0.0,0.0,0.08,0.08,0.05
2023-04-02,Complet - avec 2 rappels de 6 mois ou plus,1088.66,195.99,133.39,50.33,40.56,25.53,2.69,2.69,1.57,0.54,7.96
2023-04-03,Non-vaccinés,5877.88,1202.54,457.57,218.23,44.01,32.65,6.51,3.84,6.47,5.0,
2023-04-03,Complet de 6 mois ou plus - sans rappel,5773.63,1145.21,644.02,377.77,39.73,25.61,6.05,3.47,0.12,0.0,22.23
2023-04-07,Primo dose récente,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-07,Primo dose efficace,146.43,42.11,22.61,9.01,2.12,1.44,0.0,0.0,0.1,0.06,1.03
2023-04-07,Complet - avec 3 rappels de moins de 3 mois,401.19,83.07,62.15,26.74,5.69,4.7,0.03,0.0,1.02,0.0,1.55
2023-04-08,Complet de 6 mois ou plus - sans rappel,3116.24,472.23,299.58,153.85,19.31,13.33,2.25,2.25,1.19,1.11,22.24
2023-04-09,Complet de moins de 3 mois - sans rappel,2.36,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
2023-04-11,Complet entre 3 mois et 6 mois - sans rappel,47.18,8.98,4.92,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2023-04-11,Complet - avec 2 rappels de 6 mois ou plus,5691.51,839.65,789.39,374.37,96.53,66.52,11.24,9.82,8.86,8.42,8.17
2023-04-14,Non-vaccinés,3272.64,857.86,377.24,181.03,35.68,23.49,6.57,5.71,3.44,1.58,
2023-04-14,Complet - avec 1 rappel de 6 mois ou plus,10326.23,2791.97,1745.63,984.45,142.46,106.43,16.8,11.69,10.72,6.67,56.91
2023-04-15,Primo dose récente,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-16,Complet - avec 3 rappels de moins de 3 mois,118.17,19.44,16.2,5.33,5.28,4.67,0.0,0.0,0.0,0.0,1.17
2023-04-17,Complet de moins de 3 mois - sans rappel,16.07,2.14,1.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04
2023-04-18,Complet - avec 2 rappels entre 3 mois et 6 mois,2238.65,450.19,291.99,133.19,29.01,21.05,1.06,0.54,0.1,0.0,5.77
2023-04-21,Primo dose efficace,184.99,30.73,24.34,7.87,1.87,1.56,0.04,0.04,0.02,0.02,1.03
2023-04-21,Complet - avec 2 rappels de moins de 3 mois,228.59,50.73,17.74,9.95,2.5,2.31,0.01,0.01,0.09,0.01,0.63
2023-04-21,Complet - avec 3 rappels de moins de 3 mois,363.96,71.05,42.09,26.23,2.93,2.18,1.07,0.07,0.01,0.01,0.99
2023-04-22,Complet - avec 2 rappels entre 3 mois et 6 mois,1551.38,216.2,149.24,57.94,15.91,13.39,3.39,3.0,1.11,1.03,5.6
2023-04-23,Complet - avec 2 rappels de 6 mois ou plus,1056.63,197.34,151.12,60.92,44.99,32.4,6.4,4.86,9.76,7.2,8.86
2023-04-24,Complet entre 3 mois et 6 mois - sans rappel,31.27,8.77,2.7,1.15,0.26,0.06,0.0,0.0,0.02,0.0,0.07
2023-04-24,Complet - avec 2 rappels entre 3 mois et 6 mois,2499.08,440.75,296.29,151.37,22.83,15.16,3.24,2.0,3.47,3.4,5.58
2023-04-24,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1925.19,342.15,292.57,135.06,27.75,19.84,2.83,2.2,0.97,0.69,3.21
2023-04-26,Primo dose récente,2.61,0.12,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-26,Primo dose efficace,194.44,38.68,26.06,13.16,2.55,0.72,0.0,0.0,0.36,0.2,1.03
2023-04-27,Complet de moins de 3 mois - sans rappel,10.17,0.28,1.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03
2023-04-27,Complet - avec 1 rappel entre 3 mois et 6 mois,100.08,39.51,21.38,11.36,1.45,1.41,0.0,0.0,1.0,1.0,0.4
2023-04-28,Complet entre 3 mois et 6 mois - sans rappel,14.17,9.06,1.8,1.54,1.2,1.0,1.0,1.0,0.02,0.0,0.07
2023-04-28,Complet - avec 1 rappel de 6 mois ou plus,6691.34,2070.01,1190.61,674.07,96.07,67.15,11.43,8.46,14.56,10.25,56.97
2023-04-29,Complet - avec 2 rappels de moins de 3 mois,124.64,15.08,5.98,1.51,0.24,0.2,1.0,1.0,0.0,0.0,0.42
2023-04-29,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1051.4,152.16,119.47,44.95,14.71,7.78,0.28,0.0,1.0,1.0,3.42
2023-05-01,Complet - avec 2 rappels entre 3 mois et 6 mois,493.49,80.33,41.98,6.25,11.19,7.82,2.65,2.25,0.15,0.03,5.35
2023-05-02,Primo dose efficace,219.78,42.77,24.8,9.3,2.8,2.29,0.01,0.01,0.03,0.03,1.03
2023-05-02,Complet de moins de 3 mois - sans rappel,17.3,5.7,3.35,1.31,0.0,0.0,0.0,0.0,0.01,0.01,0.03
2023-05-02,Complet - avec 1 rappel entre 3 mois et 6 mois,195.72,31.41,24.31,11.46,1.54,1.46,0.07,0.07,1.57,1.37,0.39
2023-05-03,Primo dose efficace,160.72,30.85,18.47,6.27,2.05,1.09,0.01,0.01,0.0,0.0,1.03
2023-05-03,Complet entre 3 mois et 6 mois - sans rappel,28.41,6.77,0.18,0.13,0.09,0.09,0.0,0.0,0.0,0.0,0.07
2023-05-03,Complet - avec 1 rappel entre 3 mois et 6 mois,126.22,27.8,16.39,8.0,1.72,1.68,0.11,0.0,0.0,0.0,0.39
2023-05-04,Complet de moins de 3 mois - sans rappel,5.85,0.28,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
2023-05-04,Complet - avec 1 rappel de 6 mois ou plus,6301.39,1946.61,998.91,576.4,93.89,58.87,4.97,4.0,7.36,4.59,56.98
2023-05-04,Complet - avec 2 rappels entre 3 mois et 6 mois,991.53,271.71,137.27,67.84,13.73,8.04,4.08,4.0,0.06,0.0,5.33
2023-05-05,Complet - avec 1 rappel entre 3 mois et 6 mois,107.7,26.35,16.54,7.04,0.28,0.27,0.13,0.13,0.17,0.17,0.39
2023-05-05,Complet - avec 1 rappel de 6 mois ou plus,6005.36,1849.06,992.52,562.91,71.28,49.68,9.59,7.56,8.02,4.84,56.99
2023-05-05,Complet - avec 2 rappels entre 3 mois et 6 mois,986.79,253.18,141.64,64.01,18.39,12.2,0.07,0.07,6.05,4.42,5.28
2023-05-06,Complet - avec 2 rappels entre 3 mois et 6 mois,1235.06,144.79,92.18,28.95,10.01,7.34,2.66,1.46,3.26,2.11,5.22
2023-05-06,Complet - avec 2 rappels de 6 mois ou plus,2701.69,384.3,251.49,103.67,32.49,23.85,2.83,1.43,5.06,1.11,9.45
2023-05-08,Complet - avec 1 rappel entre 3 mois et 6 mois,48.68,3.92,1.5,0.0,0.33,0.0,0.22,0.02,1.0,1.0,0.38
2023-05-09,Complet - avec 1 rappel entre 3 mois et 6 mois,176.69,22.76,17.51,4.49,1.9,0.54,1.0,0.0,0.12,0.0,0.38
2023-05-09,Complet - avec 1 rappel de 6 mois ou plus,13760.26,2422.18,1403.31,820.21,78.61,58.38,10.03,5.08,8.94,6.75,57.0
2023-05-09,Complet - avec 2 rappels entre 3 mois et 6 mois,2176.15,342.37,187.89,103.08,14.29,9.68,1.93,1.12,0.25,0.25,5.16
2023-05-11,Complet - avec 1 rappel de 6 mois ou plus,5952.14,1704.62,854.48,486.83,62.01,38.12,6.06,4.8,7.78,4.32,57.01
2023-05-14,Primo dose efficace,52.66,5.11,3.91,1.12,0.28,0.22,1.0,0.0,0.0,0.0,1.03
2023-05-14,Complet - avec 2 rappels de moins de 3 mois,20.33,4.46,1.12,1.12,1.25,1.0,0.0,0.0,0.0,0.0,0.24
2023-05-15,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1580.9,244.59,166.55,76.46,9.23,6.51,1.2,1.2,0.1,0.1,3.72
2023-05-17,Complet - avec 1 rappel de moins de 3 mois,9.78,2.32,1.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2023-05-17,Complet - avec 3 rappels de moins de 3 mois,107.25,29.49,6.28,4.8,0.16,0.01,0.0,0.0,0.0,0.0,0.46
2023-05-17,Complet - avec 3 rappels entre 3 et 6 mois ou plus,857.55,203.11,128.18,66.08,9.06,5.45,0.3,0.18,2.28,2.0,3.75
2023-05-19,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1003.05,221.88,134.72,70.84,10.03,8.43,1.09,1.09,1.24,1.17,3.78
2023-05-20,Non-vaccinés,1886.65,279.02,105.47,41.09,16.99,10.74,3.55,2.58,2.96,1.0,
2023-05-20,Complet - avec 3 rappels entre 3 et 6 mois ou plus,942.57,154.84,84.23,41.64,8.94,7.52,1.46,0.06,1.08,1.0,3.8
2023-05-21,Complet - avec 1 rappel de moins de 3 mois,4.38,1.11,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
2023-05-23,Complet - avec 1 rappel entre 3 mois et 6 mois,102.65,19.46,7.22,3.62,1.1,1.02,0.0,0.0,0.0,0.0,0.35
2023-05-23,Complet - avec 2 rappels entre 3 mois et 6 mois,1169.08,228.73,105.73,58.84,2.1,1.39,1.15,0.08,0.0,0.0,4.6
2023-05-24,Complet de 6 mois ou plus - sans rappel,2279.63,547.31,251.68,146.63,19.56,17.72,5.42,5.42,2.37,2.37,22.27
2023-05-25,Complet - avec 2 rappels entre 3 mois et 6 mois,659.65,200.1,83.81,43.76,2.92,2.67,0.41,0.35,1.0,1.0,4.49
2023-05-28,Complet - avec 1 rappel de moins de 3 mois,2.83,1.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2023-05-28,Complet - avec 2 rappels de moins de 3 mois,8.33,1.22,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.16
2023-05-28,Complet - avec 3 rappels entre 3 et 6 mois ou plus,283.15,64.87,25.96,9.54,12.01,7.81,1.08,1.08,2.52,2.52,3.87
2023-05-29,Complet - avec 1 rappel de moins de 3 mois,3.44,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05
2023-05-30,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1629.27,270.31,159.4,83.03,15.31,10.42,2.72,2.58,0.0,0.0,3.88
2023-05-31,Complet - avec 1 rappel de moins de 3 mois,7.24,1.15,0.15,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05
2023-05-31,Complet - avec 1 rappel de 6 mois ou plus,6857.75,1628.34,702.66,398.07,41.81,26.92,5.07,3.4,2.52,2.25,57.08
2023-05-31,Complet - avec 2 rappels de 6 mois ou plus,2587.72,527.57,242.05,108.37,28.07,21.27,3.2,3.2,3.07,1.75,10.54
2023-06-01,Complet de 6 mois ou plus - sans rappel,1540.09,465.26,150.09,88.74,11.17,9.83,1.7,1.37,0.0,0.0,22.28
2023-06-01,Complet - avec 2 rappels de moins de 3 mois,39.67,9.22,3.76,0.64,0.12,0.12,0.05,0.0,0.0,0.0,0.14
2023-06-01,Complet - avec 2 rappels entre 3 mois et 6 mois,553.09,158.88,62.75,37.1,7.79,4.74,1.11,1.05,1.53,0.28,4.15
2023-06-03,Complet de moins de 3 mois - sans rappel,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02
2023-06-03,Complet - avec 1 rappel de moins de 3 mois,2.87,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.01,0.01,0.05
2023-06-03,Complet - avec 1 rappel entre 3 mois et 6 mois,35.63,2.96,1.37,0.25,0.01,0.01,0.0,0.0,0.01,0.01,0.31
2023-06-04,Primo dose efficace,41.77,11.79,5.47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03
2023-06-04,Complet - avec 3 rappels entre 3 et 6 mois ou plus,326.74,55.15,21.19,5.6,4.59,3.09,0.0,0.0,0.25,0.25,3.93
2023-06-06,Complet - avec 1 rappel de 6 mois ou plus,6631.7,1414.62,547.9,308.72,29.7,20.23,6.16,3.9,2.49,0.25,57.11
2023-06-08,Complet - avec 1 rappel entre 3 mois et 6 mois,46.01,15.61,10.21,3.49,0.14,0.06,0.08,0.01,0.0,0.0,0.29
2023-06-09,Complet entre 3 mois et 6 mois - sans rappel,6.02,2.15,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.06
2023-06-11,Complet de moins de 3 mois - sans rappel,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02
2023-06-11,Complet entre 3 mois et 6 mois - sans rappel,2.31,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.06
2023-06-11,Complet de 6 mois ou plus - sans rappel,484.83,104.17,28.76,10.7,4.59,2.22,1.5,1.5,0.04,0.04,22.29
2023-06-11,Complet - avec 2 rappels de 6 mois ou plus,703.15,137.91,36.31,9.88,9.0,2.0,0.25,0.25,1.0,1.0,11.58
2021-06-02,Primo dose récente,16305.19,1171.06,439.12,171.37,20.2,16.04,5.07,4.87,0.2,0.0,18.34
2021-06-03,Non-vaccinés,140656.91,15109.95,5442.65,1880.05,223.79,157.74,54.04,41.42,21.49,17.15,
2021-06-03,Complet de moins de 3 mois - sans rappel,31734.66,1620.83,574.74,187.88,41.2,29.03,16.26,12.32,4.0,3.56,34.23
2021-06-03,Complet - avec 1 rappel de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-09,Primo dose efficace,38760.83,2057.19,239.47,54.52,13.98,10.03,4.86,3.14,9.15,8.26,41.52
2021-06-16,Primo dose efficace,39634.96,1863.36,165.96,37.63,15.65,8.94,6.86,6.57,3.95,3.22,40.76
2021-06-24,Complet de moins de 3 mois - sans rappel,33489.18,1476.69,230.05,64.55,15.46,8.47,2.55,0.92,1.66,1.66,42.81
2021-06-25,Complet de moins de 3 mois - sans rappel,44563.4,1540.61,281.25,69.3,12.26,7.1,4.72,3.72,1.66,0.0,43.59
2021-06-28,Non-vaccinés,105427.24,7595.72,1914.71,681.31,92.8,64.61,18.14,12.8,5.63,3.52,
2021-07-08,Primo dose récente,11495.56,511.56,180.52,74.96,2.71,2.52,0.22,0.06,0.0,0.0,6.29
2021-07-15,Primo dose récente,13390.15,801.56,510.97,232.04,5.71,5.38,0.72,0.64,0.0,0.0,6.26
2021-07-16,Complet entre 3 mois et 6 mois - sans rappel,13422.5,1002.08,176.27,64.69,8.99,5.92,0.11,0.11,0.36,0.18,11.8
2021-07-22,Non-vaccinés,149885.41,15423.23,12623.52,5825.97,175.69,125.72,46.27,38.12,9.92,8.02,
2021-07-26,Non-vaccinés,148947.25,21276.69,19045.41,9531.42,266.48,200.76,58.82,47.48,8.81,8.81,
2021-07-26,Primo dose efficace,38006.98,3425.35,1885.06,878.75,15.61,10.35,6.63,4.0,1.08,0.08,16.15
2021-07-27,Non-vaccinés,123624.03,18295.86,15229.05,7491.77,281.06,196.89,68.61,56.93,21.87,15.67,
2021-07-27,Primo dose efficace,30795.84,2932.57,1477.24,655.36,22.89,17.2,3.42,3.16,2.9,2.71,15.3
2021-07-28,Primo dose récente,24086.27,2399.24,2080.31,1054.89,21.95,19.62,3.28,2.7,0.3,0.0,9.99
2021-08-11,Complet de 6 mois ou plus - sans rappel,1991.03,164.35,107.78,37.12,7.21,5.92,1.01,1.0,0.32,0.26,0.83
2021-08-13,Complet - avec 1 rappel entre 3 mois et 6 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,Complet - avec 1 rappel entre 3 mois et 6 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-20,Complet entre 3 mois et 6 mois - sans rappel,24532.34,2324.1,1111.69,416.13,72.01,58.48,13.77,11.24,15.55,12.8,19.43
2021-08-24,Primo dose récente,14468.06,1008.63,791.74,400.17,18.8,13.35,2.11,1.4,1.08,1.08,4.82
2021-08-26,Primo dose efficace,38262.66,2057.08,1009.44,404.34,36.17,24.93,7.14,5.93,5.58,3.53,13.13
2021-08-28,Complet - avec 1 rappel entre 3 mois et 6 mois,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-29,Primo dose récente,1728.51,89.94,72.22,30.13,11.26,9.21,2.85,2.32,1.0,1.0,3.69
2021-08-29,Complet - avec 1 rappel entre 3 mois et 6 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,Complet - avec 1 rappel de moins de 3 mois,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-03,Primo dose efficace,32842.56,1519.11,696.59,273.77,22.52,20.28,9.16,5.35,4.62,2.3,10.45
2021-09-05,Primo dose récente,1460.67,77.37,61.02,20.91,7.59,4.68,2.75,2.48,0.0,0.0,2.9
2021-09-05,Complet entre 3 mois et 6 mois - sans rappel,6629.26,528.96,182.17,65.31,35.07,29.49,8.59,7.9,15.29,12.55,23.78
2021-09-08,Primo dose récente,6255.88,438.16,244.23,110.51,9.11,7.25,1.74,0.2,0.17,0.0,2.58
2021-09-08,Complet entre 3 mois et 6 mois - sans rappel,28616.28,2710.39,845.36,331.38,72.75,55.09,14.33,10.67,17.25,13.75,24.87
2021-09-08,Complet de 6 mois ou plus - sans rappel,7152.79,517.3,192.47,49.27,25.55,19.92,5.36,5.19,13.05,8.88,4.03
2021-09-08,Complet - avec 1 rappel de moins de 3 mois,73.26,1.92,2.23,1.06,0.17,0.0,0.0,0.0,0.01,0.0,0.03
2021-09-09,Complet de moins de 3 mois - sans rappel,51838.26,7535.76,1775.25,727.46,45.39,34.14,16.03,11.17,11.6,11.01,59.73
2021-09-10,Complet de moins de 3 mois - sans rappel,59320.23,6663.78,1717.28,686.44,46.65,33.04,14.42,11.62,7.08,5.65,59.49
2021-09-10,Complet - avec 2 rappels de moins de 3 mois,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11,Primo dose récente,4835.55,176.46,119.23,47.08,5.15,3.53,1.55,0.44,2.02,0.0,2.23
2021-09-12,Non-vaccinés,10996.03,1155.73,701.24,231.08,167.2,116.2,55.06,39.39,39.39,29.28,
2021-09-15,Non-vaccinés,60521.22,8438.7,3774.4,1467.79,181.38,128.69,54.37,42.25,32.92,26.66,
2021-09-15,Complet entre 3 mois et 6 mois - sans rappel,31260.22,3273.96,741.51,291.86,54.59,36.8,18.45,14.52,14.53,11.47,28.42
2021-09-17,Primo dose récente,6960.27,302.43,112.9,41.51,6.9,6.1,2.3,1.08,1.0,1.0,1.76
2021-09-23,Complet de moins de 3 mois - sans rappel,40907.74,7834.88,926.65,377.72,28.28,21.71,7.08,6.32,1.71,1.71,53.84
2021-09-25,Complet de moins de 3 mois - sans rappel,33299.87,3504.89,533.04,209.52,21.86,16.69,5.4,3.85,1.5,1.14,52.3
2021-09-27,Complet entre 3 mois et 6 mois - sans rappel,55222.43,5458.53,1165.41,532.37,41.59,31.46,11.59,9.39,12.89,10.0,36.51
2021-09-28,Primo dose efficace,10052.67,909.75,150.49,40.59,11.66,8.63,1.4,1.09,5.11,3.02,5.25
2021-09-29,Primo dose récente,2582.2,203.5,38.68,16.37,1.52,0.53,0.17,0.13,0.0,0.0,1.04
2021-10-01,Complet - avec 1 rappel de moins de 3 mois,2555.21,149.29,16.74,1.3,2.01,2.0,0.05,0.0,0.0,0.0,1.69
2021-10-02,Non-vaccinés,35096.28,3122.28,1084.22,368.31,78.72,52.96,30.08,20.45,17.95,12.84,
2021-10-02,Complet - avec 2 rappels de moins de 3 mois,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03,Complet entre 3 mois et 6 mois - sans rappel,9770.39,653.9,142.19,48.25,22.41,13.99,6.11,4.42,4.97,4.63,41.25
2021-10-06,Primo dose récente,1955.02,135.17,38.22,18.66,1.52,0.17,0.12,0.0,0.17,0.17,0.85
2021-10-07,Non-vaccinés,47974.34,5334.11,1721.47,708.57,112.1,87.5,28.62,22.26,17.27,13.61,
2021-10-08,Non-vaccinés,61211.88,5327.52,1824.68,661.68,109.49,82.12,24.68,17.74,6.62,5.0,
2021-10-08,Complet de moins de 3 mois - sans rappel,34755.36,4630.39,550.5,198.27,18.64,14.19,7.18,5.89,1.0,1.0,43.2
2021-10-08,Complet entre 3 mois et 6 mois - sans rappel,45116.38,4596.71,883.08,369.86,38.29,32.66,9.36,8.44,5.22,4.0,44.35
2021-10-09,Primo dose efficace,6274.32,295.25,63.47,23.24,4.33,3.23,0.48,0.11,2.0,1.43,4.16
2021-10-09,Complet entre 3 mois et 6 mois - sans rappel,36767.25,2475.4,557.2,237.96,22.94,17.41,7.0,4.67,3.5,2.2,45.14
2021-10-10,Primo dose récente,369.76,8.38,7.63,0.4,0.55,0.25,1.61,1.36,0.0,0.0,0.8
2021-10-11,Primo dose récente,2422.78,115.49,47.71,17.14,0.4,0.36,0.02,0.0,0.0,0.0,0.8
2021-10-11,Complet de 6 mois ou plus - sans rappel,10829.37,875.61,241.81,118.8,18.91,12.23,4.59,3.44,3.75,3.19,5.42
2021-10-11,Complet - avec 2 rappels de moins de 3 mois,6.36,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-12,Primo dose efficace,7143.28,575.05,111.75,40.42,9.14,6.3,1.56,1.42,2.89,2.19,3.99
2021-10-16,Primo dose efficace,4697.97,291.96,55.4,21.48,5.63,4.21,0.46,0.16,0.44,0.44,3.71
2021-10-18,Complet de 6 mois ou plus - sans rappel,12262.75,1024.64,359.69,149.62,32.98,27.3,5.31,4.38,1.59,0.94,6.44
2021-10-18,Complet - avec 1 rappel de moins de 3 mois,6283.14,386.94,48.27,15.1,0.49,0.16,2.02,1.0,1.32,1.05,3.19
2021-10-19,Primo dose récente,1396.43,105.92,25.37,12.03,0.43,0.29,0.29,0.26,0.0,0.0,0.71
2021-10-19,Complet de moins de 3 mois - sans rappel,29920.8,4809.04,548.93,257.54,13.93,8.17,6.18,4.24,0.62,0.34,35.54
2021-10-20,Complet de 6 mois ou plus - sans rappel,9135.47,1024.88,315.42,150.09,27.11,20.98,9.13,7.78,4.93,3.17,6.81
2021-10-21,Primo dose efficace,4886.52,579.2,104.06,34.58,6.21,5.0,0.86,0.66,1.34,1.28,3.51
2021-10-22,Primo dose efficace,5807.07,562.54,91.55,37.32,7.24,4.93,0.43,0.29,0.47,0.4,3.46
2021-10-22,Complet de 6 mois ou plus - sans rappel,9240.43,1023.37,319.02,140.64,28.67,22.62,4.3,3.54,4.12,3.08,7.26
2021-10-22,Complet - avec 2 rappels de moins de 3 mois,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-25,Complet - avec 1 rappel entre 3 mois et 6 mois,0.15,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-25,Complet - avec 2 rappels de moins de 3 mois,8.43,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28,Complet - avec 1 rappel de moins de 3 mois,4403.42,486.07,51.3,16.83,4.72,1.35,1.61,1.53,0.0,0.0,4.54
2021-10-28,Complet - avec 1 rappel entre 3 mois et 6 mois,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29,Non-vaccinés,32106.15,5269.99,2315.78,1030.89,89.86,64.84,26.43,21.19,20.01,16.03,
2021-10-29,Complet - avec 1 rappel de 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-30,Complet entre 3 mois et 6 mois - sans rappel,44253.3,3695.9,1439.51,646.19,49.48,34.79,12.84,8.2,5.15,4.13,54.43
2021-10-30,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-31,Complet - avec 2 rappels de moins de 3 mois,1.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,Complet de moins de 3 mois - sans rappel,7232.75,416.45,158.3,59.37,14.53,9.72,3.38,3.07,0.2,0.2,27.61
2021-11-01,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,Complet de 6 mois ou plus - sans rappel,10776.96,1735.96,630.23,315.09,38.76,32.29,14.18,13.23,5.35,4.67,9.63
2021-11-04,Complet - avec 1 rappel entre 3 mois et 6 mois,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,Primo dose récente,967.34,82.33,29.52,12.81,2.13,2.06,0.1,0.01,0.0,0.0,0.5
2021-11-05,Complet - avec 2 rappels de moins de 3 mois,6.84,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
