date,vac_statut,nb_pcr,nb_pcr_sympt,nb_pcr0,nb_pcr_sympt0,hc,hc_pcr,sc,sc_pcr,dc,dc_pcr,pourcent_parmi_vaccines
2022-06-18,Complet de moins de 3 mois - sans rappel,341.72,32.68,32.33,12.93,0.14,0.0,0.0,0.0,0.0,0.0,0.29
2022-06-18,Complet - avec 2 rappels entre 3 mois et 6 mois,627.35,76.75,81.04,43.94,3.57,3.4,1.2,1.2,0.13,0.08,0.74
2022-06-18,Complet - avec 2 rappels de 6 mois ou plus,56.13,10.53,6.63,4.23,1.0,1.0,0.0,0.0,0.0,0.0,0.03
2022-06-20,Primo dose efficace,1456.53,251.37,224.23,126.17,6.71,3.49,0.36,0.09,1.0,0.0,1.11
2022-06-21,Primo dose efficace,1280.93,219.98,202.09,102.83,6.94,3.97,1.0,0.0,0.03,0.0,1.11
2022-06-21,Complet - avec 1 rappel de moins de 3 mois,2116.8,302.61,261.78,108.77,11.32,8.05,0.12,0.12,0.08,0.0,1.45
2022-06-21,Complet - avec 2 rappels entre 3 mois et 6 mois,1093.28,204.88,226.38,120.03,11.69,8.1,0.16,0.0,2.33,1.25,0.79
2022-06-21,Complet - avec 3 rappels entre 3 et 6 mois ou plus,4.12,2.03,2.08,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-22,Complet - avec 2 rappels entre 3 mois et 6 mois,1063.64,215.32,237.97,134.11,11.87,6.88,0.25,0.12,0.3,0.27,0.83
2022-06-23,Complet - avec 1 rappel de moins de 3 mois,1785.92,321.22,266.9,130.47,6.61,4.54,2.55,1.43,0.0,0.0,1.43
2022-06-23,Complet - avec 1 rappel de 6 mois ou plus,38280.32,13823.75,14435.01,9096.75,281.21,221.61,32.48,26.14,17.72,14.51,35.63
2022-06-24,Complet de moins de 3 mois - sans rappel,438.49,83.69,63.5,35.42,2.78,2.22,0.0,0.0,0.01,0.01,0.27
2022-06-24,Complet de 6 mois ou plus - sans rappel,19499.3,4799.69,4075.91,2283.23,88.19,72.56,6.67,5.05,1.42,1.27,20.69
2022-06-24,Complet - avec 3 rappels entre 3 et 6 mois ou plus,2.25,0.05,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26,Complet de moins de 3 mois - sans rappel,114.24,8.87,15.21,5.41,0.6,0.12,0.0,0.0,0.02,0.0,0.26
2022-06-27,Complet de 6 mois ou plus - sans rappel,32244.84,8237.22,7522.43,4461.4,103.01,74.31,12.79,12.12,5.7,4.49,20.69
2022-06-28,Complet entre 3 mois et 6 mois - sans rappel,3527.71,1056.62,1003.46,591.58,19.4,15.28,1.16,1.05,2.34,2.06,2.61
2022-06-28,Complet - avec 1 rappel entre 3 mois et 6 mois,43953.76,16598.28,16850.89,10979.98,123.53,97.63,11.69,8.91,4.97,3.24,31.34
2022-06-29,Complet - avec 2 rappels entre 3 mois et 6 mois,1866.2,442.44,517.07,268.0,15.38,12.96,0.25,0.21,0.43,0.17,1.09
2022-06-30,Complet - avec 2 rappels de 6 mois ou plus,108.95,35.25,36.46,23.98,0.24,0.0,0.0,0.0,0.01,0.0,0.05
2022-06-30,Complet - avec 3 rappels de moins de 3 mois,23.53,1.55,0.33,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2022-07-02,Non-vaccinés,24870.72,4962.58,4663.45,2397.08,147.17,108.07,14.73,12.43,11.9,9.44,
2022-07-02,Primo dose récente,51.48,1.52,3.47,0.19,0.04,0.0,0.0,0.0,0.0,0.0,0.02
2022-07-02,Complet de moins de 3 mois - sans rappel,432.1,53.51,46.9,24.4,0.66,0.26,0.12,0.12,0.03,0.0,0.25
2022-07-02,Complet - avec 2 rappels de moins de 3 mois,4962.11,756.39,863.28,404.34,44.56,28.57,4.68,2.44,3.96,3.4,4.05
2022-07-04,Complet - avec 1 rappel de moins de 3 mois,3509.64,657.36,645.28,307.49,12.15,8.77,0.24,0.22,1.36,1.1,1.36
2022-07-04,Complet - avec 2 rappels de moins de 3 mois,10567.15,2089.59,2629.01,1331.35,71.92,56.66,7.53,7.33,2.94,1.45,4.07
2022-07-05,Complet de 6 mois ou plus - sans rappel,34060.08,9324.64,8467.82,4920.14,142.07,117.1,17.92,15.43,7.42,6.41,20.83
2022-07-05,Complet - avec 1 rappel de 6 mois ou plus,81440.01,29335.15,32439.73,20027.23,528.03,410.76,56.99,46.83,24.02,17.77,41.57
2022-07-06,Non-vaccinés,35524.19,10201.12,9365.47,5310.86,248.0,181.67,20.86,17.42,9.57,6.71,
2022-07-06,Complet - avec 2 rappels de moins de 3 mois,7731.89,1654.76,1949.15,964.28,85.81,64.65,7.76,7.53,2.08,1.27,4.23
2022-07-07,Non-vaccinés,29474.32,9142.24,8190.92,4731.92,238.78,168.27,28.06,22.82,14.02,9.83,
2022-07-08,Complet - avec 2 rappels de moins de 3 mois,7015.06,1676.92,1897.6,960.8,65.11,50.76,5.35,4.66,4.4,1.63,4.44
2022-07-10,Complet - avec 1 rappel entre 3 mois et 6 mois,5990.55,1309.39,1770.25,799.21,111.62,87.6,18.93,13.56,4.15,2.95,20.86
2022-07-10,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.03,0.02,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,Complet de 6 mois ou plus - sans rappel,29233.79,8356.71,7402.39,4350.21,153.17,120.75,16.97,12.89,9.44,5.99,21.08
2022-07-12,Complet - avec 2 rappels de 6 mois ou plus,213.8,61.76,81.71,40.51,3.42,2.4,0.0,0.0,0.01,0.01,0.11
2022-07-13,Complet - avec 1 rappel entre 3 mois et 6 mois,23848.07,9264.27,9499.23,5991.98,143.01,106.77,19.13,16.56,2.25,2.17,18.53
2022-07-14,Primo dose récente,25.7,2.38,4.44,0.17,1.11,1.0,0.0,0.0,0.0,0.0,0.03
2022-07-14,Complet - avec 1 rappel entre 3 mois et 6 mois,4091.56,892.98,1158.73,527.52,89.35,64.81,15.81,10.9,3.85,1.47,17.61
2022-07-15,Complet - avec 1 rappel de moins de 3 mois,2699.44,502.15,515.23,251.04,10.51,8.68,0.07,0.02,0.37,0.0,1.37
2022-07-20,Complet de 6 mois ou plus - sans rappel,24618.91,5929.13,5003.37,2829.89,123.92,93.11,22.68,18.24,10.6,9.12,21.3
2022-07-21,Complet - avec 2 rappels de 6 mois ou plus,239.16,69.91,64.08,39.24,2.33,2.24,0.05,0.05,0.0,0.0,0.18
2022-07-27,Primo dose efficace,1232.33,196.24,181.09,84.64,7.65,5.11,0.24,0.0,0.79,0.38,1.08
2022-07-29,Complet de moins de 3 mois - sans rappel,401.16,47.21,38.14,21.21,0.59,0.41,0.1,0.0,0.02,0.0,0.23
2022-07-30,Complet - avec 1 rappel de moins de 3 mois,1554.5,153.24,124.43,42.33,3.22,2.2,1.21,1.06,0.45,0.33,1.36
2022-07-30,Complet - avec 2 rappels entre 3 mois et 6 mois,1938.33,318.3,329.09,155.98,31.38,24.51,2.91,2.53,5.56,4.96,2.33
2022-07-31,Primo dose récente,10.78,1.1,0.94,0.06,0.15,0.14,0.0,0.0,0.0,0.0,0.02
2022-07-31,Complet - avec 2 rappels de moins de 3 mois,1564.46,193.95,167.63,54.07,34.41,28.2,4.34,4.19,8.0,7.33,6.59
2022-08-02,Complet - avec 3 rappels de moins de 3 mois,35.64,4.15,6.05,2.34,0.02,0.0,0.0,0.0,0.0,0.0,0.04
2022-08-03,Complet - avec 2 rappels de 6 mois ou plus,264.4,69.29,61.45,39.01,3.64,3.24,0.07,0.03,0.0,0.0,0.28
2022-08-05,Complet - avec 2 rappels de moins de 3 mois,4674.51,902.67,799.02,416.67,38.25,32.4,4.49,3.86,4.73,3.94,6.88
2022-08-06,Complet de 6 mois ou plus - sans rappel,13412.93,1493.66,1154.55,574.21,54.33,43.34,7.65,5.88,7.78,7.43,21.83
2022-08-07,Non-vaccinés,4181.86,517.62,442.5,146.73,78.87,64.64,8.56,6.42,12.95,9.58,
2022-08-07,Complet - avec 1 rappel de moins de 3 mois,355.74,31.94,22.35,6.01,4.67,4.33,0.07,0.03,0.0,0.0,1.31
2022-08-07,Complet - avec 3 rappels de moins de 3 mois,13.91,2.26,1.28,1.07,0.03,0.0,0.0,0.0,0.0,0.0,0.04
2022-08-09,Primo dose récente,37.29,4.8,1.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2022-08-10,Non-vaccinés,12168.37,2210.63,1718.09,932.73,107.77,83.69,7.98,7.48,17.09,10.5,
2022-08-10,Complet de 6 mois ou plus - sans rappel,13649.23,2288.69,1689.07,910.26,69.13,58.33,3.52,2.72,3.44,2.56,21.94
2022-08-10,Complet - avec 1 rappel de 6 mois ou plus,33397.03,8236.54,7048.59,4263.86,257.43,213.28,35.03,25.36,31.93,26.63,59.18
2022-08-12,Complet - avec 1 rappel entre 3 mois et 6 mois,2402.74,507.87,410.03,228.1,17.84,14.45,3.56,2.53,1.45,0.33,4.77
2022-08-16,Complet - avec 1 rappel entre 3 mois et 6 mois,3078.71,616.05,530.1,320.74,15.85,13.92,1.23,1.01,0.11,0.0,3.72
2022-08-17,Non-vaccinés,10525.49,1993.89,1585.09,882.11,73.88,58.03,13.26,10.05,14.32,11.88,
2022-08-17,Complet de moins de 3 mois - sans rappel,228.35,28.03,24.72,13.84,0.04,0.04,0.0,0.0,1.0,1.0,0.2
2022-08-17,Complet entre 3 mois et 6 mois - sans rappel,403.02,68.11,71.26,37.59,1.44,1.42,1.0,1.0,0.01,0.0,0.61
2022-08-17,Complet - avec 1 rappel de moins de 3 mois,927.55,100.4,89.26,33.04,5.46,5.28,1.0,1.0,1.02,1.0,1.23
2022-08-17,Complet - avec 1 rappel de 6 mois ou plus,33873.75,8258.38,6970.99,4215.21,248.55,195.88,29.08,23.94,36.37,27.91,60.86
2022-08-17,Complet - avec 3 rappels de moins de 3 mois,50.99,7.91,5.87,1.46,0.0,0.0,0.0,0.0,0.25,0.25,0.05
2022-08-18,Complet de moins de 3 mois - sans rappel,166.2,23.2,17.08,8.96,0.05,0.01,0.0,0.0,0.01,0.0,0.2
2022-08-24,Complet de moins de 3 mois - sans rappel,154.49,12.41,7.03,3.37,0.06,0.0,0.0,0.0,0.0,0.0,0.19
2022-08-25,Primo dose efficace,535.52,103.04,60.68,40.71,6.09,3.81,0.02,0.01,0.12,0.07,1.06
2022-08-25,Complet entre 3 mois et 6 mois - sans rappel,218.8,44.59,33.43,18.31,1.84,1.02,0.19,0.01,0.0,0.0,0.44
2022-08-26,Non-vaccinés,8201.11,1771.37,1282.93,740.92,64.18,47.26,6.55,4.84,4.84,4.0,
2022-08-27,Primo dose récente,10.22,0.18,1.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2022-08-27,Complet - avec 2 rappels de 6 mois ou plus,338.17,29.08,21.59,14.44,1.5,1.06,3.07,2.0,1.0,1.0,0.49
2023-02-06,Primo dose efficace,,,,,0.67,,0.0,,1.0,,1.03
2023-02-06,Complet - avec 1 rappel entre 3 mois et 6 mois,,,,,3.53,,0.01,,0.0,,0.39
2023-02-09,Primo dose efficace,,,,,1.78,,0.0,,0.0,,1.03
2023-02-09,Complet - avec 2 rappels de moins de 3 mois,,,,,7.18,,3.0,,0.0,,4.95
2023-02-09,Complet - avec 2 rappels entre 3 mois et 6 mois,,,,,9.74,,3.0,,3.09,,3.48
2023-02-11,Complet de moins de 3 mois - sans rappel,,,,,0.05,,0.0,,0.0,,0.07
2023-02-11,Complet - avec 3 rappels entre 3 et 6 mois ou plus,,,,,1.83,,0.0,,1.0,,0.56
2023-02-15,Primo dose efficace,,,,,1.38,,0.0,,0.2,,1.03
2023-02-17,Complet - avec 2 rappels de 6 mois ou plus,4044.35,499.43,240.15,83.75,33.3,23.08,6.33,4.83,4.99,3.76,6.98
2023-02-18,Complet - avec 2 rappels de 6 mois ou plus,4607.96,324.26,169.82,53.2,29.31,23.51,4.21,3.4,4.01,2.33,7.0
2023-02-19,Primo dose efficace,139.22,12.42,3.57,0.03,0.34,0.09,0.0,0.0,0.0,0.0,1.03
2023-02-19,Complet - avec 2 rappels de 6 mois ou plus,1526.31,196.58,85.95,16.19,17.94,13.39,4.82,4.17,3.9,2.16,7.01
2023-02-20,Complet - avec 3 rappels de moins de 3 mois,3001.94,203.34,118.48,46.66,12.69,9.92,0.22,0.04,0.25,0.25,3.03
2023-02-21,Primo dose récente,5.78,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2023-02-21,Complet - avec 1 rappel de moins de 3 mois,282.86,21.48,6.16,1.56,1.03,1.0,0.0,0.0,0.0,0.0,0.34
2023-02-22,Primo dose efficace,314.69,31.95,18.74,6.66,2.47,2.02,0.0,0.0,0.0,0.0,1.03
2023-02-22,Complet - avec 2 rappels de moins de 3 mois,2362.0,213.84,82.06,26.86,8.2,4.24,0.04,0.0,0.18,0.0,4.51
2023-02-22,Complet - avec 3 rappels entre 3 et 6 mois ou plus,607.48,64.76,34.69,11.64,5.43,5.38,0.01,0.0,0.0,0.0,0.77
2023-02-23,Complet - avec 2 rappels de moins de 3 mois,1324.46,197.0,61.43,26.68,5.03,3.03,1.27,1.18,2.14,1.0,4.46
2023-02-23,Complet - avec 2 rappels entre 3 mois et 6 mois,1323.16,194.05,93.5,39.59,18.35,11.25,1.19,1.04,1.45,1.0,3.7
2023-02-23,Complet - avec 3 rappels de moins de 3 mois,1098.88,151.32,76.86,31.75,10.74,6.71,1.04,1.04,2.37,0.0,3.0
2023-02-24,Complet - avec 1 rappel de 6 mois ou plus,15380.56,2116.15,931.22,424.94,77.84,60.27,8.67,5.11,11.64,8.4,56.85
2023-02-25,Complet de 6 mois ou plus - sans rappel,5373.73,409.49,155.26,59.21,9.68,6.51,1.77,1.77,2.36,1.2,22.22
2023-02-26,Non-vaccinés,1998.28,391.83,85.0,25.22,17.93,11.5,0.33,0.33,1.75,1.26,
2023-03-05,Complet entre 3 mois et 6 mois - sans rappel,8.22,2.5,1.26,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08
2023-03-05,Complet - avec 1 rappel entre 3 mois et 6 mois,64.84,5.98,3.45,1.16,0.11,0.0,0.01,0.01,0.0,0.0,0.38
2023-03-05,Complet - avec 2 rappels de moins de 3 mois,528.08,46.2,12.74,2.58,4.01,3.26,1.03,1.03,2.09,2.0,3.89
2023-03-06,Complet - avec 1 rappel de 6 mois ou plus,28501.54,2760.17,1717.12,855.29,110.92,83.07,14.38,10.81,3.56,0.51,56.84
2023-03-06,Complet - avec 2 rappels de 6 mois ou plus,7321.52,505.12,418.95,137.59,70.43,43.38,1.93,1.14,3.72,2.51,7.29
2023-03-07,Complet - avec 2 rappels de moins de 3 mois,2263.88,162.0,89.01,33.05,9.02,6.7,1.33,1.15,1.04,1.0,3.8
2023-03-07,Complet - avec 3 rappels de moins de 3 mois,1976.37,176.38,114.84,40.57,16.57,8.97,1.2,0.2,0.03,0.0,2.79
2023-03-07,Complet - avec 3 rappels entre 3 et 6 mois ou plus,969.1,105.36,79.71,30.74,12.04,9.32,0.67,0.3,1.0,1.0,1.11
2023-03-09,Complet - avec 1 rappel de moins de 3 mois,105.58,17.27,8.81,4.28,0.12,0.0,0.0,0.0,0.0,0.0,0.28
2023-03-10,Non-vaccinés,4070.26,1033.99,321.58,131.57,35.73,23.28,2.93,2.71,5.78,3.97,
2023-03-10,Complet - avec 1 rappel de 6 mois ou plus,14373.15,2311.63,1395.05,703.97,120.06,97.75,10.97,8.31,8.25,5.03,56.84
2023-03-10,Complet - avec 3 rappels de moins de 3 mois,1436.39,130.21,94.17,29.23,21.19,15.78,1.16,1.0,0.16,0.0,2.62
2023-03-12,Complet - avec 1 rappel entre 3 mois et 6 mois,49.68,6.47,5.0,1.27,0.29,0.24,0.01,0.01,0.0,0.0,0.39
2023-03-13,Complet de moins de 3 mois - sans rappel,36.56,4.62,1.2,1.08,0.03,0.0,0.0,0.0,0.0,0.0,0.06
2023-03-13,Complet - avec 1 rappel entre 3 mois et 6 mois,340.87,38.06,23.56,7.92,4.65,3.65,0.0,0.0,0.0,0.0,0.39
2023-03-14,Complet - avec 2 rappels de moins de 3 mois,1608.14,149.96,92.02,35.17,8.85,5.86,1.48,1.05,0.25,0.0,3.01
2023-03-14,Complet - avec 2 rappels entre 3 mois et 6 mois,2792.95,304.5,225.04,102.33,24.79,20.11,3.77,3.07,1.39,1.0,4.67
2023-03-14,Complet - avec 3 rappels de moins de 3 mois,1548.17,141.34,110.81,43.9,12.24,7.11,3.8,3.28,0.16,0.0,2.46
2023-03-14,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1202.93,124.99,124.17,45.58,9.14,7.09,0.32,0.02,3.09,1.0,1.5
2023-03-15,Complet - avec 2 rappels entre 3 mois et 6 mois,2296.41,298.81,185.96,99.65,12.33,9.67,3.34,3.34,0.07,0.0,4.82
2023-03-15,Complet - avec 2 rappels de 6 mois ou plus,4193.29,491.65,432.73,164.98,71.08,49.18,3.65,3.55,3.49,2.49,7.51
2023-03-15,Complet - avec 3 rappels de moins de 3 mois,1250.38,146.69,104.52,42.36,15.95,11.65,0.03,0.03,0.07,0.0,2.37
2023-03-15,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1033.76,133.27,118.28,38.86,14.59,10.2,2.18,1.18,0.0,0.0,1.61
2023-03-16,Primo dose récente,1.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2023-03-16,Complet - avec 1 rappel de moins de 3 mois,82.68,18.09,8.2,2.53,2.04,1.0,0.01,0.01,0.0,0.0,0.24
2023-03-16,Complet - avec 1 rappel entre 3 mois et 6 mois,146.43,28.57,16.28,4.76,1.7,1.64,0.0,0.0,0.0,0.0,0.41
2023-03-16,Complet - avec 2 rappels entre 3 mois et 6 mois,1405.12,304.82,175.92,87.06,16.62,15.35,3.31,2.08,0.0,0.0,4.93
2023-03-16,Complet - avec 3 rappels de moins de 3 mois,714.19,122.27,85.12,32.81,14.33,11.99,0.09,0.06,0.0,0.0,2.3
2023-03-17,Complet de moins de 3 mois - sans rappel,23.29,5.69,0.18,0.11,0.04,0.04,0.0,0.0,0.0,0.0,0.05
2023-03-17,Complet - avec 1 rappel de 6 mois ou plus,13183.29,2464.85,1544.48,862.44,111.97,82.03,9.28,6.17,11.07,9.18,56.85
2023-03-17,Complet - avec 3 rappels de moins de 3 mois,973.19,126.11,79.22,41.42,10.64,6.63,0.35,0.15,1.23,0.06,2.21
2023-03-18,Primo dose efficace,218.55,21.74,14.06,1.93,0.74,0.15,2.07,1.01,0.0,0.0,1.03
2023-03-18,Complet de moins de 3 mois - sans rappel,22.25,2.24,4.05,1.0,0.11,0.1,0.0,0.0,0.0,0.0,0.05
2023-03-19,Complet de 6 mois ou plus - sans rappel,1272.92,180.03,104.37,34.07,17.08,11.82,5.24,4.13,1.1,1.0,22.23
2023-03-20,Primo dose efficace,394.91,45.55,26.99,10.9,5.01,3.64,0.06,0.0,1.06,0.0,1.03
2023-03-20,Complet de 6 mois ou plus - sans rappel,6592.87,1103.36,661.12,344.55,39.62,27.92,3.46,3.25,2.13,1.04,22.23
2023-03-20,Complet - avec 2 rappels entre 3 mois et 6 mois,4147.5,439.11,365.3,168.03,26.64,23.08,3.66,3.4,1.65,1.37,5.29
2023-03-21,Non-vaccinés,5312.54,1228.69,436.3,217.81,39.94,24.36,4.57,3.17,4.32,3.83,
2023-03-21,Complet - avec 1 rappel de moins de 3 mois,116.87,20.05,14.44,5.33,0.38,0.18,1.17,1.17,0.0,0.0,0.21
2023-03-21,Complet - avec 2 rappels de moins de 3 mois,1100.49,133.19,68.13,32.9,4.36,1.52,0.06,0.0,0.2,0.0,2.11
2023-03-22,Complet de 6 mois ou plus - sans rappel,4810.76,973.07,539.5,299.75,30.78,21.15,4.06,2.85,2.07,2.0,22.23
2023-03-22,Complet - avec 2 rappels entre 3 mois et 6 mois,2534.2,351.83,273.59,117.88,19.52,15.75,4.8,4.64,3.39,2.0,5.48
2023-03-25,Complet de moins de 3 mois - sans rappel,14.21,2.87,0.38,0.02,0.0,0.0,0.02,0.0,0.01,0.01,0.05
2023-03-25,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1172.24,109.09,105.92,44.42,9.11,8.59,2.04,2.01,2.0,2.0,2.19
2023-03-27,Complet de moins de 3 mois - sans rappel,22.26,2.23,1.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2023-03-28,Complet - avec 1 rappel entre 3 mois et 6 mois,239.44,37.75,23.71,10.02,0.39,0.03,1.18,1.05,0.01,0.0,0.43
2023-03-28,Complet - avec 1 rappel de 6 mois ou plus,16621.15,3120.06,2082.86,1146.69,141.52,104.02,17.43,11.19,6.92,3.92,56.87
2023-03-29,Complet - avec 1 rappel entre 3 mois et 6 mois,205.13,36.32,19.53,8.93,0.27,0.25,0.18,0.18,0.0,0.0,0.43
2023-03-29,Complet - avec 1 rappel de 6 mois ou plus,14942.01,3025.71,1884.55,1093.97,130.37,96.19,13.58,12.74,9.78,7.5,56.87
2023-03-29,Complet - avec 2 rappels entre 3 mois et 6 mois,2428.28,366.74,266.24,123.4,29.39,22.03,2.41,1.41,0.0,0.0,5.61
2023-03-29,Complet - avec 3 rappels de moins de 3 mois,832.54,126.88,85.57,40.88,12.38,10.76,1.13,0.05,2.14,2.0,1.8
2023-03-29,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1239.88,199.23,170.08,75.39,17.33,12.31,2.87,2.37,2.39,1.0,2.25
2023-03-30,Complet - avec 2 rappels de 6 mois ou plus,2624.24,630.38,495.87,248.69,61.89,48.93,9.59,7.69,5.11,4.0,7.88
2023-03-31,Complet - avec 1 rappel de 6 mois ou plus,11732.76,2818.97,1730.13,1018.41,121.73,85.81,19.93,17.27,11.99,8.4,56.88
2023-04-01,Complet de 6 mois ou plus - sans rappel,3566.68,474.54,286.8,127.73,24.02,14.0,0.73,0.73,2.0,1.0,22.23
2023-04-01,Complet - avec 2 rappels de moins de 3 mois,578.31,51.98,26.55,7.93,3.63,3.08,0.0,0.0,1.0,1.0,1.49
2023-04-01,Complet - avec 2 rappels de 6 mois ou plus,3582.69,360.43,284.91,109.01,43.13,29.95,3.69,3.69,3.93,3.4,7.95
2023-04-02,Primo dose récente,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,Complet - avec 1 rappel de moins de 3 mois,19.44,1.8,1.14,0.05,0.3,0.03,0.0,0.0,0.0,0.0,0.17
2023-04-02,Complet - avec 1 rappel entre 3 mois et 6 mois,57.86,9.68,4.61,0.14,1.36,1.0,0.0,0.0,1.0,0.0,0.42
2023-04-03,Primo dose efficace,313.54,65.37,26.28,15.96,3.1,2.61,0.13,0.0,0.0,0.0,1.03
2023-04-03,Complet - avec 1 rappel entre 3 mois et 6 mois,293.48,41.36,31.36,10.18,0.1,0.09,0.34,0.22,0.0,0.0,0.42
2023-04-03,Complet - avec 2 rappels de moins de 3 mois,875.45,116.29,75.59,36.83,4.5,3.3,1.03,1.0,0.0,0.0,1.49
2023-05-05,Complet - avec 2 rappels de moins de 3 mois,93.79,18.29,8.99,3.33,0.25,0.21,0.0,0.0,0.0,0.0,0.34
2023-05-06,Complet entre 3 mois et 6 mois - sans rappel,16.87,2.44,2.19,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2023-05-06,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1086.67,146.4,103.95,46.42,12.06,9.2,0.16,0.06,0.65,0.11,3.59
2023-05-07,Complet entre 3 mois et 6 mois - sans rappel,6.83,1.33,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2023-05-08,Complet entre 3 mois et 6 mois - sans rappel,4.5,0.18,0.14,0.12,0.0,0.0,0.01,0.01,0.0,0.0,0.07
2023-05-09,Primo dose efficace,224.63,28.02,16.64,6.02,0.81,0.07,0.3,0.3,0.54,0.25,1.03
2023-05-11,Complet de moins de 3 mois - sans rappel,2.41,0.98,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
2023-05-13,Complet - avec 1 rappel de 6 mois ou plus,7163.09,894.48,463.27,236.79,45.91,31.67,7.86,6.62,5.38,2.77,57.01
2023-05-14,Complet entre 3 mois et 6 mois - sans rappel,1.37,1.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2023-05-14,Complet de 6 mois ou plus - sans rappel,648.67,87.5,44.16,14.24,6.06,3.15,3.0,1.0,2.21,1.21,22.26
2023-05-14,Complet - avec 3 rappels de moins de 3 mois,40.02,7.8,0.38,0.03,0.11,0.08,0.0,0.0,0.21,0.21,0.48
2023-05-16,Primo dose récente,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-17,Complet - avec 2 rappels entre 3 mois et 6 mois,770.25,211.11,93.66,54.95,8.41,6.64,0.29,0.17,1.12,1.0,4.85
2023-05-18,Complet de 6 mois ou plus - sans rappel,567.28,102.57,43.85,18.1,8.45,7.87,1.0,1.0,1.0,1.0,22.27
2023-05-20,Complet - avec 3 rappels de moins de 3 mois,121.02,17.07,6.5,3.24,0.08,0.0,0.01,0.01,0.0,0.0,0.42
2023-05-21,Non-vaccinés,760.75,183.33,59.73,24.7,16.32,13.42,0.6,0.6,2.06,1.0,
2023-06-06,Complet - avec 1 rappel de moins de 3 mois,11.83,1.33,1.04,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.05
2023-06-08,Primo dose efficace,87.65,17.26,5.54,3.92,0.01,0.0,1.0,0.0,0.0,0.0,1.03
2023-06-08,Complet - avec 3 rappels de moins de 3 mois,59.71,21.4,4.55,4.23,2.06,0.0,0.01,0.01,0.0,0.0,0.33
2023-06-09,Primo dose efficace,84.4,17.27,2.85,1.58,0.28,0.01,0.0,0.0,0.01,0.0,1.03
2023-06-11,Primo dose récente,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-02,Non-vaccinés,132557.03,16098.75,5803.87,2137.04,265.27,199.78,57.21,46.6,31.14,18.87,
2021-06-07,Primo dose efficace,48937.67,2744.36,389.39,133.14,32.41,25.69,9.44,8.03,6.79,3.78,42.04
2021-06-08,Non-vaccinés,115468.37,13556.99,4040.44,1390.19,194.43,155.39,54.65,42.98,13.35,8.94,
2021-06-08,Complet - avec 1 rappel de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-10,Complet de moins de 3 mois - sans rappel,29710.16,1454.0,357.2,91.14,16.31,9.55,4.83,2.54,4.35,2.64,35.55
2021-06-10,Complet de 6 mois ou plus - sans rappel,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-13,Complet de moins de 3 mois - sans rappel,6876.19,322.54,54.61,8.71,9.72,3.67,3.07,1.35,2.51,1.34,36.74
2021-06-15,Complet de moins de 3 mois - sans rappel,34490.84,1367.95,255.23,61.47,16.93,13.35,0.84,0.33,2.79,2.4,37.37
2021-06-15,Complet de 6 mois ou plus - sans rappel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2021-06-16,Complet entre 3 mois et 6 mois - sans rappel,7147.82,301.84,29.22,6.1,0.88,0.11,1.08,0.0,3.0,0.0,7.31
2021-07-01,Non-vaccinés,105478.84,6564.04,1716.38,581.68,63.21,45.15,13.72,8.51,7.93,5.65,
2021-07-02,Complet de 6 mois ou plus - sans rappel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-08,Complet entre 3 mois et 6 mois - sans rappel,7843.46,583.99,51.68,14.78,4.88,3.36,0.42,0.2,1.7,1.0,9.65
