date,region,vac_statut,nb_pcr,nb_pcr_sympt,nb_pcr0,nb_pcr_sympt0,hc,hc_pcr,sc,sc_pcr,pourcent_parmi_vaccines,pcr_pourcent_omicron,pcr_sympt_pourcent_omicron,hc_pourcent_omicron,sc_pourcent_omicron,pcr_pourcent_apparie,hc_pcr_pourcent_apparie
2022-09-17,GUY,Complet - avec 1 rappel de moins de 3 mois,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,,,,,75.37,84.75
2022-09-17,GUY,Complet - avec 2 rappels de 6 mois ou plus,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,,,,,75.37,84.75
2022-09-17,HDF,Complet - avec 2 rappels entre 3 mois et 6 mois,359.62,33.14,23.62,12.65,3.86,2.0,0.0,0.0,3.64,,,,,89.23,90.66
2022-09-17,MAR,Complet - avec 2 rappels entre 3 mois et 6 mois,2.93,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.68,,,,,40.89,16.67
2022-09-17,MAR,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,,,,40.89,16.67
2022-09-17,MAY,Non-vaccinés,15.48,0.0,0.07,0.0,0.0,0.0,0.0,0.0,,,,,,41.46,66.89
2022-09-17,MAY,Primo dose efficace,6.5,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.86,,,,,41.46,66.89
2022-09-17,NOR,Primo dose récente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,91.8,93.78
2022-09-17,NOR,Complet - avec 1 rappel de moins de 3 mois,21.43,0.13,2.11,0.05,0.0,0.0,0.0,0.0,0.69,,,,,91.8,93.78
2022-09-17,PDL,Non-vaccinés,487.82,172.95,136.37,85.06,1.15,1.0,0.0,0.0,,,,,,87.88,88.96
2022-09-17,PDL,Complet de moins de 3 mois - sans rappel,4.88,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,87.88,88.96
2022-09-17,PDL,Complet - avec 1 rappel entre 3 mois et 6 mois,38.63,3.77,3.87,0.28,0.01,0.0,0.0,0.0,1.22,,,,,87.88,88.96
2022-09-18,ARA,Primo dose efficace,14.15,1.55,1.12,1.1,0.0,0.0,0.0,0.0,0.92,,,,,84.99,86.51
2022-09-18,GES,Primo dose efficace,4.05,2.27,0.11,0.04,0.12,0.03,0.09,0.09,0.95,,,,,89.69,87.46
2022-09-18,GUA,Complet - avec 1 rappel entre 3 mois et 6 mois,1.7,0.0,0.17,0.0,0.0,0.0,0.0,0.0,3.47,,,,,56.92,57.7
2022-09-18,GUA,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,56.92,57.7
2022-09-18,GUY,Primo dose efficace,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.05,,,,,75.51,84.75
2022-09-18,HDF,Complet - avec 2 rappels entre 3 mois et 6 mois,117.13,9.77,9.8,5.68,1.74,1.43,0.0,0.0,3.64,,,,,89.2,90.5
2022-09-18,HDF,Complet - avec 3 rappels de moins de 3 mois,1.13,0.05,0.03,0.01,1.0,0.0,0.0,0.0,0.09,,,,,89.2,90.5
2022-09-18,IDF,Complet entre 3 mois et 6 mois - sans rappel,16.22,3.59,1.17,1.01,0.01,0.0,0.0,0.0,0.32,,,,,82.54,80.26
2022-09-18,MAR,Complet - avec 2 rappels de 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,,,,,40.74,17.39
2022-09-18,MAR,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,,,,40.74,17.39
2022-09-18,NAQ,Complet de 6 mois ou plus - sans rappel,202.21,33.38,13.46,3.78,1.18,1.11,0.0,0.0,20.1,,,,,87.66,86.57
2022-09-18,OCC,Complet - avec 3 rappels de moins de 3 mois,3.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,,,,,88.87,83.5
2022-09-18,PAC,Complet de 6 mois ou plus - sans rappel,377.63,41.44,19.75,6.95,1.47,0.22,0.0,0.0,24.23,,,,,86.85,84.42
2022-09-18,PDL,Complet de moins de 3 mois - sans rappel,1.29,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,87.87,89.03
2022-09-18,PDL,Complet - avec 2 rappels entre 3 mois et 6 mois,72.37,4.77,1.81,1.48,0.09,0.09,0.0,0.0,4.26,,,,,87.87,89.03
2022-09-19,BFC,Primo dose récente,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,91.31,90.45
2022-09-19,NAQ,Complet - avec 3 rappels de moins de 3 mois,9.41,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.08,,,,,87.75,87.13
2022-09-19,OCC,Complet - avec 1 rappel entre 3 mois et 6 mois,158.58,36.35,24.12,15.04,0.09,0.0,1.0,1.0,1.49,,,,,88.99,83.38
2022-09-24,MAR,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,,,,40.74,20.83
2022-09-24,MAY,Non-vaccinés,14.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45.41,50.25
2022-09-24,NAQ,Complet de 6 mois ou plus - sans rappel,852.21,184.68,117.72,71.21,2.65,2.32,1.72,1.5,20.1,,,,,88.35,87.04
2022-09-24,OCC,Complet - avec 1 rappel de moins de 3 mois,56.51,6.56,4.3,3.18,0.0,0.0,0.0,0.0,0.85,,,,,89.29,84.7
2022-09-24,PAC,Complet - avec 2 rappels de 6 mois ou plus,65.12,3.49,2.52,1.27,2.25,1.0,0.0,0.0,0.98,,,,,87.23,83.79
2022-09-24,PAC,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1.09,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.01,,,,,87.23,83.79
2022-09-24,PDL,Complet entre 3 mois et 6 mois - sans rappel,8.95,1.06,0.13,0.03,0.0,0.0,0.0,0.0,0.18,,,,,88.29,85.48
2022-09-25,ARA,Complet - avec 1 rappel de 6 mois ou plus,1292.95,237.89,213.53,109.02,25.92,23.16,4.49,4.0,61.99,,,,,85.49,85.24
2022-09-25,ARA,Complet - avec 2 rappels de moins de 3 mois,177.49,24.21,15.66,5.85,3.07,2.59,0.03,0.0,6.0,,,,,85.49,85.24
2022-09-25,BFC,Non-vaccinés,126.99,29.22,18.44,7.21,5.09,4.47,0.12,0.0,,,,,,91.61,90.68
2022-09-25,BFC,Complet de 6 mois ou plus - sans rappel,125.33,26.92,17.24,8.82,3.57,1.51,0.12,0.0,21.1,,,,,91.61,90.68
2022-09-25,BFC,Complet - avec 3 rappels de moins de 3 mois,1.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.08,,,,,91.61,90.68
2022-09-25,BRE,Complet entre 3 mois et 6 mois - sans rappel,0.13,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.16,,,,,90.05,88.48
2022-09-25,COR,Complet - avec 1 rappel de moins de 3 mois,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,,,,,77.5,69.28
2022-09-25,CVL,Primo dose efficace,7.11,2.29,0.15,0.12,0.0,0.0,0.0,0.0,0.91,,,,,90.52,88.73
2022-09-25,GES,Non-vaccinés,298.79,94.96,49.1,32.69,12.45,11.64,1.05,1.0,,,,,,90.31,87.53
2022-09-25,GUY,Complet - avec 2 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,,,,,77.51,90.0
2022-09-25,IDF,Complet - avec 1 rappel entre 3 mois et 6 mois,76.49,10.01,3.31,1.19,0.25,0.25,0.0,0.0,2.07,,,,,83.92,81.78
2022-09-25,LRE,Non-vaccinés,49.92,6.93,1.42,0.32,0.76,0.22,1.0,1.0,,,,,,58.38,50.97
2022-09-25,MAR,Complet - avec 2 rappels de 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,,,,,41.12,21.74
2022-09-25,OCC,Primo dose récente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,89.32,84.95
2022-09-26,BRE,Complet - avec 1 rappel de 6 mois ou plus,4031.09,1699.35,1312.19,1033.65,19.18,10.52,0.0,0.0,63.85,,,,,90.0,87.18
2022-09-26,GUA,Complet - avec 2 rappels de 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,,,,,60.5,49.96
2022-09-26,GUA,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,60.5,49.96
2022-09-26,GUY,Complet - avec 1 rappel de 6 mois ou plus,34.96,8.9,3.4,1.4,0.08,0.08,0.0,0.0,44.75,,,,,77.96,81.74
2022-09-26,HDF,Complet - avec 1 rappel de 6 mois ou plus,8368.59,2364.34,2149.86,1362.29,27.77,20.77,4.0,2.0,64.07,,,,,89.38,91.19
2022-09-26,HDF,Complet - avec 3 rappels de moins de 3 mois,18.94,3.24,5.54,3.2,0.0,0.0,0.0,0.0,0.1,,,,,89.38,91.19
2022-09-26,IDF,Complet de moins de 3 mois - sans rappel,38.67,8.43,3.49,1.16,0.0,0.0,0.0,0.0,0.16,,,,,84.42,82.54
2022-09-26,IDF,Complet entre 3 mois et 6 mois - sans rappel,49.3,9.92,6.85,3.39,0.0,0.0,0.0,0.0,0.3,,,,,84.42,82.54
2022-09-26,IDF,Complet - avec 1 rappel entre 3 mois et 6 mois,389.74,66.14,46.14,18.81,2.64,2.04,0.0,0.0,2.07,,,,,84.42,82.54
2022-09-26,LRE,Primo dose récente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,,,,58.17,50.69
2022-09-26,PDL,Complet - avec 1 rappel entre 3 mois et 6 mois,80.16,20.07,14.26,6.83,1.21,1.04,0.0,0.0,1.16,,,,,88.49,85.1
2022-09-26,PDL,Complet - avec 1 rappel de 6 mois ou plus,3979.55,1626.88,1318.71,1007.66,9.92,7.81,1.0,1.0,63.64,,,,,88.49,85.1
2022-09-26,PDL,Complet - avec 2 rappels de moins de 3 mois,513.89,123.59,105.12,75.94,2.81,1.1,0.0,0.0,7.33,,,,,88.49,85.1
2022-09-27,ARA,Complet entre 3 mois et 6 mois - sans rappel,33.43,9.21,7.37,4.82,0.0,0.0,0.0,0.0,0.22,,,,,85.73,84.41
2022-09-27,ARA,Complet - avec 2 rappels de moins de 3 mois,1024.18,222.06,184.04,132.36,5.82,3.82,1.0,1.0,5.94,,,,,85.73,84.41
2022-09-27,GUA,Complet - avec 1 rappel de moins de 3 mois,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,,,,,63.1,54.08
2022-09-27,GUA,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,63.1,54.08
2022-09-27,GUY,Complet - avec 2 rappels de 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,,,,,81.5,81.74
2022-09-27,HDF,Non-vaccinés,1430.14,463.95,222.1,126.51,13.41,9.99,2.42,2.25,,,,,,89.38,90.84
2022-09-27,HDF,Complet de 6 mois ou plus - sans rappel,1562.08,511.19,285.22,169.93,6.36,3.59,0.25,0.25,20.81,,,,,89.38,90.84
2022-09-27,IDF,Complet - avec 3 rappels de moins de 3 mois,12.66,1.27,1.45,0.25,1.0,1.0,0.05,0.0,0.05,,,,,84.62,82.48
2022-09-27,MAY,Primo dose récente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,,,,,52.34,66.89
2022-09-27,NOR,Complet - avec 2 rappels entre 3 mois et 6 mois,330.04,65.78,60.58,38.22,4.15,2.0,0.0,0.0,4.77,,,,,92.41,95.07
2022-09-27,OCC,Non-vaccinés,1281.56,398.07,184.66,125.9,10.09,8.3,1.17,0.0,,,,,,89.47,84.66
2022-09-27,OCC,Complet entre 3 mois et 6 mois - sans rappel,23.68,7.76,3.16,3.08,0.0,0.0,0.0,0.0,0.24,,,,,89.47,84.66
2022-09-28,ARA,Complet de moins de 3 mois - sans rappel,33.42,10.66,4.29,3.15,0.06,0.06,0.0,0.0,0.13,,,,,85.8,84.42
2022-09-28,CVL,Complet entre 3 mois et 6 mois - sans rappel,6.63,0.34,0.14,0.02,0.0,0.0,0.0,0.0,0.2,,,,,90.82,88.51
2022-09-28,LRE,Primo dose efficace,7.3,0.44,0.2,0.0,0.0,0.0,0.0,0.0,1.84,,,,,58.18,51.56
2022-09-28,MAR,Complet - avec 2 rappels de moins de 3 mois,3.13,1.28,0.32,0.07,0.0,0.0,0.0,0.0,1.93,,,,,41.89,19.05
2022-09-28,MAR,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,,,,41.89,19.05
2022-09-28,NAQ,Complet - avec 1 rappel entre 3 mois et 6 mois,90.67,8.06,10.3,0.24,0.0,0.0,0.0,0.0,1.2,,,,,88.92,87.67
2022-09-28,NOR,Complet entre 3 mois et 6 mois - sans rappel,6.96,0.22,0.12,0.12,0.0,0.0,0.0,0.0,0.16,,,,,92.48,95.36
2022-09-28,NOR,Complet de 6 mois ou plus - sans rappel,665.66,245.08,95.77,69.66,3.99,3.0,0.0,0.0,19.44,,,,,92.48,95.36
2022-09-28,OCC,Complet - avec 1 rappel de 6 mois ou plus,4250.56,1313.17,863.51,634.44,21.82,17.3,2.7,1.58,61.72,,,,,89.53,85.04
2022-09-28,OCC,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.07,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.01,,,,,89.53,85.04
2022-09-28,PAC,Complet de moins de 3 mois - sans rappel,25.03,2.83,0.11,0.11,0.0,0.0,0.0,0.0,0.22,,,,,87.93,84.06
2022-10-02,GES,Primo dose récente,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,,,90.57,86.93
2022-10-02,GES,Complet de 6 mois ou plus - sans rappel,339.29,65.81,56.12,19.34,6.32,4.33,1.05,1.0,20.8,,,,,90.57,86.93
2022-10-02,LRE,Primo dose récente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,,,,58.49,54.18
2022-10-02,LRE,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,,,,,58.49,54.18
2022-10-02,MAR,Complet - avec 1 rappel de moins de 3 mois,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,,,,,41.18,11.11
2022-10-02,MAY,Primo dose efficace,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,,,,,60.48,50.25
2022-10-02,PDL,Complet - avec 3 rappels de moins de 3 mois,2.2,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.09,,,,,88.75,86.4
2022-10-03,ARA,Primo dose efficace,158.87,53.53,39.64,25.77,1.0,1.0,0.0,0.0,0.92,,,,,86.07,85.02
2022-10-03,COR,Complet - avec 1 rappel de moins de 3 mois,5.55,2.3,2.04,2.04,0.0,0.0,0.0,0.0,0.55,,,,,79.32,64.29
2022-10-03,GES,Complet de 6 mois ou plus - sans rappel,2604.92,1211.77,734.54,531.66,11.55,9.76,1.09,0.0,20.8,,,,,90.7,86.21
2022-10-03,GUA,Complet - avec 2 rappels entre 3 mois et 6 mois,3.14,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.69,,,,,64.43,51.99
2022-10-03,GUA,Complet - avec 2 rappels de 6 mois ou plus,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,,,,,64.43,51.99
2022-10-03,GUA,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,64.43,51.99
2022-10-03,GUY,Primo dose récente,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,,,,,85.73,85.59
2022-10-03,LRE,Complet de 6 mois ou plus - sans rappel,216.19,37.63,4.18,1.47,0.25,0.1,1.0,1.0,32.85,,,,,58.26,52.83
2022-10-03,NAQ,Complet - avec 1 rappel entre 3 mois et 6 mois,148.82,32.66,37.18,16.58,1.12,1.09,0.0,0.0,1.19,,,,,89.21,87.21
2022-10-03,NAQ,Complet - avec 2 rappels entre 3 mois et 6 mois,972.72,150.38,204.74,98.23,10.89,9.35,0.0,0.0,5.57,,,,,89.21,87.21
2022-10-03,NOR,Complet - avec 1 rappel de 6 mois ou plus,3864.69,1428.14,1101.13,869.22,23.19,14.36,3.0,2.0,64.47,,,,,92.52,93.71
2022-10-03,NOR,Complet - avec 3 rappels de moins de 3 mois,5.4,1.14,0.11,0.1,0.0,0.0,0.0,0.0,0.09,,,,,92.52,93.71
2022-10-03,PDL,Non-vaccinés,710.0,330.22,192.92,141.78,6.57,4.16,0.0,0.0,,,,,,88.78,86.01
2022-10-03,PDL,Complet - avec 1 rappel de moins de 3 mois,40.01,10.91,5.8,3.43,1.21,1.17,0.0,0.0,0.64,,,,,88.78,86.01
2022-10-03,PDL,Complet - avec 3 rappels entre 3 et 6 mois ou plus,1.28,1.02,1.01,1.01,0.19,0.17,0.0,0.0,0.01,,,,,88.78,86.01
2022-10-04,ARA,Non-vaccinés,1580.03,641.96,400.65,261.46,23.11,16.89,1.12,1.0,,,,,,86.15,85.35
2022-10-04,BFC,Primo dose efficace,44.03,8.06,8.34,1.07,0.04,0.0,0.0,0.0,0.93,,,,,92.03,89.75
2022-10-04,BFC,Complet entre 3 mois et 6 mois - sans rappel,22.72,1.4,1.29,0.24,0.0,0.0,0.0,0.0,0.23,,,,,92.03,89.75
2022-10-04,COR,Complet de moins de 3 mois - sans rappel,0.11,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.1,,,,,79.6,65.91
2022-10-04,COR,Complet - avec 2 rappels de moins de 3 mois,28.76,5.09,3.84,2.56,0.0,0.0,0.0,0.0,3.15,,,,,79.6,65.91
2022-10-04,CVL,Primo dose récente,1.1,0.0,0.03,0.0,0.0,0.0,0.08,0.0,0.01,,,,,91.03,90.08
2022-10-04,CVL,Complet - avec 2 rappels entre 3 mois et 6 mois,423.46,67.97,110.08,43.31,10.22,7.71,2.08,2.0,6.35,,,,,91.03,90.08
2022-10-04,GUA,Primo dose récente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,,,,,67.0,59.7
2022-10-04,GUA,Complet de 6 mois ou plus - sans rappel,40.33,0.45,1.54,0.0,0.0,0.0,0.0,0.0,35.38,,,,,67.0,59.7
2022-10-04,GUY,Complet de moins de 3 mois - sans rappel,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.78,,,,,84.87,85.59
2022-10-04,HDF,Primo dose récente,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,,,,,89.49,89.89
2022-10-04,HDF,Complet - avec 2 rappels entre 3 mois et 6 mois,860.15,136.64,168.79,84.32,17.5,10.98,3.0,3.0,4.68,,,,,89.49,89.89
2022-10-04,MAR,Primo dose efficace,6.21,0.5,0.56,0.5,0.0,0.0,0.2,0.2,2.9,,,,,42.39,11.11
2022-10-04,MAY,Primo dose efficace,5.86,0.02,0.02,0.02,0.0,0.0,0.0,0.0,4.87,,,,,57.93,50.25
2022-10-04,NAQ,Complet - avec 2 rappels de 6 mois ou plus,162.04,44.76,39.78,26.86,2.93,2.68,0.0,0.0,1.32,,,,,89.32,86.75
2022-10-04,NOR,Complet de moins de 3 mois - sans rappel,2.26,1.03,0.07,0.0,0.0,0.0,0.0,0.0,0.09,,,,,92.53,94.08
2022-10-04,PAC,Complet - avec 1 rappel entre 3 mois et 6 mois,154.07,27.67,17.14,9.53,0.0,0.0,0.0,0.0,1.69,,,,,88.19,84.64
2022-10-10,NAQ,Complet entre 3 mois et 6 mois - sans rappel,10.65,1.36,1.41,0.09,0.0,0.0,0.0,0.0,0.18,,,,,89.32,86.52
2022-10-10,NOR,Complet de moins de 3 mois - sans rappel,28.98,3.06,3.11,1.06,0.0,0.0,0.0,0.0,0.08,,,,,92.41,93.08
2022-10-10,NOR,Complet - avec 1 rappel de moins de 3 mois,42.1,7.42,10.44,3.14,0.34,0.0,0.0,0.0,0.5,,,,,92.41,93.08
2022-10-10,OCC,Complet - avec 2 rappels entre 3 mois et 6 mois,1170.88,196.76,228.27,125.14,9.62,6.64,1.0,1.0,6.02,,,,,90.28,86.92
2022-10-11,ARA,Primo dose efficace,121.15,41.71,24.75,20.93,2.38,2.33,0.0,0.0,0.91,,,,,86.39,85.24
2022-10-11,BFC,Complet - avec 2 rappels de 6 mois ou plus,163.0,44.29,45.09,24.17,2.37,1.65,0.0,0.0,1.72,,,,,92.22,88.57
2022-10-11,COR,Complet - avec 2 rappels de 6 mois ou plus,25.94,7.14,7.08,5.78,0.0,0.0,0.0,0.0,1.49,,,,,82.91,64.64
2022-10-11,GES,Complet - avec 2 rappels entre 3 mois et 6 mois,1167.96,378.73,358.93,216.28,12.42,9.48,0.0,0.0,5.55,,,,,90.61,85.86
2022-10-11,LRE,Complet - avec 1 rappel de moins de 3 mois,8.09,1.33,0.04,0.0,0.0,0.0,0.0,0.0,0.91,,,,,61.24,56.55
2022-10-11,PAC,Complet - avec 1 rappel entre 3 mois et 6 mois,173.88,28.46,16.32,8.74,0.12,0.06,0.0,0.0,1.68,,,,,88.81,84.78
2022-10-11,PAC,Complet - avec 3 rappels entre 3 et 6 mois ou plus,3.39,1.15,0.29,0.15,0.0,0.0,0.0,0.0,0.03,,,,,88.81,84.78
2022-10-12,GES,Primo dose récente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,90.68,86.15
2022-10-12,GUY,Primo dose efficace,6.53,1.04,0.04,0.04,0.0,0.0,0.0,0.0,5.14,,,,,84.27,74.81
2022-10-12,MAY,Complet - avec 2 rappels entre 3 mois et 6 mois,1.64,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.02,,,,,75.13,
2022-10-12,NOR,Non-vaccinés,639.06,258.77,111.35,72.51,3.44,3.19,0.0,0.0,,,,,,92.37,92.79
2022-10-12,PAC,Primo dose récente,2.14,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,,,,,88.86,85.62
2022-10-12,PDL,Complet - avec 2 rappels entre 3 mois et 6 mois,491.37,172.97,171.09,111.17,12.06,8.53,1.0,1.0,6.53,,,,,88.97,86.28
2022-10-13,BFC,Primo dose récente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,92.19,88.53
2022-10-13,BFC,Complet - avec 2 rappels de moins de 3 mois,240.45,73.37,59.19,39.44,1.35,1.12,0.0,0.0,4.75,,,,,92.19,88.53
2022-10-13,BRE,Complet entre 3 mois et 6 mois - sans rappel,8.71,4.17,1.15,1.07,0.0,0.0,0.0,0.0,0.15,,,,,90.02,84.26
2022-10-13,BRE,Complet - avec 1 rappel de moins de 3 mois,12.38,4.44,1.32,0.18,0.0,0.0,0.0,0.0,0.47,,,,,90.02,84.26
2022-10-13,CVL,Complet de 6 mois ou plus - sans rappel,403.85,149.17,119.43,72.29,2.62,2.38,0.07,0.0,19.36,,,,,90.71,89.77
2022-10-13,CVL,Complet - avec 2 rappels de moins de 3 mois,168.02,44.21,42.88,20.19,4.34,3.14,0.0,0.0,5.48,,,,,90.71,89.77
2022-10-13,CVL,Complet - avec 2 rappels de 6 mois ou plus,82.46,22.44,26.2,10.88,4.14,2.74,1.0,1.0,2.07,,,,,90.71,89.77
2022-10-13,GUA,Primo dose efficace,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,,,,,66.24,39.96
2022-10-13,GUA,Complet - avec 1 rappel de moins de 3 mois,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,,,,,66.24,39.96
2022-10-13,GUA,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,66.24,39.96
2022-10-16,COR,Complet de 6 mois ou plus - sans rappel,22.43,0.0,2.57,0.0,0.0,0.0,0.0,0.0,23.65,,,,,83.33,71.4
2022-10-16,CVL,Complet - avec 1 rappel de moins de 3 mois,2.52,0.04,0.18,0.01,0.0,0.0,0.0,0.0,0.48,,,,,90.6,89.58
2022-10-16,GUA,Complet de 6 mois ou plus - sans rappel,4.82,0.18,0.08,0.0,0.0,0.0,0.0,0.0,35.46,,,,,66.7,41.84
2022-10-16,IDF,Complet - avec 3 rappels de moins de 3 mois,1.21,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,,,,,85.92,84.02
2022-10-16,LRE,Complet - avec 1 rappel de 6 mois ou plus,114.81,11.83,8.46,5.96,0.5,0.5,0.0,0.0,56.23,,,,,64.42,63.39
2022-10-16,MAR,Complet - avec 1 rappel entre 3 mois et 6 mois,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,,,,,42.79,21.05
2022-10-16,MAR,Complet - avec 2 rappels de 6 mois ou plus,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,,,,,42.79,21.05
2022-10-16,MAY,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,78.43,100.0
2022-10-16,NAQ,Complet entre 3 mois et 6 mois - sans rappel,2.16,1.09,0.03,0.0,0.0,0.0,0.0,0.0,0.18,,,,,89.43,85.19
2022-10-16,NOR,Complet de moins de 3 mois - sans rappel,2.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.07,,,,,92.32,91.51
2022-10-16,OCC,Complet - avec 2 rappels de 6 mois ou plus,66.27,9.04,12.71,4.16,1.37,0.12,0.25,0.25,1.87,,,,,90.47,86.38
2022-10-16,PAC,Primo dose efficace,25.71,3.28,2.26,1.04,0.01,0.0,0.0,0.0,1.38,,,,,88.99,86.15
2022-10-17,ARA,Complet de 6 mois ou plus - sans rappel,3574.45,1450.04,948.57,733.87,12.49,9.73,1.6,1.5,23.42,,,,,86.46,84.97
2022-10-17,ARA,Complet - avec 1 rappel entre 3 mois et 6 mois,271.16,97.94,67.19,48.38,3.52,2.5,0.0,0.0,1.37,,,,,86.46,84.97
2022-10-17,BRE,Complet - avec 2 rappels de moins de 3 mois,483.06,114.54,109.92,75.96,3.81,3.37,0.08,0.08,5.34,,,,,89.88,83.1
2022-10-17,CVL,Complet - avec 1 rappel de moins de 3 mois,23.94,3.44,1.3,0.1,0.0,0.0,0.0,0.0,0.48,,,,,90.61,89.25
2022-10-17,NOR,Non-vaccinés,857.97,301.57,142.78,90.37,8.11,4.3,0.0,0.0,,,,,,92.38,91.19
2022-10-17,NOR,Complet - avec 2 rappels entre 3 mois et 6 mois,614.84,121.14,129.76,73.75,8.48,4.88,0.0,0.0,6.82,,,,,92.38,91.19
2022-10-17,PAC,Complet - avec 3 rappels de moins de 3 mois,16.3,0.14,2.29,0.03,0.0,0.0,0.0,0.0,0.08,,,,,89.03,86.24
2022-10-17,PDL,Complet de moins de 3 mois - sans rappel,4.66,2.03,0.13,0.02,0.0,0.0,0.0,0.0,0.07,,,,,88.99,86.63
2022-10-18,BFC,Complet - avec 1 rappel de moins de 3 mois,36.68,13.94,9.56,7.33,0.07,0.05,0.0,0.0,0.48,,,,,92.18,88.25
2022-10-18,LRE,Primo dose efficace,8.19,1.55,0.2,0.2,0.02,0.0,0.0,0.0,1.83,,,,,66.13,62.68
2022-10-18,MAY,Primo dose récente,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,,,,74.96,100.0
