date_reference,semaine_injection,code_categorie,libelle_categorie,effectif_inj_categorie,effectif_inj_toutes_categories,part_categorie,effectif_cumu_inj_categorie,effectif_cumu_inj_ttes_categorie,part_cumu_categorie,categorie,date
2023-01-01,2022-19,3,EHPAD / USLD,27350,267200,0.102,3261360,144126300,0.023,3 - EHPAD / USLD,2022-05-15
2023-01-01,2022-19,4,Domicile,14410,267200,0.054,1680220,144126300,0.012,4 - Domicile,2022-05-15
2023-01-01,2022-19,5,Entreprise,140,267200,0.001,637970,144126300,0.004,5 - Entreprise,2022-05-15
2023-01-01,2022-19,6,Autre,7840,267200,0.029,7090940,144126300,0.049,6 - Autre,2022-05-15
2023-01-01,2022-20,1,Centre de vaccination,23880,258450,0.092,99340890,144384740,0.688,1 - Centre de vaccination,2022-05-22
2023-01-01,2022-20,2,Cabinet médical / officine,189960,258450,0.735,32328760,144384740,0.224,2 - Cabinet médical / officine,2022-05-22
2023-01-01,2022-20,3,EHPAD / USLD,23290,258450,0.09,3284640,144384740,0.023,3 - EHPAD / USLD,2022-05-22
2023-01-01,2022-20,4,Domicile,13720,258450,0.053,1693940,144384740,0.012,4 - Domicile,2022-05-22
2023-01-01,2022-20,5,Entreprise,110,258450,0.0,638080,144384740,0.004,5 - Entreprise,2022-05-22
2023-01-01,2022-20,6,Autre,7490,258450,0.029,7098430,144384740,0.049,6 - Autre,2022-05-22
2023-01-01,2022-21,1,Centre de vaccination,18880,178960,0.105,99359770,144563700,0.687,1 - Centre de vaccination,2022-05-29
2023-01-01,2022-21,2,Cabinet médical / officine,133300,178960,0.745,32462060,144563700,0.225,2 - Cabinet médical / officine,2022-05-29
2023-01-01,2022-21,3,EHPAD / USLD,12820,178960,0.072,3297460,144563700,0.023,3 - EHPAD / USLD,2022-05-29
2023-01-01,2022-21,4,Domicile,9140,178960,0.051,1703080,144563700,0.012,4 - Domicile,2022-05-29
2023-01-01,2022-21,5,Entreprise,60,178960,0.0,638140,144563700,0.004,5 - Entreprise,2022-05-29
2023-01-01,2022-21,6,Autre,4760,178960,0.027,7103190,144563700,0.049,6 - Autre,2022-05-29
2023-01-01,2022-22,1,Centre de vaccination,25310,246660,0.103,99385080,144810360,0.686,1 - Centre de vaccination,2022-06-05
2023-01-01,2022-22,2,Cabinet médical / officine,187520,246660,0.76,32649580,144810360,0.225,2 - Cabinet médical / officine,2022-06-05
2023-01-01,2022-22,3,EHPAD / USLD,15320,246660,0.062,3312780,144810360,0.023,3 - EHPAD / USLD,2022-06-05
2023-01-01,2022-22,4,Domicile,11280,246660,0.046,1714370,144810360,0.012,4 - Domicile,2022-06-05
2023-01-01,2022-22,5,Entreprise,100,246660,0.0,638240,144810360,0.004,5 - Entreprise,2022-06-05
2023-01-01,2022-22,6,Autre,7130,246660,0.029,7110320,144810360,0.049,6 - Autre,2022-06-05
2023-01-01,2022-23,1,Centre de vaccination,22760,237300,0.096,99407840,145047650,0.685,1 - Centre de vaccination,2022-06-12
2023-01-01,2022-23,2,Cabinet médical / officine,188590,237300,0.795,32838170,145047650,0.226,2 - Cabinet médical / officine,2022-06-12
2023-01-01,2022-23,3,EHPAD / USLD,9510,237300,0.04,3322280,145047650,0.023,3 - EHPAD / USLD,2022-06-12
2023-01-01,2022-23,4,Domicile,9540,237300,0.04,1723900,145047650,0.012,4 - Domicile,2022-06-12
2023-01-01,2022-23,5,Entreprise,130,237300,0.001,638370,145047650,0.004,5 - Entreprise,2022-06-12
2023-01-01,2022-23,6,Autre,6770,237300,0.029,7117090,145047650,0.049,6 - Autre,2022-06-12
2023-01-01,2022-24,1,Centre de vaccination,22690,275850,0.082,99430530,145323510,0.684,1 - Centre de vaccination,2022-06-19
2023-01-01,2022-24,2,Cabinet médical / officine,224130,275850,0.813,33062300,145323510,0.228,2 - Cabinet médical / officine,2022-06-19
2023-01-01,2022-24,3,EHPAD / USLD,9920,275850,0.036,3332200,145323510,0.023,3 - EHPAD / USLD,2022-06-19
2023-01-01,2022-24,4,Domicile,11030,275850,0.04,1734940,145323510,0.012,4 - Domicile,2022-06-19
2023-01-01,2022-24,5,Entreprise,110,275850,0.0,638480,145323510,0.004,5 - Entreprise,2022-06-19
2023-01-01,2022-24,6,Autre,7970,275850,0.029,7125060,145323510,0.049,6 - Autre,2022-06-19
2023-01-01,2022-25,1,Centre de vaccination,24490,346650,0.071,99455020,145670160,0.683,1 - Centre de vaccination,2022-06-26
2023-01-01,2022-25,2,Cabinet médical / officine,287930,346650,0.831,33350230,145670160,0.229,2 - Cabinet médical / officine,2022-06-26
2023-01-01,2022-25,3,EHPAD / USLD,10670,346650,0.031,3342870,145670160,0.023,3 - EHPAD / USLD,2022-06-26
2023-01-01,2022-25,4,Domicile,14080,346650,0.041,1749020,145670160,0.012,4 - Domicile,2022-06-26
2023-01-01,2022-25,5,Entreprise,170,346650,0.0,638640,145670160,0.004,5 - Entreprise,2022-06-26
2023-01-01,2022-25,6,Autre,9330,346650,0.027,7134390,145670160,0.049,6 - Autre,2022-06-26
2023-01-01,2022-26,1,Centre de vaccination,38160,576870,0.066,99493180,146247020,0.68,1 - Centre de vaccination,2022-07-03
2023-01-01,2022-26,2,Cabinet médical / officine,484880,576870,0.841,33835110,146247020,0.231,2 - Cabinet médical / officine,2022-07-03
2023-01-01,2022-26,3,EHPAD / USLD,12380,576870,0.021,3355250,146247020,0.023,3 - EHPAD / USLD,2022-07-03
2023-01-01,2022-26,4,Domicile,27140,576870,0.047,1776150,146247020,0.012,4 - Domicile,2022-07-03
2023-01-01,2022-26,5,Entreprise,320,576870,0.001,638960,146247020,0.004,5 - Entreprise,2022-07-03
2023-01-01,2022-26,6,Autre,13990,576870,0.024,7148380,146247020,0.049,6 - Autre,2022-07-03
2023-01-01,2022-27,1,Centre de vaccination,38220,748610,0.051,99531400,146995630,0.677,1 - Centre de vaccination,2022-07-10
2023-01-01,2022-27,2,Cabinet médical / officine,633290,748610,0.846,34468400,146995630,0.234,2 - Cabinet médical / officine,2022-07-10
2023-01-01,2022-27,3,EHPAD / USLD,16490,748610,0.022,3371740,146995630,0.023,3 - EHPAD / USLD,2022-07-10
2023-01-01,2022-27,4,Domicile,43370,748610,0.058,1819520,146995630,0.012,4 - Domicile,2022-07-10
2023-01-01,2022-27,5,Entreprise,330,748610,0.0,639290,146995630,0.004,5 - Entreprise,2022-07-10
2023-01-01,2022-27,6,Autre,16910,748610,0.023,7165290,146995630,0.049,6 - Autre,2022-07-10
2023-01-01,2022-28,1,Centre de vaccination,26010,544860,0.048,99557400,147540490,0.675,1 - Centre de vaccination,2022-07-17
2023-01-01,2022-28,2,Cabinet médical / officine,454930,544860,0.835,34923330,147540490,0.237,2 - Cabinet médical / officine,2022-07-17
2023-01-01,2022-28,3,EHPAD / USLD,11210,544860,0.021,3382940,147540490,0.023,3 - EHPAD / USLD,2022-07-17
2023-01-01,2022-28,4,Domicile,39210,544860,0.072,1858730,147540490,0.013,4 - Domicile,2022-07-17
2023-01-01,2022-28,5,Entreprise,250,544860,0.0,639540,147540490,0.004,5 - Entreprise,2022-07-17
2023-01-01,2022-28,6,Autre,13260,544860,0.024,7178550,147540490,0.049,6 - Autre,2022-07-17
2023-01-01,2022-29,1,Centre de vaccination,24520,545470,0.045,99581920,148085960,0.672,1 - Centre de vaccination,2022-07-24
2023-01-01,2022-29,2,Cabinet médical / officine,463340,545470,0.849,35386670,148085960,0.239,2 - Cabinet médical / officine,2022-07-24
2023-01-01,2022-29,3,EHPAD / USLD,12300,545470,0.023,3395240,148085960,0.023,3 - EHPAD / USLD,2022-07-24
2023-01-01,2022-29,4,Domicile,31770,545470,0.058,1890500,148085960,0.013,4 - Domicile,2022-07-24
2023-01-01,2022-29,5,Entreprise,290,545470,0.001,639830,148085960,0.004,5 - Entreprise,2022-07-24
2023-01-01,2022-29,6,Autre,13250,545470,0.024,7191800,148085960,0.049,6 - Autre,2022-07-24
2023-01-01,2022-30,1,Centre de vaccination,19740,420960,0.047,99601660,148506920,0.671,1 - Centre de vaccination,2022-07-31
2023-01-01,2022-30,2,Cabinet médical / officine,355480,420960,0.844,35742160,148506920,0.241,2 - Cabinet médical / officine,2022-07-31
2023-01-01,2022-30,3,EHPAD / USLD,11240,420960,0.027,3406480,148506920,0.023,3 - EHPAD / USLD,2022-07-31
2023-01-01,2022-30,4,Domicile,23470,420960,0.056,1913970,148506920,0.013,4 - Domicile,2022-07-31
2023-01-01,2022-30,5,Entreprise,240,420960,0.001,640070,148506920,0.004,5 - Entreprise,2022-07-31
2023-01-01,2022-30,6,Autre,10790,420960,0.026,7202590,148506920,0.049,6 - Autre,2022-07-31
2023-01-01,2022-31,1,Centre de vaccination,12410,225670,0.055,99614060,148732590,0.67,1 - Centre de vaccination,2022-08-07
2023-01-01,2022-31,2,Cabinet médical / officine,186570,225670,0.827,35928720,148732590,0.242,2 - Cabinet médical / officine,2022-08-07
2023-01-01,2022-31,3,EHPAD / USLD,8030,225670,0.036,3414500,148732590,0.023,3 - EHPAD / USLD,2022-08-07
2023-01-01,2022-31,4,Domicile,12110,225670,0.054,1926080,148732590,0.013,4 - Domicile,2022-08-07
2023-01-01,2022-31,5,Entreprise,190,225670,0.001,640260,148732590,0.004,5 - Entreprise,2022-08-07
2023-01-01,2022-31,6,Autre,6380,225670,0.028,7208960,148732590,0.048,6 - Autre,2022-08-07
2023-01-01,2022-32,1,Centre de vaccination,9190,189790,0.048,99623250,148922380,0.669,1 - Centre de vaccination,2022-08-14
2023-01-01,2022-32,2,Cabinet médical / officine,158520,189790,0.835,36087240,148922380,0.242,2 - Cabinet médical / officine,2022-08-14
2023-01-01,2022-32,3,EHPAD / USLD,8260,189790,0.044,3422760,148922380,0.023,3 - EHPAD / USLD,2022-08-14
2023-01-01,2022-32,4,Domicile,8950,189790,0.047,1935030,148922380,0.013,4 - Domicile,2022-08-14
2023-01-01,2022-32,5,Entreprise,130,189790,0.001,640390,148922380,0.004,5 - Entreprise,2022-08-14
2023-01-01,2022-32,6,Autre,4740,189790,0.025,7213700,148922380,0.048,6 - Autre,2022-08-14
2023-01-01,2022-33,1,Centre de vaccination,6700,133320,0.05,99629960,149055690,0.668,1 - Centre de vaccination,2022-08-21
2023-01-01,2022-33,2,Cabinet médical / officine,111820,133320,0.839,36199070,149055690,0.243,2 - Cabinet médical / officine,2022-08-21
2023-01-01,2022-33,3,EHPAD / USLD,5060,133320,0.038,3427810,149055690,0.023,3 - EHPAD / USLD,2022-08-21
2023-01-01,2022-33,4,Domicile,6360,133320,0.048,1941390,149055690,0.013,4 - Domicile,2022-08-21
2023-01-01,2022-33,5,Entreprise,80,133320,0.001,640470,149055690,0.004,5 - Entreprise,2022-08-21
2023-01-01,2022-33,6,Autre,3300,133320,0.025,7217000,149055690,0.048,6 - Autre,2022-08-21
2023-01-01,2022-34,1,Centre de vaccination,7210,151640,0.048,99637160,149207330,0.668,1 - Centre de vaccination,2022-08-28
2023-01-01,2022-34,2,Cabinet médical / officine,126630,151640,0.835,36325690,149207330,0.243,2 - Cabinet médical / officine,2022-08-28
2023-01-01,2022-34,3,EHPAD / USLD,7070,151640,0.047,3434880,149207330,0.023,3 - EHPAD / USLD,2022-08-28
2023-01-01,2022-34,4,Domicile,6490,151640,0.043,1947880,149207330,0.013,4 - Domicile,2022-08-28
2023-01-01,2022-34,5,Entreprise,160,151640,0.001,640630,149207330,0.004,5 - Entreprise,2022-08-28
2023-01-01,2022-34,6,Autre,4090,151640,0.027,7221090,149207330,0.048,6 - Autre,2022-08-28
2023-01-01,2022-35,1,Centre de vaccination,8140,153090,0.053,99645310,149360420,0.667,1 - Centre de vaccination,2022-09-04
2023-01-01,2022-35,2,Cabinet médical / officine,127940,153090,0.836,36453630,149360420,0.244,2 - Cabinet médical / officine,2022-09-04
2023-01-01,2022-35,3,EHPAD / USLD,6920,153090,0.045,3441810,149360420,0.023,3 - EHPAD / USLD,2022-09-04
2023-01-01,2022-35,4,Domicile,5970,153090,0.039,1953850,149360420,0.013,4 - Domicile,2022-09-04
2023-01-01,2022-35,5,Entreprise,180,153090,0.001,640810,149360420,0.004,5 - Entreprise,2022-09-04
2023-01-01,2022-35,6,Autre,3940,153090,0.026,7225030,149360420,0.048,6 - Autre,2022-09-04
2023-01-01,2022-36,1,Centre de vaccination,6670,155140,0.043,99651980,149515560,0.666,1 - Centre de vaccination,2022-09-11
2023-01-01,2022-36,2,Cabinet médical / officine,131020,155140,0.845,36584650,149515560,0.245,2 - Cabinet médical / officine,2022-09-11
2023-01-01,2022-36,3,EHPAD / USLD,6260,155140,0.04,3448060,149515560,0.023,3 - EHPAD / USLD,2022-09-11
2023-01-01,2022-36,4,Domicile,6880,155140,0.044,1960720,149515560,0.013,4 - Domicile,2022-09-11
2023-01-01,2022-36,5,Entreprise,210,155140,0.001,641020,149515560,0.004,5 - Entreprise,2022-09-11
2023-01-01,2022-36,6,Autre,4100,155140,0.026,7229130,149515560,0.048,6 - Autre,2022-09-11
2023-01-01,2022-37,1,Centre de vaccination,6070,141420,0.043,99658050,149656980,0.666,1 - Centre de vaccination,2022-09-18
2023-01-01,2022-37,2,Cabinet médical / officine,117290,141420,0.829,36701940,149656980,0.245,2 - Cabinet médical / officine,2022-09-18
2023-01-01,2022-37,3,EHPAD / USLD,7240,141420,0.051,3455300,149656980,0.023,3 - EHPAD / USLD,2022-09-18
2023-01-01,2022-37,4,Domicile,6440,141420,0.046,1967160,149656980,0.013,4 - Domicile,2022-09-18
2023-01-01,2022-37,5,Entreprise,180,141420,0.001,641200,149656980,0.004,5 - Entreprise,2022-09-18
2023-01-01,2022-37,6,Autre,4200,141420,0.03,7233330,149656980,0.048,6 - Autre,2022-09-18
2023-01-01,2022-38,1,Centre de vaccination,6020,145040,0.042,99664070,149802020,0.665,1 - Centre de vaccination,2022-09-25
2023-01-01,2022-38,2,Cabinet médical / officine,121290,145040,0.836,36823230,149802020,0.246,2 - Cabinet médical / officine,2022-09-25
2023-01-01,2022-38,3,EHPAD / USLD,6970,145040,0.048,3462260,149802020,0.023,3 - EHPAD / USLD,2022-09-25
2023-01-01,2022-38,4,Domicile,6180,145040,0.043,1973340,149802020,0.013,4 - Domicile,2022-09-25
2023-01-01,2022-38,5,Entreprise,200,145040,0.001,641400,149802020,0.004,5 - Entreprise,2022-09-25
2023-01-01,2022-38,6,Autre,4380,145040,0.03,7237720,149802020,0.048,6 - Autre,2022-09-25
2023-01-01,2022-39,1,Centre de vaccination,6030,136480,0.044,99670100,149938500,0.665,1 - Centre de vaccination,2022-10-02
2023-01-01,2022-39,2,Cabinet médical / officine,113650,136480,0.833,36936880,149938500,0.246,2 - Cabinet médical / officine,2022-10-02
2023-01-01,2022-39,3,EHPAD / USLD,6760,136480,0.05,3469020,149938500,0.023,3 - EHPAD / USLD,2022-10-02
2023-01-01,2022-39,4,Domicile,5730,136480,0.042,1979070,149938500,0.013,4 - Domicile,2022-10-02
2023-01-01,2022-39,5,Entreprise,190,136480,0.001,641600,149938500,0.004,5 - Entreprise,2022-10-02
2023-01-01,2022-39,6,Autre,4120,136480,0.03,7241840,149938500,0.048,6 - Autre,2022-10-02
2023-01-01,2022-40,1,Centre de vaccination,6480,146060,0.044,99676580,150084560,0.664,1 - Centre de vaccination,2022-10-09
2023-01-01,2022-40,2,Cabinet médical / officine,124680,146060,0.854,37061560,150084560,0.247,2 - Cabinet médical / officine,2022-10-09
2023-01-01,2022-40,3,EHPAD / USLD,5060,146060,0.035,3474070,150084560,0.023,3 - EHPAD / USLD,2022-10-09
2023-01-01,2022-40,4,Domicile,5960,146060,0.041,1985020,150084560,0.013,4 - Domicile,2022-10-09
2023-01-01,2022-40,5,Entreprise,170,146060,0.001,641760,150084560,0.004,5 - Entreprise,2022-10-09
2023-01-01,2022-40,6,Autre,3720,146060,0.025,7245560,150084560,0.048,6 - Autre,2022-10-09
2023-01-01,2022-41,1,Centre de vaccination,7950,248290,0.032,99684530,150332850,0.663,1 - Centre de vaccination,2022-10-16
2023-01-01,2022-41,2,Cabinet médical / officine,214320,248290,0.863,37275880,150332850,0.248,2 - Cabinet médical / officine,2022-10-16
2023-01-01,2022-41,3,EHPAD / USLD,9880,248290,0.04,3483950,150332850,0.023,3 - EHPAD / USLD,2022-10-16
2023-01-01,2022-41,4,Domicile,10430,248290,0.042,1995460,150332850,0.013,4 - Domicile,2022-10-16
2023-01-01,2022-41,5,Entreprise,400,248290,0.002,642160,150332850,0.004,5 - Entreprise,2022-10-16
2023-01-01,2022-41,6,Autre,5310,248290,0.021,7250870,150332850,0.048,6 - Autre,2022-10-16
2023-01-01,2022-42,1,Centre de vaccination,10830,317920,0.034,99695360,150650770,0.662,1 - Centre de vaccination,2022-10-23
2023-01-01,2022-42,2,Cabinet médical / officine,262170,317920,0.825,37538050,150650770,0.249,2 - Cabinet médical / officine,2022-10-23
2023-01-01,2022-42,3,EHPAD / USLD,20660,317920,0.065,3504610,150650770,0.023,3 - EHPAD / USLD,2022-10-23
2023-01-01,2022-42,4,Domicile,14340,317920,0.045,2009790,150650770,0.013,4 - Domicile,2022-10-23
2023-01-01,2022-42,5,Entreprise,890,317920,0.003,643060,150650770,0.004,5 - Entreprise,2022-10-23
2023-01-01,2022-42,6,Autre,9030,317920,0.028,7259900,150650770,0.048,6 - Autre,2022-10-23
2023-01-01,2022-43,1,Centre de vaccination,10160,298910,0.034,99705510,150949680,0.661,1 - Centre de vaccination,2022-10-30
2023-01-01,2022-43,2,Cabinet médical / officine,238770,298910,0.799,37776810,150949680,0.25,2 - Cabinet médical / officine,2022-10-30
2023-01-01,2022-43,3,EHPAD / USLD,25490,298910,0.085,3530100,150949680,0.023,3 - EHPAD / USLD,2022-10-30
2023-01-01,2022-43,4,Domicile,14090,298910,0.047,2023880,150949680,0.013,4 - Domicile,2022-10-30
2023-01-01,2022-43,5,Entreprise,970,298910,0.003,644030,150949680,0.004,5 - Entreprise,2022-10-30
2023-01-01,2022-43,6,Autre,9440,298910,0.032,7269340,150949680,0.048,6 - Autre,2022-10-30
2023-01-01,2022-44,1,Centre de vaccination,8590,210900,0.041,99714110,151160580,0.66,1 - Centre de vaccination,2022-11-06
2023-01-01,2022-44,2,Cabinet médical / officine,168590,210900,0.799,37945400,151160580,0.251,2 - Cabinet médical / officine,2022-11-06
2023-01-01,2022-44,3,EHPAD / USLD,16510,210900,0.078,3546610,151160580,0.023,3 - EHPAD / USLD,2022-11-06
2023-01-01,2022-44,4,Domicile,10980,210900,0.052,2034860,151160580,0.013,4 - Domicile,2022-11-06
2023-01-01,2022-44,5,Entreprise,600,210900,0.003,644630,151160580,0.004,5 - Entreprise,2022-11-06
2023-01-01,2022-44,6,Autre,5640,210900,0.027,7274970,151160580,0.048,6 - Autre,2022-11-06
2023-01-01,2022-45,1,Centre de vaccination,9660,254530,0.038,99723760,151415110,0.659,1 - Centre de vaccination,2022-11-13
2023-01-01,2022-45,2,Cabinet médical / officine,194820,254530,0.765,38140220,151415110,0.252,2 - Cabinet médical / officine,2022-11-13
2023-01-01,2022-45,3,EHPAD / USLD,25460,254530,0.1,3572080,151415110,0.024,3 - EHPAD / USLD,2022-11-13
2023-01-01,2022-45,4,Domicile,13180,254530,0.052,2048040,151415110,0.014,4 - Domicile,2022-11-13
2023-01-01,2022-45,5,Entreprise,1980,254530,0.008,646610,151415110,0.004,5 - Entreprise,2022-11-13
2023-01-01,2022-45,6,Autre,9430,254530,0.037,7284410,151415110,0.048,6 - Autre,2022-11-13
2023-01-01,2022-46,1,Centre de vaccination,10680,305860,0.035,99734440,151720970,0.657,1 - Centre de vaccination,2022-11-20
2023-01-01,2022-46,2,Cabinet médical / officine,238950,305860,0.781,38379170,151720970,0.253,2 - Cabinet médical / officine,2022-11-20
2023-01-01,2022-46,3,EHPAD / USLD,27560,305860,0.09,3599630,151720970,0.024,3 - EHPAD / USLD,2022-11-20
2023-01-01,2022-46,4,Domicile,15280,305860,0.05,2063320,151720970,0.014,4 - Domicile,2022-11-20
2023-01-01,2022-46,5,Entreprise,2270,305860,0.007,648870,151720970,0.004,5 - Entreprise,2022-11-20
2023-01-01,2022-46,6,Autre,11140,305860,0.036,7295540,151720970,0.048,6 - Autre,2022-11-20
2023-01-01,2022-47,1,Centre de vaccination,9760,282780,0.035,99744200,152003760,0.656,1 - Centre de vaccination,2022-11-27
2023-01-01,2022-47,2,Cabinet médical / officine,222080,282780,0.785,38601240,152003760,0.254,2 - Cabinet médical / officine,2022-11-27
2023-01-01,2022-47,3,EHPAD / USLD,24310,282780,0.086,3623950,152003760,0.024,3 - EHPAD / USLD,2022-11-27
2023-01-01,2022-47,4,Domicile,14100,282780,0.05,2077420,152003760,0.014,4 - Domicile,2022-11-27
2023-01-01,2022-47,5,Entreprise,1950,282780,0.007,650820,152003760,0.004,5 - Entreprise,2022-11-27
2023-01-01,2022-47,6,Autre,10590,282780,0.037,7306130,152003760,0.048,6 - Autre,2022-11-27
2023-01-01,2022-48,1,Centre de vaccination,14540,388330,0.037,99758740,152392080,0.655,1 - Centre de vaccination,2022-12-04
2023-01-01,2022-48,2,Cabinet médical / officine,320820,388330,0.826,38922060,152392080,0.255,2 - Cabinet médical / officine,2022-12-04
2023-01-01,2022-48,3,EHPAD / USLD,19480,388330,0.05,3643420,152392080,0.024,3 - EHPAD / USLD,2022-12-04
2023-01-01,2022-48,4,Domicile,19340,388330,0.05,2096760,152392080,0.014,4 - Domicile,2022-12-04
2023-01-01,2022-48,5,Entreprise,2440,388330,0.006,653260,152392080,0.004,5 - Entreprise,2022-12-04
2023-01-01,2022-48,6,Autre,11720,388330,0.03,7317850,152392080,0.048,6 - Autre,2022-12-04
2023-01-01,2022-49,1,Centre de vaccination,20160,638130,0.032,99778900,153030210,0.652,1 - Centre de vaccination,2022-12-11
2023-01-01,2022-49,2,Cabinet médical / officine,544700,638130,0.854,39466760,153030210,0.258,2 - Cabinet médical / officine,2022-12-11
2023-01-01,2022-49,3,EHPAD / USLD,20640,638130,0.032,3664060,153030210,0.024,3 - EHPAD / USLD,2022-12-11
2023-01-01,2022-49,4,Domicile,34000,638130,0.053,2130750,153030210,0.014,4 - Domicile,2022-12-11
2023-01-01,2022-49,5,Entreprise,2620,638130,0.004,655880,153030210,0.004,5 - Entreprise,2022-12-11
2023-01-01,2022-49,6,Autre,16030,638130,0.025,7333870,153030210,0.048,6 - Autre,2022-12-11
2023-01-01,2022-50,1,Centre de vaccination,22830,785250,0.029,99801720,153815460,0.649,1 - Centre de vaccination,2022-12-18
2023-01-01,2022-50,2,Cabinet médical / officine,669670,785250,0.853,40136430,153815460,0.261,2 - Cabinet médical / officine,2022-12-18
2023-01-01,2022-50,3,EHPAD / USLD,22680,785250,0.029,3686740,153815460,0.024,3 - EHPAD / USLD,2022-12-18
2023-01-01,2022-50,4,Domicile,46360,785250,0.059,2177110,153815460,0.014,4 - Domicile,2022-12-18
2023-01-01,2022-50,5,Entreprise,3540,785250,0.005,659410,153815460,0.004,5 - Entreprise,2022-12-18
2023-01-01,2022-50,6,Autre,20170,785250,0.026,7354040,153815460,0.048,6 - Autre,2022-12-18
2023-01-01,2022-51,1,Centre de vaccination,13630,439330,0.031,99815350,154254790,0.647,1 - Centre de vaccination,2022-12-25
2023-01-01,2022-51,2,Cabinet médical / officine,380650,439330,0.866,40517080,154254790,0.263,2 - Cabinet médical / officine,2022-12-25
2023-01-01,2022-51,3,EHPAD / USLD,12210,439330,0.028,3698960,154254790,0.024,3 - EHPAD / USLD,2022-12-25
2023-01-01,2022-51,4,Domicile,21460,439330,0.049,2198570,154254790,0.014,4 - Domicile,2022-12-25
2023-01-01,2022-51,5,Entreprise,1820,439330,0.004,661230,154254790,0.004,5 - Entreprise,2022-12-25
2023-01-01,2022-51,6,Autre,9570,439330,0.022,7363610,154254790,0.048,6 - Autre,2022-12-25
2023-01-01,2022-52,1,Centre de vaccination,5520,214530,0.026,99820870,154469320,0.646,1 - Centre de vaccination,2023-01-01
2023-01-01,2022-52,2,Cabinet médical / officine,191580,214530,0.893,40708660,154469320,0.264,2 - Cabinet médical / officine,2023-01-01
2023-01-01,2022-52,3,EHPAD / USLD,5100,214530,0.024,3704060,154469320,0.024,3 - EHPAD / USLD,2023-01-01
2023-01-01,2022-52,4,Domicile,8270,214530,0.039,2206840,154469320,0.014,4 - Domicile,2023-01-01
2023-01-01,2022-52,5,Entreprise,280,214530,0.001,661510,154469320,0.004,5 - Entreprise,2023-01-01
2023-01-01,2022-52,6,Autre,3780,214530,0.018,7367380,154469320,0.048,6 - Autre,2023-01-01
