date_reference,semaine_injection,code_categorie,libelle_categorie,effectif_inj_categorie,effectif_inj_toutes_categories,part_categorie,effectif_cumu_inj_categorie,effectif_cumu_inj_ttes_categorie,part_cumu_categorie,categorie,date
2023-01-01,2022-02,6,Infirmier salarié,37580,1557760,0.024,556580,34733170,0.016,6 - Infirmier salarié,2022-01-16
2023-01-01,2022-02,7,Autre,5820,1557760,0.004,87790,34733170,0.003,7 - Autre,2022-01-16
2023-01-01,2022-03,1,Médecin Généraliste libéral,210630,1085550,0.194,11983670,35818720,0.335,1 - Médecin Généraliste libéral,2022-01-23
2023-01-01,2022-03,2,Spécialiste libéral,3560,1085550,0.003,234170,35818720,0.007,2 - Spécialiste libéral,2022-01-23
2023-01-01,2022-03,3,Médecin salarié,44500,1085550,0.041,4140440,35818720,0.116,3 - Médecin salarié,2022-01-23
2023-01-01,2022-03,4,Pharmacien,667260,1085550,0.615,15890930,35818720,0.444,4 - Pharmacien,2022-01-23
2023-01-01,2022-03,5,Infirmier libéral,133210,1085550,0.123,2898740,35818720,0.081,5 - Infirmier libéral,2022-01-23
2023-01-01,2022-03,6,Infirmier salarié,22340,1085550,0.021,578920,35818720,0.016,6 - Infirmier salarié,2022-01-23
2023-01-01,2022-03,7,Autre,4060,1085550,0.004,91850,35818720,0.003,7 - Autre,2022-01-23
2023-01-01,2022-04,1,Médecin Généraliste libéral,154280,833030,0.185,12137950,36651760,0.331,1 - Médecin Généraliste libéral,2022-01-30
2023-01-01,2022-04,2,Spécialiste libéral,2800,833030,0.003,236970,36651760,0.006,2 - Spécialiste libéral,2022-01-30
2023-01-01,2022-04,3,Médecin salarié,29360,833030,0.035,4169800,36651760,0.114,3 - Médecin salarié,2022-01-30
2023-01-01,2022-04,4,Pharmacien,529250,833030,0.635,16420170,36651760,0.448,4 - Pharmacien,2022-01-30
2023-01-01,2022-04,5,Infirmier libéral,97210,833030,0.117,2995960,36651760,0.082,5 - Infirmier libéral,2022-01-30
2023-01-01,2022-04,6,Infirmier salarié,16200,833030,0.019,595110,36651760,0.016,6 - Infirmier salarié,2022-01-30
2023-01-01,2022-04,7,Autre,3950,833030,0.005,95800,36651760,0.003,7 - Autre,2022-01-30
2023-01-01,2022-05,1,Médecin Généraliste libéral,121020,690090,0.175,12258960,37341840,0.328,1 - Médecin Généraliste libéral,2022-02-06
2023-01-01,2022-05,2,Spécialiste libéral,2900,690090,0.004,239880,37341840,0.006,2 - Spécialiste libéral,2022-02-06
2023-01-01,2022-05,3,Médecin salarié,18790,690090,0.027,4188590,37341840,0.112,3 - Médecin salarié,2022-02-06
2023-01-01,2022-05,4,Pharmacien,452950,690090,0.656,16873120,37341840,0.452,4 - Pharmacien,2022-02-06
2023-01-01,2022-05,5,Infirmier libéral,78620,690090,0.114,3074580,37341840,0.082,5 - Infirmier libéral,2022-02-06
2023-01-01,2022-05,6,Infirmier salarié,12250,690090,0.018,607360,37341840,0.016,6 - Infirmier salarié,2022-02-06
2023-01-01,2022-05,7,Autre,3550,690090,0.005,99350,37341840,0.003,7 - Autre,2022-02-06
2023-01-01,2022-06,1,Médecin Généraliste libéral,102830,630490,0.163,12361800,37972340,0.326,1 - Médecin Généraliste libéral,2022-02-13
2023-01-01,2022-06,2,Spécialiste libéral,2570,630490,0.004,242450,37972340,0.006,2 - Spécialiste libéral,2022-02-13
2023-01-01,2022-06,3,Médecin salarié,15010,630490,0.024,4203600,37972340,0.111,3 - Médecin salarié,2022-02-13
2023-01-01,2022-06,4,Pharmacien,424180,630490,0.673,17297300,37972340,0.456,4 - Pharmacien,2022-02-13
2023-01-01,2022-06,5,Infirmier libéral,71160,630490,0.113,3145740,37972340,0.083,5 - Infirmier libéral,2022-02-13
2023-01-01,2022-06,6,Infirmier salarié,11500,630490,0.018,618860,37972340,0.016,6 - Infirmier salarié,2022-02-13
2023-01-01,2022-06,7,Autre,3240,630490,0.005,102590,37972340,0.003,7 - Autre,2022-02-13
2023-01-01,2022-07,1,Médecin Généraliste libéral,68300,453050,0.151,12430100,38425380,0.323,1 - Médecin Généraliste libéral,2022-02-20
2023-01-01,2022-07,2,Spécialiste libéral,2080,453050,0.005,244530,38425380,0.006,2 - Spécialiste libéral,2022-02-20
2023-01-01,2022-07,3,Médecin salarié,9350,453050,0.021,4212960,38425380,0.11,3 - Médecin salarié,2022-02-20
2023-01-01,2022-07,4,Pharmacien,317720,453050,0.701,17615020,38425380,0.458,4 - Pharmacien,2022-02-20
2023-01-01,2022-07,5,Infirmier libéral,45270,453050,0.1,3191000,38425380,0.083,5 - Infirmier libéral,2022-02-20
2023-01-01,2022-07,6,Infirmier salarié,8200,453050,0.018,627060,38425380,0.016,6 - Infirmier salarié,2022-02-20
2023-01-01,2022-07,7,Autre,2130,453050,0.005,104720,38425380,0.003,7 - Autre,2022-02-20
2023-01-01,2022-08,1,Médecin Généraliste libéral,41270,275190,0.15,12471370,38700580,0.322,1 - Médecin Généraliste libéral,2022-02-27
2023-01-01,2022-08,2,Spécialiste libéral,1040,275190,0.004,245560,38700580,0.006,2 - Spécialiste libéral,2022-02-27
2023-01-01,2022-08,3,Médecin salarié,4960,275190,0.018,4217910,38700580,0.109,3 - Médecin salarié,2022-02-27
2023-01-01,2022-08,4,Pharmacien,196130,275190,0.713,17811150,38700580,0.46,4 - Pharmacien,2022-02-27
2023-01-01,2022-08,5,Infirmier libéral,25840,275190,0.094,3216840,38700580,0.083,5 - Infirmier libéral,2022-02-27
2023-01-01,2022-08,6,Infirmier salarié,4770,275190,0.017,631830,38700580,0.016,6 - Infirmier salarié,2022-02-27
2023-01-01,2022-08,7,Autre,1190,275190,0.004,105910,38700580,0.003,7 - Autre,2022-02-27
2023-01-01,2022-09,1,Médecin Généraliste libéral,27140,186500,0.146,12498510,38887070,0.321,1 - Médecin Généraliste libéral,2022-03-06
2023-01-01,2022-09,2,Spécialiste libéral,980,186500,0.005,246540,38887070,0.006,2 - Spécialiste libéral,2022-03-06
2023-01-01,2022-09,3,Médecin salarié,3240,186500,0.017,4221150,38887070,0.109,3 - Médecin salarié,2022-03-06
2023-01-01,2022-09,4,Pharmacien,134610,186500,0.722,17945760,38887070,0.461,4 - Pharmacien,2022-03-06
2023-01-01,2022-09,5,Infirmier libéral,16420,186500,0.088,3233250,38887070,0.083,5 - Infirmier libéral,2022-03-06
2023-01-01,2022-09,6,Infirmier salarié,3160,186500,0.017,634990,38887070,0.016,6 - Infirmier salarié,2022-03-06
2023-01-01,2022-09,7,Autre,960,186500,0.005,106870,38887070,0.003,7 - Autre,2022-03-06
2023-01-01,2022-10,1,Médecin Généraliste libéral,16920,107130,0.158,12515440,38994200,0.321,1 - Médecin Généraliste libéral,2022-03-13
2023-01-01,2022-10,2,Spécialiste libéral,670,107130,0.006,247210,38994200,0.006,2 - Spécialiste libéral,2022-03-13
2023-01-01,2022-10,3,Médecin salarié,2310,107130,0.022,4223460,38994200,0.108,3 - Médecin salarié,2022-03-13
2023-01-01,2022-10,4,Pharmacien,74370,107130,0.694,18020130,38994200,0.462,4 - Pharmacien,2022-03-13
2023-01-01,2022-10,5,Infirmier libéral,10340,107130,0.097,3243600,38994200,0.083,5 - Infirmier libéral,2022-03-13
2023-01-01,2022-10,6,Infirmier salarié,2060,107130,0.019,637050,38994200,0.016,6 - Infirmier salarié,2022-03-13
2023-01-01,2022-10,7,Autre,450,107130,0.004,107320,38994200,0.003,7 - Autre,2022-03-13
2023-01-01,2022-11,1,Médecin Généraliste libéral,18960,127380,0.149,12534390,39121580,0.32,1 - Médecin Généraliste libéral,2022-03-20
2023-01-01,2022-11,2,Spécialiste libéral,630,127380,0.005,247850,39121580,0.006,2 - Spécialiste libéral,2022-03-20
2023-01-01,2022-11,3,Médecin salarié,2760,127380,0.022,4226220,39121580,0.108,3 - Médecin salarié,2022-03-20
2023-01-01,2022-11,4,Pharmacien,90960,127380,0.714,18111090,39121580,0.463,4 - Pharmacien,2022-03-20
2023-01-01,2022-11,5,Infirmier libéral,11060,127380,0.087,3254660,39121580,0.083,5 - Infirmier libéral,2022-03-20
2023-01-01,2022-11,6,Infirmier salarié,2360,127380,0.019,639410,39121580,0.016,6 - Infirmier salarié,2022-03-20
2023-01-01,2022-11,7,Autre,640,127380,0.005,107960,39121580,0.003,7 - Autre,2022-03-20
2023-01-01,2022-12,1,Médecin Généraliste libéral,23860,159030,0.15,12558250,39280610,0.32,1 - Médecin Généraliste libéral,2022-03-27
2023-01-01,2022-12,2,Spécialiste libéral,930,159030,0.006,248770,39280610,0.006,2 - Spécialiste libéral,2022-03-27
2023-01-01,2022-12,3,Médecin salarié,4840,159030,0.03,4231060,39280610,0.108,3 - Médecin salarié,2022-03-27
2023-01-01,2022-12,4,Pharmacien,112250,159030,0.706,18223340,39280610,0.464,4 - Pharmacien,2022-03-27
2023-01-01,2022-12,5,Infirmier libéral,14170,159030,0.089,3268830,39280610,0.083,5 - Infirmier libéral,2022-03-27
2023-01-01,2022-12,6,Infirmier salarié,2540,159030,0.016,641940,39280610,0.016,6 - Infirmier salarié,2022-03-27
2023-01-01,2022-12,7,Autre,450,159030,0.003,108410,39280610,0.003,7 - Autre,2022-03-27
2023-01-01,2022-13,1,Médecin Généraliste libéral,31370,192530,0.163,12589620,39473130,0.319,1 - Médecin Généraliste libéral,2022-04-03
2023-01-01,2022-13,2,Spécialiste libéral,780,192530,0.004,249550,39473130,0.006,2 - Spécialiste libéral,2022-04-03
2023-01-01,2022-13,3,Médecin salarié,10410,192530,0.054,4241470,39473130,0.107,3 - Médecin salarié,2022-04-03
2023-01-01,2022-13,4,Pharmacien,127770,192530,0.664,18351110,39473130,0.465,4 - Pharmacien,2022-04-03
2023-01-01,2022-13,5,Infirmier libéral,18730,192530,0.097,3287560,39473130,0.083,5 - Infirmier libéral,2022-04-03
2023-01-01,2022-13,6,Infirmier salarié,2950,192530,0.015,644890,39473130,0.016,6 - Infirmier salarié,2022-04-03
2023-01-01,2022-13,7,Autre,510,192530,0.003,108920,39473130,0.003,7 - Autre,2022-04-03
2023-01-01,2022-14,1,Médecin Généraliste libéral,42760,248330,0.172,12632390,39721460,0.318,1 - Médecin Généraliste libéral,2022-04-10
2023-01-01,2022-14,2,Spécialiste libéral,1000,248330,0.004,250560,39721460,0.006,2 - Spécialiste libéral,2022-04-10
2023-01-01,2022-14,3,Médecin salarié,20660,248330,0.083,4262130,39721460,0.107,3 - Médecin salarié,2022-04-10
2023-01-01,2022-14,4,Pharmacien,152460,248330,0.614,18503570,39721460,0.466,4 - Pharmacien,2022-04-10
2023-01-01,2022-14,5,Infirmier libéral,24990,248330,0.101,3312550,39721460,0.083,5 - Infirmier libéral,2022-04-10
2023-01-01,2022-14,6,Infirmier salarié,5900,248330,0.024,650790,39721460,0.016,6 - Infirmier salarié,2022-04-10
2023-01-01,2022-14,7,Autre,550,248330,0.002,109470,39721460,0.003,7 - Autre,2022-04-10
2023-01-01,2022-15,1,Médecin Généraliste libéral,39560,243220,0.163,12671950,39964680,0.317,1 - Médecin Généraliste libéral,2022-04-17
2023-01-01,2022-15,2,Spécialiste libéral,760,243220,0.003,251320,39964680,0.006,2 - Spécialiste libéral,2022-04-17
2023-01-01,2022-15,3,Médecin salarié,23240,243220,0.096,4285370,39964680,0.107,3 - Médecin salarié,2022-04-17
2023-01-01,2022-15,4,Pharmacien,148560,243220,0.611,18652130,39964680,0.467,4 - Pharmacien,2022-04-17
2023-01-01,2022-15,5,Infirmier libéral,23850,243220,0.098,3336400,39964680,0.083,5 - Infirmier libéral,2022-04-17
2023-01-01,2022-15,6,Infirmier salarié,6710,243220,0.028,657500,39964680,0.016,6 - Infirmier salarié,2022-04-17
2023-01-01,2022-15,7,Autre,550,243220,0.002,110020,39964680,0.003,7 - Autre,2022-04-17
2023-01-01,2022-16,1,Médecin Généraliste libéral,33790,202370,0.167,12705740,40167050,0.316,1 - Médecin Généraliste libéral,2022-04-24
2023-01-01,2022-16,2,Spécialiste libéral,770,202370,0.004,252090,40167050,0.006,2 - Spécialiste libéral,2022-04-24
2023-01-01,2022-16,3,Médecin salarié,17070,202370,0.084,4302440,40167050,0.107,3 - Médecin salarié,2022-04-24
2023-01-01,2022-16,4,Pharmacien,122860,202370,0.607,18774990,40167050,0.467,4 - Pharmacien,2022-04-24
2023-01-01,2022-16,5,Infirmier libéral,22030,202370,0.109,3358430,40167050,0.084,5 - Infirmier libéral,2022-04-24
2023-01-01,2022-16,6,Infirmier salarié,5290,202370,0.026,662790,40167050,0.017,6 - Infirmier salarié,2022-04-24
2023-01-01,2022-16,7,Autre,550,202370,0.003,110570,40167050,0.003,7 - Autre,2022-04-24
2023-01-01,2022-17,1,Médecin Généraliste libéral,41770,240860,0.173,12747510,40407910,0.315,1 - Médecin Généraliste libéral,2022-05-01
2023-01-01,2022-17,2,Spécialiste libéral,670,240860,0.003,252760,40407910,0.006,2 - Spécialiste libéral,2022-05-01
2023-01-01,2022-17,3,Médecin salarié,23610,240860,0.098,4326050,40407910,0.107,3 - Médecin salarié,2022-05-01
2023-01-01,2022-17,4,Pharmacien,141740,240860,0.588,18916730,40407910,0.468,4 - Pharmacien,2022-05-01
2023-01-01,2022-17,5,Infirmier libéral,24800,240860,0.103,3383230,40407910,0.084,5 - Infirmier libéral,2022-05-01
2023-01-01,2022-17,6,Infirmier salarié,7770,240860,0.032,670560,40407910,0.017,6 - Infirmier salarié,2022-05-01
2023-01-01,2022-17,7,Autre,500,240860,0.002,111070,40407910,0.003,7 - Autre,2022-05-01
2023-01-01,2022-18,1,Médecin Généraliste libéral,38770,229120,0.169,12786280,40637030,0.315,1 - Médecin Généraliste libéral,2022-05-08
2023-01-01,2022-18,2,Spécialiste libéral,830,229120,0.004,253590,40637030,0.006,2 - Spécialiste libéral,2022-05-08
2023-01-01,2022-18,3,Médecin salarié,17820,229120,0.078,4343860,40637030,0.107,3 - Médecin salarié,2022-05-08
2023-01-01,2022-18,4,Pharmacien,141720,229120,0.619,19058450,40637030,0.469,4 - Pharmacien,2022-05-08
2023-01-01,2022-18,5,Infirmier libéral,23700,229120,0.103,3406930,40637030,0.084,5 - Infirmier libéral,2022-05-08
2023-01-01,2022-18,6,Infirmier salarié,5790,229120,0.025,676350,40637030,0.017,6 - Infirmier salarié,2022-05-08
2023-01-01,2022-18,7,Autre,500,229120,0.002,111570,40637030,0.003,7 - Autre,2022-05-08
2023-01-01,2022-19,1,Médecin Généraliste libéral,39590,237040,0.167,12825870,40874070,0.314,1 - Médecin Généraliste libéral,2022-05-15
2023-01-01,2022-19,2,Spécialiste libéral,870,237040,0.004,254460,40874070,0.006,2 - Spécialiste libéral,2022-05-15
2023-01-01,2022-19,3,Médecin salarié,17910,237040,0.076,4361770,40874070,0.107,3 - Médecin salarié,2022-05-15
2023-01-01,2022-19,4,Pharmacien,149200,237040,0.629,19207650,40874070,0.47,4 - Pharmacien,2022-05-15
2023-01-01,2022-19,5,Infirmier libéral,22630,237040,0.095,3429560,40874070,0.084,5 - Infirmier libéral,2022-05-15
2023-01-01,2022-19,6,Infirmier salarié,6220,237040,0.026,682570,40874070,0.017,6 - Infirmier salarié,2022-05-15
2023-01-01,2022-19,7,Autre,620,237040,0.003,112190,40874070,0.003,7 - Autre,2022-05-15
2023-01-01,2022-20,1,Médecin Généraliste libéral,41000,232360,0.176,12866860,41106420,0.313,1 - Médecin Généraliste libéral,2022-05-22
2023-01-01,2022-20,2,Spécialiste libéral,670,232360,0.003,255130,41106420,0.006,2 - Spécialiste libéral,2022-05-22
2023-01-01,2022-20,3,Médecin salarié,14890,232360,0.064,4376670,41106420,0.106,3 - Médecin salarié,2022-05-22
2023-01-01,2022-20,4,Pharmacien,148290,232360,0.638,19355950,41106420,0.471,4 - Pharmacien,2022-05-22
2023-01-01,2022-20,5,Infirmier libéral,22140,232360,0.095,3451700,41106420,0.084,5 - Infirmier libéral,2022-05-22
2023-01-01,2022-20,6,Infirmier salarié,4830,232360,0.021,687400,41106420,0.017,6 - Infirmier salarié,2022-05-22
2023-01-01,2022-20,7,Autre,530,232360,0.002,112720,41106420,0.003,7 - Autre,2022-05-22
2023-01-01,2022-21,1,Médecin Généraliste libéral,22940,158350,0.145,12889800,41264770,0.312,1 - Médecin Généraliste libéral,2022-05-29
2023-01-01,2022-21,2,Spécialiste libéral,500,158350,0.003,255630,41264770,0.006,2 - Spécialiste libéral,2022-05-29
2023-01-01,2022-21,3,Médecin salarié,8160,158350,0.052,4384820,41264770,0.106,3 - Médecin salarié,2022-05-29
2023-01-01,2022-21,4,Pharmacien,107390,158350,0.678,19463330,41264770,0.472,4 - Pharmacien,2022-05-29
2023-01-01,2022-21,5,Infirmier libéral,15260,158350,0.096,3466960,41264770,0.084,5 - Infirmier libéral,2022-05-29
2023-01-01,2022-21,6,Infirmier salarié,3800,158350,0.024,691190,41264770,0.017,6 - Infirmier salarié,2022-05-29
2023-01-01,2022-21,7,Autre,310,158350,0.002,113030,41264770,0.003,7 - Autre,2022-05-29
2023-01-01,2022-22,1,Médecin Généraliste libéral,35360,219600,0.161,12925160,41484360,0.312,1 - Médecin Généraliste libéral,2022-06-05
2023-01-01,2022-22,2,Spécialiste libéral,570,219600,0.003,256200,41484360,0.006,2 - Spécialiste libéral,2022-06-05
2023-01-01,2022-22,3,Médecin salarié,10080,219600,0.046,4394900,41484360,0.106,3 - Médecin salarié,2022-06-05
2023-01-01,2022-22,4,Pharmacien,148030,219600,0.674,19611360,41484360,0.473,4 - Pharmacien,2022-06-05
2023-01-01,2022-22,5,Infirmier libéral,19010,219600,0.087,3485970,41484360,0.084,5 - Infirmier libéral,2022-06-05
2023-01-01,2022-22,6,Infirmier salarié,6100,219600,0.028,697290,41484360,0.017,6 - Infirmier salarié,2022-06-05
2023-01-01,2022-22,7,Autre,450,219600,0.002,113480,41484360,0.003,7 - Autre,2022-06-05
2023-01-01,2022-23,1,Médecin Généraliste libéral,32130,213000,0.151,12957290,41697360,0.311,1 - Médecin Généraliste libéral,2022-06-12
2023-01-01,2022-23,2,Spécialiste libéral,570,213000,0.003,256770,41697360,0.006,2 - Spécialiste libéral,2022-06-12
2023-01-01,2022-23,3,Médecin salarié,7220,213000,0.034,4402120,41697360,0.106,3 - Médecin salarié,2022-06-12
2023-01-01,2022-23,4,Pharmacien,151250,213000,0.71,19762610,41697360,0.474,4 - Pharmacien,2022-06-12
2023-01-01,2022-23,5,Infirmier libéral,17190,213000,0.081,3503160,41697360,0.084,5 - Infirmier libéral,2022-06-12
2023-01-01,2022-23,6,Infirmier salarié,4180,213000,0.02,701470,41697360,0.017,6 - Infirmier salarié,2022-06-12
2023-01-01,2022-23,7,Autre,450,213000,0.002,113930,41697360,0.003,7 - Autre,2022-06-12
2023-01-01,2022-24,1,Médecin Généraliste libéral,38610,251160,0.154,12995900,41948520,0.31,1 - Médecin Généraliste libéral,2022-06-19
2023-01-01,2022-24,2,Spécialiste libéral,740,251160,0.003,257510,41948520,0.006,2 - Spécialiste libéral,2022-06-19
2023-01-01,2022-24,3,Médecin salarié,7600,251160,0.03,4409730,41948520,0.105,3 - Médecin salarié,2022-06-19
2023-01-01,2022-24,4,Pharmacien,179220,251160,0.714,19941820,41948520,0.475,4 - Pharmacien,2022-06-19
2023-01-01,2022-24,5,Infirmier libéral,19800,251160,0.079,3522960,41948520,0.084,5 - Infirmier libéral,2022-06-19
2023-01-01,2022-24,6,Infirmier salarié,4700,251160,0.019,706170,41948520,0.017,6 - Infirmier salarié,2022-06-19
2023-01-01,2022-24,7,Autre,500,251160,0.002,114430,41948520,0.003,7 - Autre,2022-06-19
2023-01-01,2022-25,1,Médecin Généraliste libéral,44140,320120,0.138,13040040,42268640,0.309,1 - Médecin Généraliste libéral,2022-06-26
2023-01-01,2022-25,2,Spécialiste libéral,770,320120,0.002,258280,42268640,0.006,2 - Spécialiste libéral,2022-06-26
2023-01-01,2022-25,3,Médecin salarié,7710,320120,0.024,4417440,42268640,0.105,3 - Médecin salarié,2022-06-26
2023-01-01,2022-25,4,Pharmacien,236070,320120,0.737,20177900,42268640,0.477,4 - Pharmacien,2022-06-26
2023-01-01,2022-25,5,Infirmier libéral,25330,320120,0.079,3548290,42268640,0.084,5 - Infirmier libéral,2022-06-26
2023-01-01,2022-25,6,Infirmier salarié,5610,320120,0.018,711780,42268640,0.017,6 - Infirmier salarié,2022-06-26
2023-01-01,2022-25,7,Autre,490,320120,0.002,114920,42268640,0.003,7 - Autre,2022-06-26
2023-01-01,2022-26,1,Médecin Généraliste libéral,64350,535210,0.12,13104390,42803850,0.306,1 - Médecin Généraliste libéral,2022-07-03
2023-01-01,2022-26,2,Spécialiste libéral,1470,535210,0.003,259750,42803850,0.006,2 - Spécialiste libéral,2022-07-03
2023-01-01,2022-26,3,Médecin salarié,9500,535210,0.018,4426940,42803850,0.103,3 - Médecin salarié,2022-07-03
2023-01-01,2022-26,4,Pharmacien,402040,535210,0.751,20579930,42803850,0.481,4 - Pharmacien,2022-07-03
2023-01-01,2022-26,5,Infirmier libéral,49470,535210,0.092,3597760,42803850,0.084,5 - Infirmier libéral,2022-07-03
2023-01-01,2022-26,6,Infirmier salarié,7640,535210,0.014,719420,42803850,0.017,6 - Infirmier salarié,2022-07-03
2023-01-01,2022-26,7,Autre,740,535210,0.001,115660,42803850,0.003,7 - Autre,2022-07-03
2023-01-01,2022-27,1,Médecin Généraliste libéral,86550,706100,0.123,13190940,43509950,0.303,1 - Médecin Généraliste libéral,2022-07-10
2023-01-01,2022-27,2,Spécialiste libéral,1740,706100,0.002,261490,43509950,0.006,2 - Spécialiste libéral,2022-07-10
2023-01-01,2022-27,3,Médecin salarié,13250,706100,0.019,4440190,43509950,0.102,3 - Médecin salarié,2022-07-10
2023-01-01,2022-27,4,Pharmacien,517070,706100,0.732,21097000,43509950,0.485,4 - Pharmacien,2022-07-10
2023-01-01,2022-27,5,Infirmier libéral,77230,706100,0.109,3674990,43509950,0.084,5 - Infirmier libéral,2022-07-10
2023-01-01,2022-27,6,Infirmier salarié,9070,706100,0.013,728490,43509950,0.017,6 - Infirmier salarié,2022-07-10
2023-01-01,2022-27,7,Autre,1180,706100,0.002,116840,43509950,0.003,7 - Autre,2022-07-10
2023-01-01,2022-28,1,Médecin Généraliste libéral,57170,515730,0.111,13248100,44025680,0.301,1 - Médecin Généraliste libéral,2022-07-17
2023-01-01,2022-28,2,Spécialiste libéral,1320,515730,0.003,262810,44025680,0.006,2 - Spécialiste libéral,2022-07-17
2023-01-01,2022-28,3,Médecin salarié,8880,515730,0.017,4449070,44025680,0.101,3 - Médecin salarié,2022-07-17
2023-01-01,2022-28,4,Pharmacien,371070,515730,0.72,21468070,44025680,0.488,4 - Pharmacien,2022-07-17
2023-01-01,2022-28,5,Infirmier libéral,68770,515730,0.133,3743770,44025680,0.085,5 - Infirmier libéral,2022-07-17
2023-01-01,2022-28,6,Infirmier salarié,7670,515730,0.015,736160,44025680,0.017,6 - Infirmier salarié,2022-07-17
2023-01-01,2022-28,7,Autre,860,515730,0.002,117700,44025680,0.003,7 - Autre,2022-07-17
2023-01-01,2022-29,1,Médecin Généraliste libéral,68860,517720,0.133,13316970,44543400,0.299,1 - Médecin Généraliste libéral,2022-07-24
2023-01-01,2022-29,2,Spécialiste libéral,970,517720,0.002,263780,44543400,0.006,2 - Spécialiste libéral,2022-07-24
2023-01-01,2022-29,3,Médecin salarié,9830,517720,0.019,4458900,44543400,0.1,3 - Médecin salarié,2022-07-24
2023-01-01,2022-29,4,Pharmacien,371810,517720,0.718,21839880,44543400,0.49,4 - Pharmacien,2022-07-24
2023-01-01,2022-29,5,Infirmier libéral,57340,517720,0.111,3801110,44543400,0.085,5 - Infirmier libéral,2022-07-24
2023-01-01,2022-29,6,Infirmier salarié,7880,517720,0.015,744040,44543400,0.017,6 - Infirmier salarié,2022-07-24
2023-01-01,2022-29,7,Autre,1020,517720,0.002,118720,44543400,0.003,7 - Autre,2022-07-24
2023-01-01,2022-30,1,Médecin Généraliste libéral,51470,397860,0.129,13368440,44941270,0.297,1 - Médecin Généraliste libéral,2022-07-31
2023-01-01,2022-30,2,Spécialiste libéral,730,397860,0.002,264520,44941270,0.006,2 - Spécialiste libéral,2022-07-31
2023-01-01,2022-30,3,Médecin salarié,9300,397860,0.023,4468200,44941270,0.099,3 - Médecin salarié,2022-07-31
2023-01-01,2022-30,4,Pharmacien,287900,397860,0.724,22127780,44941270,0.492,4 - Pharmacien,2022-07-31
2023-01-01,2022-30,5,Infirmier libéral,41340,397860,0.104,3842450,44941270,0.085,5 - Infirmier libéral,2022-07-31
2023-01-01,2022-30,6,Infirmier salarié,6460,397860,0.016,750500,44941270,0.017,6 - Infirmier salarié,2022-07-31
2023-01-01,2022-30,7,Autre,660,397860,0.002,119390,44941270,0.003,7 - Autre,2022-07-31
2023-01-01,2022-31,1,Médecin Généraliste libéral,28320,211430,0.134,13396750,45152700,0.297,1 - Médecin Généraliste libéral,2022-08-07
2023-01-01,2022-31,2,Spécialiste libéral,390,211430,0.002,264910,45152700,0.006,2 - Spécialiste libéral,2022-08-07
2023-01-01,2022-31,3,Médecin salarié,5980,211430,0.028,4474170,45152700,0.099,3 - Médecin salarié,2022-08-07
2023-01-01,2022-31,4,Pharmacien,150620,211430,0.712,22278400,45152700,0.493,4 - Pharmacien,2022-08-07
2023-01-01,2022-31,5,Infirmier libéral,21650,211430,0.102,3864100,45152700,0.086,5 - Infirmier libéral,2022-08-07
2023-01-01,2022-31,6,Infirmier salarié,4130,211430,0.02,754620,45152700,0.017,6 - Infirmier salarié,2022-08-07
2023-01-01,2022-31,7,Autre,360,211430,0.002,119740,45152700,0.003,7 - Autre,2022-08-07
2023-01-01,2022-32,1,Médecin Généraliste libéral,23840,179100,0.133,13420590,45331800,0.296,1 - Médecin Généraliste libéral,2022-08-14
2023-01-01,2022-32,2,Spécialiste libéral,250,179100,0.001,265150,45331800,0.006,2 - Spécialiste libéral,2022-08-14
2023-01-01,2022-32,3,Médecin salarié,5980,179100,0.033,4480150,45331800,0.099,3 - Médecin salarié,2022-08-14
2023-01-01,2022-32,4,Pharmacien,129310,179100,0.722,22407710,45331800,0.494,4 - Pharmacien,2022-08-14
2023-01-01,2022-32,5,Infirmier libéral,15740,179100,0.088,3879840,45331800,0.086,5 - Infirmier libéral,2022-08-14
2023-01-01,2022-32,6,Infirmier salarié,3730,179100,0.021,758360,45331800,0.017,6 - Infirmier salarié,2022-08-14
2023-01-01,2022-32,7,Autre,260,179100,0.001,120000,45331800,0.003,7 - Autre,2022-08-14
2023-01-01,2022-33,1,Médecin Généraliste libéral,16590,125470,0.132,13437180,45457270,0.296,1 - Médecin Généraliste libéral,2022-08-21
2023-01-01,2022-33,2,Spécialiste libéral,160,125470,0.001,265310,45457270,0.006,2 - Spécialiste libéral,2022-08-21
2023-01-01,2022-33,3,Médecin salarié,3530,125470,0.028,4483680,45457270,0.099,3 - Médecin salarié,2022-08-21
2023-01-01,2022-33,4,Pharmacien,91300,125470,0.728,22499010,45457270,0.495,4 - Pharmacien,2022-08-21
2023-01-01,2022-33,5,Infirmier libéral,11050,125470,0.088,3890890,45457270,0.086,5 - Infirmier libéral,2022-08-21
2023-01-01,2022-33,6,Infirmier salarié,2670,125470,0.021,761030,45457270,0.017,6 - Infirmier salarié,2022-08-21
2023-01-01,2022-33,7,Autre,170,125470,0.001,120180,45457270,0.003,7 - Autre,2022-08-21
2023-01-01,2022-34,1,Médecin Généraliste libéral,20370,143030,0.142,13457550,45600300,0.295,1 - Médecin Généraliste libéral,2022-08-28
2023-01-01,2022-34,2,Spécialiste libéral,230,143030,0.002,265540,45600300,0.006,2 - Spécialiste libéral,2022-08-28
2023-01-01,2022-34,3,Médecin salarié,5410,143030,0.038,4489090,45600300,0.098,3 - Médecin salarié,2022-08-28
