date_reference,semaine_injection,code_categorie,libelle_categorie,effectif_inj_categorie,effectif_inj_toutes_categories,part_categorie,effectif_cumu_inj_categorie,effectif_cumu_inj_ttes_categorie,part_cumu_categorie,categorie,date
2023-01-01,2022-34,4,Pharmacien,102800,143030,0.719,22601810,45600300,0.496,4 - Pharmacien,2022-08-28
2023-01-01,2022-34,5,Infirmier libéral,11270,143030,0.079,3902150,45600300,0.086,5 - Infirmier libéral,2022-08-28
2023-01-01,2022-34,6,Infirmier salarié,2570,143030,0.018,763600,45600300,0.017,6 - Infirmier salarié,2022-08-28
2023-01-01,2022-34,7,Autre,380,143030,0.003,120560,45600300,0.003,7 - Autre,2022-08-28
2023-01-01,2022-35,1,Médecin Généraliste libéral,20810,143800,0.145,13478360,45744100,0.295,1 - Médecin Généraliste libéral,2022-09-04
2023-01-01,2022-35,2,Spécialiste libéral,290,143800,0.002,265830,45744100,0.006,2 - Spécialiste libéral,2022-09-04
2023-01-01,2022-35,3,Médecin salarié,4900,143800,0.034,4493990,45744100,0.098,3 - Médecin salarié,2022-09-04
2023-01-01,2022-35,4,Pharmacien,103600,143800,0.72,22705420,45744100,0.496,4 - Pharmacien,2022-09-04
2023-01-01,2022-35,5,Infirmier libéral,10950,143800,0.076,3913110,45744100,0.086,5 - Infirmier libéral,2022-09-04
2023-01-01,2022-35,6,Infirmier salarié,2850,143800,0.02,766450,45744100,0.017,6 - Infirmier salarié,2022-09-04
2023-01-01,2022-35,7,Autre,400,143800,0.003,120950,45744100,0.003,7 - Autre,2022-09-04
2023-01-01,2022-36,1,Médecin Généraliste libéral,20490,147250,0.139,13498850,45891350,0.294,1 - Médecin Généraliste libéral,2022-09-11
2023-01-01,2022-36,2,Spécialiste libéral,280,147250,0.002,266110,45891350,0.006,2 - Spécialiste libéral,2022-09-11
2023-01-01,2022-36,3,Médecin salarié,4990,147250,0.034,4498970,45891350,0.098,3 - Médecin salarié,2022-09-11
2023-01-01,2022-36,4,Pharmacien,106760,147250,0.725,22812170,45891350,0.497,4 - Pharmacien,2022-09-11
2023-01-01,2022-36,5,Infirmier libéral,11930,147250,0.081,3925040,45891350,0.086,5 - Infirmier libéral,2022-09-11
2023-01-01,2022-36,6,Infirmier salarié,2610,147250,0.018,769060,45891350,0.017,6 - Infirmier salarié,2022-09-11
2023-01-01,2022-36,7,Autre,200,147250,0.001,121150,45891350,0.003,7 - Autre,2022-09-11
2023-01-01,2022-37,1,Médecin Généraliste libéral,19860,134200,0.148,13518710,46025550,0.294,1 - Médecin Généraliste libéral,2022-09-18
2023-01-01,2022-37,2,Spécialiste libéral,200,134200,0.001,266310,46025550,0.006,2 - Spécialiste libéral,2022-09-18
2023-01-01,2022-37,3,Médecin salarié,5560,134200,0.041,4504530,46025550,0.098,3 - Médecin salarié,2022-09-18
2023-01-01,2022-37,4,Pharmacien,94810,134200,0.706,22906980,46025550,0.498,4 - Pharmacien,2022-09-18
2023-01-01,2022-37,5,Infirmier libéral,10640,134200,0.079,3935680,46025550,0.086,5 - Infirmier libéral,2022-09-18
2023-01-01,2022-37,6,Infirmier salarié,2890,134200,0.022,771950,46025550,0.017,6 - Infirmier salarié,2022-09-18
2023-01-01,2022-37,7,Autre,240,134200,0.002,121390,46025550,0.003,7 - Autre,2022-09-18
2023-01-01,2022-38,1,Médecin Généraliste libéral,20410,137670,0.148,13539120,46163220,0.293,1 - Médecin Généraliste libéral,2022-09-25
2023-01-01,2022-38,2,Spécialiste libéral,200,137670,0.001,266500,46163220,0.006,2 - Spécialiste libéral,2022-09-25
2023-01-01,2022-38,3,Médecin salarié,5130,137670,0.037,4509670,46163220,0.098,3 - Médecin salarié,2022-09-25
2023-01-01,2022-38,4,Pharmacien,98330,137670,0.714,23005320,46163220,0.498,4 - Pharmacien,2022-09-25
2023-01-01,2022-38,5,Infirmier libéral,10860,137670,0.079,3946540,46163220,0.085,5 - Infirmier libéral,2022-09-25
2023-01-01,2022-38,6,Infirmier salarié,2470,137670,0.018,774410,46163220,0.017,6 - Infirmier salarié,2022-09-25
2023-01-01,2022-38,7,Autre,280,137670,0.002,121670,46163220,0.003,7 - Autre,2022-09-25
2023-01-01,2022-39,1,Médecin Généraliste libéral,16820,129090,0.13,13555940,46292310,0.293,1 - Médecin Généraliste libéral,2022-10-02
2023-01-01,2022-39,2,Spécialiste libéral,220,129090,0.002,266730,46292310,0.006,2 - Spécialiste libéral,2022-10-02
2023-01-01,2022-39,3,Médecin salarié,5840,129090,0.045,4515500,46292310,0.098,3 - Médecin salarié,2022-10-02
2023-01-01,2022-39,4,Pharmacien,93670,129090,0.726,23098980,46292310,0.499,4 - Pharmacien,2022-10-02
2023-01-01,2022-39,5,Infirmier libéral,10040,129090,0.078,3956580,46292310,0.085,5 - Infirmier libéral,2022-10-02
2023-01-01,2022-39,6,Infirmier salarié,2280,129090,0.018,776690,46292310,0.017,6 - Infirmier salarié,2022-10-02
2023-01-01,2022-39,7,Autre,220,129090,0.002,121890,46292310,0.003,7 - Autre,2022-10-02
2023-01-01,2022-40,1,Médecin Généraliste libéral,17430,138440,0.126,13573360,46430760,0.292,1 - Médecin Généraliste libéral,2022-10-09
2023-01-01,2022-40,2,Spécialiste libéral,330,138440,0.002,267060,46430760,0.006,2 - Spécialiste libéral,2022-10-09
2023-01-01,2022-40,3,Médecin salarié,3660,138440,0.026,4519160,46430760,0.097,3 - Médecin salarié,2022-10-09
2023-01-01,2022-40,4,Pharmacien,103940,138440,0.751,23202920,46430760,0.5,4 - Pharmacien,2022-10-09
2023-01-01,2022-40,5,Infirmier libéral,10370,138440,0.075,3966960,46430760,0.085,5 - Infirmier libéral,2022-10-09
2023-01-01,2022-40,6,Infirmier salarié,2500,138440,0.018,779190,46430760,0.017,6 - Infirmier salarié,2022-10-09
2023-01-01,2022-40,7,Autre,230,138440,0.002,122120,46430760,0.003,7 - Autre,2022-10-09
2023-01-01,2022-41,1,Médecin Généraliste libéral,30160,239040,0.126,13603520,46669800,0.291,1 - Médecin Généraliste libéral,2022-10-16
2023-01-01,2022-41,2,Spécialiste libéral,350,239040,0.001,267400,46669800,0.006,2 - Spécialiste libéral,2022-10-16
2023-01-01,2022-41,3,Médecin salarié,7570,239040,0.032,4526730,46669800,0.097,3 - Médecin salarié,2022-10-16
2023-01-01,2022-41,4,Pharmacien,180840,239040,0.757,23383760,46669800,0.501,4 - Pharmacien,2022-10-16
2023-01-01,2022-41,5,Infirmier libéral,16740,239040,0.07,3983700,46669800,0.085,5 - Infirmier libéral,2022-10-16
2023-01-01,2022-41,6,Infirmier salarié,3110,239040,0.013,782290,46669800,0.017,6 - Infirmier salarié,2022-10-16
2023-01-01,2022-41,7,Autre,280,239040,0.001,122400,46669800,0.003,7 - Autre,2022-10-16
2023-01-01,2022-42,1,Médecin Généraliste libéral,41310,303790,0.136,13644830,46973590,0.29,1 - Médecin Généraliste libéral,2022-10-23
2023-01-01,2022-42,2,Spécialiste libéral,650,303790,0.002,268050,46973590,0.006,2 - Spécialiste libéral,2022-10-23
2023-01-01,2022-42,3,Médecin salarié,15540,303790,0.051,4542270,46973590,0.097,3 - Médecin salarié,2022-10-23
2023-01-01,2022-42,4,Pharmacien,217140,303790,0.715,23600900,46973590,0.502,4 - Pharmacien,2022-10-23
2023-01-01,2022-42,5,Infirmier libéral,22860,303790,0.075,4006560,46973590,0.085,5 - Infirmier libéral,2022-10-23
2023-01-01,2022-42,6,Infirmier salarié,5920,303790,0.019,788210,46973590,0.017,6 - Infirmier salarié,2022-10-23
2023-01-01,2022-42,7,Autre,360,303790,0.001,122760,46973590,0.003,7 - Autre,2022-10-23
2023-01-01,2022-43,1,Médecin Généraliste libéral,37840,284700,0.133,13682670,47258280,0.29,1 - Médecin Généraliste libéral,2022-10-30
2023-01-01,2022-43,2,Spécialiste libéral,610,284700,0.002,268660,47258280,0.006,2 - Spécialiste libéral,2022-10-30
2023-01-01,2022-43,3,Médecin salarié,18550,284700,0.065,4560820,47258280,0.097,3 - Médecin salarié,2022-10-30
2023-01-01,2022-43,4,Pharmacien,199990,284700,0.702,23800900,47258280,0.504,4 - Pharmacien,2022-10-30
2023-01-01,2022-43,5,Infirmier libéral,21600,284700,0.076,4028160,47258280,0.085,5 - Infirmier libéral,2022-10-30
2023-01-01,2022-43,6,Infirmier salarié,5750,284700,0.02,793960,47258280,0.017,6 - Infirmier salarié,2022-10-30
2023-01-01,2022-43,7,Autre,360,284700,0.001,123120,47258280,0.003,7 - Autre,2022-10-30
2023-01-01,2022-44,1,Médecin Généraliste libéral,25570,200150,0.128,13708250,47458440,0.289,1 - Médecin Généraliste libéral,2022-11-06
2023-01-01,2022-44,2,Spécialiste libéral,330,200150,0.002,268990,47458440,0.006,2 - Spécialiste libéral,2022-11-06
2023-01-01,2022-44,3,Médecin salarié,11480,200150,0.057,4572300,47458440,0.096,3 - Médecin salarié,2022-11-06
2023-01-01,2022-44,4,Pharmacien,142110,200150,0.71,23943000,47458440,0.505,4 - Pharmacien,2022-11-06
2023-01-01,2022-44,5,Infirmier libéral,16390,200150,0.082,4044540,47458440,0.085,5 - Infirmier libéral,2022-11-06
2023-01-01,2022-44,6,Infirmier salarié,4020,200150,0.02,797980,47458440,0.017,6 - Infirmier salarié,2022-11-06
2023-01-01,2022-44,7,Autre,260,200150,0.001,123380,47458440,0.003,7 - Autre,2022-11-06
2023-01-01,2022-45,1,Médecin Généraliste libéral,29820,240350,0.124,13738070,47698780,0.288,1 - Médecin Généraliste libéral,2022-11-13
2023-01-01,2022-45,2,Spécialiste libéral,490,240350,0.002,269490,47698780,0.006,2 - Spécialiste libéral,2022-11-13
2023-01-01,2022-45,3,Médecin salarié,18330,240350,0.076,4590620,47698780,0.096,3 - Médecin salarié,2022-11-13
2023-01-01,2022-45,4,Pharmacien,164310,240350,0.684,24107310,47698780,0.505,4 - Pharmacien,2022-11-13
2023-01-01,2022-45,5,Infirmier libéral,20710,240350,0.086,4065250,47698780,0.085,5 - Infirmier libéral,2022-11-13
2023-01-01,2022-45,6,Infirmier salarié,6530,240350,0.027,804510,47698780,0.017,6 - Infirmier salarié,2022-11-13
2023-01-01,2022-45,7,Autre,170,240350,0.001,123540,47698780,0.003,7 - Autre,2022-11-13
2023-01-01,2022-46,1,Médecin Généraliste libéral,42100,289960,0.145,13780160,47988740,0.287,1 - Médecin Généraliste libéral,2022-11-20
2023-01-01,2022-46,2,Spécialiste libéral,380,289960,0.001,269870,47988740,0.006,2 - Spécialiste libéral,2022-11-20
2023-01-01,2022-46,3,Médecin salarié,20480,289960,0.071,4611100,47988740,0.096,3 - Médecin salarié,2022-11-20
2023-01-01,2022-46,4,Pharmacien,197300,289960,0.68,24304610,47988740,0.506,4 - Pharmacien,2022-11-20
2023-01-01,2022-46,5,Infirmier libéral,22850,289960,0.079,4088100,47988740,0.085,5 - Infirmier libéral,2022-11-20
2023-01-01,2022-46,6,Infirmier salarié,6600,289960,0.023,811110,47988740,0.017,6 - Infirmier salarié,2022-11-20
2023-01-01,2022-46,7,Autre,260,289960,0.001,123800,47988740,0.003,7 - Autre,2022-11-20
2023-01-01,2022-47,1,Médecin Généraliste libéral,36810,267780,0.137,13816970,48256520,0.286,1 - Médecin Généraliste libéral,2022-11-27
2023-01-01,2022-47,2,Spécialiste libéral,650,267780,0.002,270520,48256520,0.006,2 - Spécialiste libéral,2022-11-27
2023-01-01,2022-47,3,Médecin salarié,17660,267780,0.066,4628760,48256520,0.096,3 - Médecin salarié,2022-11-27
2023-01-01,2022-47,4,Pharmacien,185000,267780,0.691,24489610,48256520,0.507,4 - Pharmacien,2022-11-27
2023-01-01,2022-47,5,Infirmier libéral,20930,267780,0.078,4109020,48256520,0.085,5 - Infirmier libéral,2022-11-27
2023-01-01,2022-47,6,Infirmier salarié,6490,267780,0.024,817600,48256520,0.017,6 - Infirmier salarié,2022-11-27
2023-01-01,2022-47,7,Autre,250,267780,0.001,124050,48256520,0.003,7 - Autre,2022-11-27
2023-01-01,2022-48,1,Médecin Généraliste libéral,35380,368820,0.096,13852350,48625340,0.285,1 - Médecin Généraliste libéral,2022-12-04
2023-01-01,2022-48,2,Spécialiste libéral,830,368820,0.002,271350,48625340,0.006,2 - Spécialiste libéral,2022-12-04
2023-01-01,2022-48,3,Médecin salarié,15580,368820,0.042,4644340,48625340,0.096,3 - Médecin salarié,2022-12-04
2023-01-01,2022-48,4,Pharmacien,279870,368820,0.759,24769480,48625340,0.509,4 - Pharmacien,2022-12-04
2023-01-01,2022-48,5,Infirmier libéral,29980,368820,0.081,4139000,48625340,0.085,5 - Infirmier libéral,2022-12-04
2023-01-01,2022-48,6,Infirmier salarié,6730,368820,0.018,824330,48625340,0.017,6 - Infirmier salarié,2022-12-04
2023-01-01,2022-48,7,Autre,450,368820,0.001,124500,48625340,0.003,7 - Autre,2022-12-04
2023-01-01,2022-49,1,Médecin Généraliste libéral,59260,611370,0.097,13911610,49236710,0.283,1 - Médecin Généraliste libéral,2022-12-11
2023-01-01,2022-49,2,Spécialiste libéral,1210,611370,0.002,272560,49236710,0.006,2 - Spécialiste libéral,2022-12-11
2023-01-01,2022-49,3,Médecin salarié,16770,611370,0.027,4661110,49236710,0.095,3 - Médecin salarié,2022-12-11
2023-01-01,2022-49,4,Pharmacien,468970,611370,0.767,25238440,49236710,0.513,4 - Pharmacien,2022-12-11
2023-01-01,2022-49,5,Infirmier libéral,55210,611370,0.09,4194210,49236710,0.085,5 - Infirmier libéral,2022-12-11
2023-01-01,2022-49,6,Infirmier salarié,9100,611370,0.015,833430,49236710,0.017,6 - Infirmier salarié,2022-12-11
2023-01-01,2022-49,7,Autre,850,611370,0.001,125350,49236710,0.003,7 - Autre,2022-12-11
2023-01-01,2022-50,1,Médecin Généraliste libéral,69670,754840,0.092,13981290,49991550,0.28,1 - Médecin Généraliste libéral,2022-12-18
2023-01-01,2022-50,2,Spécialiste libéral,1340,754840,0.002,273900,49991550,0.005,2 - Spécialiste libéral,2022-12-18
2023-01-01,2022-50,3,Médecin salarié,19050,754840,0.025,4680160,49991550,0.094,3 - Médecin salarié,2022-12-18
2023-01-01,2022-50,4,Pharmacien,573690,754840,0.76,25812130,49991550,0.516,4 - Pharmacien,2022-12-18
2023-01-01,2022-50,5,Infirmier libéral,77520,754840,0.103,4271730,49991550,0.085,5 - Infirmier libéral,2022-12-18
2023-01-01,2022-50,6,Infirmier salarié,12560,754840,0.017,845990,49991550,0.017,6 - Infirmier salarié,2022-12-18
2023-01-01,2022-50,7,Autre,1010,754840,0.001,126350,49991550,0.003,7 - Autre,2022-12-18
2023-01-01,2022-51,1,Médecin Généraliste libéral,34120,422500,0.081,14015410,50414040,0.278,1 - Médecin Généraliste libéral,2022-12-25
2023-01-01,2022-51,2,Spécialiste libéral,770,422500,0.002,274660,50414040,0.005,2 - Spécialiste libéral,2022-12-25
2023-01-01,2022-51,3,Médecin salarié,9590,422500,0.023,4689750,50414040,0.093,3 - Médecin salarié,2022-12-25
2023-01-01,2022-51,4,Pharmacien,333660,422500,0.79,26145790,50414040,0.519,4 - Pharmacien,2022-12-25
2023-01-01,2022-51,5,Infirmier libéral,37010,422500,0.088,4308740,50414040,0.085,5 - Infirmier libéral,2022-12-25
2023-01-01,2022-51,6,Infirmier salarié,6690,422500,0.016,852680,50414040,0.017,6 - Infirmier salarié,2022-12-25
2023-01-01,2022-51,7,Autre,660,422500,0.002,127010,50414040,0.003,7 - Autre,2022-12-25
2023-01-01,2022-52,1,Médecin Généraliste libéral,13360,207920,0.064,14028770,50621960,0.277,1 - Médecin Généraliste libéral,2023-01-01
2023-01-01,2022-52,2,Spécialiste libéral,290,207920,0.001,274950,50621960,0.005,2 - Spécialiste libéral,2023-01-01
2023-01-01,2022-52,3,Médecin salarié,3260,207920,0.016,4693010,50621960,0.093,3 - Médecin salarié,2023-01-01
2023-01-01,2022-52,4,Pharmacien,173990,207920,0.837,26319780,50621960,0.52,4 - Pharmacien,2023-01-01
2023-01-01,2022-52,5,Infirmier libéral,13490,207920,0.065,4322230,50621960,0.085,5 - Infirmier libéral,2023-01-01
2023-01-01,2022-52,6,Infirmier salarié,3180,207920,0.015,855860,50621960,0.017,6 - Infirmier salarié,2023-01-01
2023-01-01,2022-52,7,Autre,360,207920,0.002,127370,50621960,0.003,7 - Autre,2023-01-01
