dep,wave,wave_label,wave_cluster
43,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
44,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
45,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
46,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
47,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
48,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
49,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
50,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
51,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
52,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
53,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
54,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
55,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
56,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
57,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
58,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
59,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
60,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
61,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
62,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
63,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
64,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
65,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
66,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
67,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
68,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
69,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
70,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
71,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
72,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
73,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
74,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
75,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
76,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
77,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
78,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
79,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
80,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
81,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
82,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
83,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
84,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
85,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
86,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
87,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
88,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
89,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
90,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
91,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
92,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
93,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
94,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
95,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),0
971,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),1
972,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),1
973,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),1
974,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),1
976,6,Vague 6 — printemps 2022 (Omicron BA.2/BA.5),1
01,7,Vague 7 — hiver 2022/23,0
02,7,Vague 7 — hiver 2022/23,0
03,7,Vague 7 — hiver 2022/23,0
04,7,Vague 7 — hiver 2022/23,0
05,7,Vague 7 — hiver 2022/23,0
06,7,Vague 7 — hiver 2022/23,0
07,7,Vague 7 — hiver 2022/23,0
08,7,Vague 7 — hiver 2022/23,0
09,7,Vague 7 — hiver 2022/23,0
10,7,Vague 7 — hiver 2022/23,0
11,7,Vague 7 — hiver 2022/23,0
12,7,Vague 7 — hiver 2022/23,0
13,7,Vague 7 — hiver 2022/23,0
14,7,Vague 7 — hiver 2022/23,0
15,7,Vague 7 — hiver 2022/23,0
16,7,Vague 7 — hiver 2022/23,0
17,7,Vague 7 — hiver 2022/23,0
18,7,Vague 7 — hiver 2022/23,0
19,7,Vague 7 — hiver 2022/23,0
21,7,Vague 7 — hiver 2022/23,0
22,7,Vague 7 — hiver 2022/23,0
23,7,Vague 7 — hiver 2022/23,0
24,7,Vague 7 — hiver 2022/23,0
25,7,Vague 7 — hiver 2022/23,0
26,7,Vague 7 — hiver 2022/23,0
27,7,Vague 7 — hiver 2022/23,0
28,7,Vague 7 — hiver 2022/23,0
29,7,Vague 7 — hiver 2022/23,0
2A,7,Vague 7 — hiver 2022/23,0
2B,7,Vague 7 — hiver 2022/23,0
30,7,Vague 7 — hiver 2022/23,0
31,7,Vague 7 — hiver 2022/23,0
32,7,Vague 7 — hiver 2022/23,0
33,7,Vague 7 — hiver 2022/23,0
34,7,Vague 7 — hiver 2022/23,0
35,7,Vague 7 — hiver 2022/23,0
36,7,Vague 7 — hiver 2022/23,0
37,7,Vague 7 — hiver 2022/23,0
38,7,Vague 7 — hiver 2022/23,0
39,7,Vague 7 — hiver 2022/23,0
40,7,Vague 7 — hiver 2022/23,0
41,7,Vague 7 — hiver 2022/23,0
42,7,Vague 7 — hiver 2022/23,0
43,7,Vague 7 — hiver 2022/23,0
44,7,Vague 7 — hiver 2022/23,0
45,7,Vague 7 — hiver 2022/23,0
46,7,Vague 7 — hiver 2022/23,0
47,7,Vague 7 — hiver 2022/23,0
48,7,Vague 7 — hiver 2022/23,0
49,7,Vague 7 — hiver 2022/23,0
50,7,Vague 7 — hiver 2022/23,0
51,7,Vague 7 — hiver 2022/23,0
52,7,Vague 7 — hiver 2022/23,0
53,7,Vague 7 — hiver 2022/23,0
54,7,Vague 7 — hiver 2022/23,0
55,7,Vague 7 — hiver 2022/23,0
56,7,Vague 7 — hiver 2022/23,0
57,7,Vague 7 — hiver 2022/23,0
58,7,Vague 7 — hiver 2022/23,0
59,7,Vague 7 — hiver 2022/23,0
60,7,Vague 7 — hiver 2022/23,0
61,7,Vague 7 — hiver 2022/23,0
62,7,Vague 7 — hiver 2022/23,0
63,7,Vague 7 — hiver 2022/23,0
64,7,Vague 7 — hiver 2022/23,0
65,7,Vague 7 — hiver 2022/23,0
66,7,Vague 7 — hiver 2022/23,0
67,7,Vague 7 — hiver 2022/23,0
68,7,Vague 7 — hiver 2022/23,0
69,7,Vague 7 — hiver 2022/23,0
70,7,Vague 7 — hiver 2022/23,0
71,7,Vague 7 — hiver 2022/23,0
72,7,Vague 7 — hiver 2022/23,0
73,7,Vague 7 — hiver 2022/23,0
74,7,Vague 7 — hiver 2022/23,0
75,7,Vague 7 — hiver 2022/23,0
76,7,Vague 7 — hiver 2022/23,0
77,7,Vague 7 — hiver 2022/23,0
78,7,Vague 7 — hiver 2022/23,0
79,7,Vague 7 — hiver 2022/23,0
80,7,Vague 7 — hiver 2022/23,0
81,7,Vague 7 — hiver 2022/23,0
82,7,Vague 7 — hiver 2022/23,0
83,7,Vague 7 — hiver 2022/23,0
84,7,Vague 7 — hiver 2022/23,0
85,7,Vague 7 — hiver 2022/23,0
86,7,Vague 7 — hiver 2022/23,0
87,7,Vague 7 — hiver 2022/23,0
88,7,Vague 7 — hiver 2022/23,0
89,7,Vague 7 — hiver 2022/23,0
90,7,Vague 7 — hiver 2022/23,0
91,7,Vague 7 — hiver 2022/23,0
92,7,Vague 7 — hiver 2022/23,0
93,7,Vague 7 — hiver 2022/23,0
94,7,Vague 7 — hiver 2022/23,0
95,7,Vague 7 — hiver 2022/23,0
971,7,Vague 7 — hiver 2022/23,1
972,7,Vague 7 — hiver 2022/23,1
973,7,Vague 7 — hiver 2022/23,1
974,7,Vague 7 — hiver 2022/23,0
976,7,Vague 7 — hiver 2022/23,1
