kmeans_cluster,hosp_rate_mean_mean,hosp_rate_mean_std,hosp_rate_mean_count,hosp_rate_max_mean,hosp_rate_max_std,hosp_rate_max_count,new_hosp_rate_mean_mean,new_hosp_rate_mean_std,new_hosp_rate_mean_count,new_hosp_rate_max_mean,new_hosp_rate_max_std,new_hosp_rate_max_count,rea_rate_mean_mean,rea_rate_mean_std,rea_rate_mean_count,rea_rate_max_mean,rea_rate_max_std,rea_rate_max_count,icu_pressure_mean_mean,icu_pressure_mean_std,icu_pressure_mean_count,icu_pressure_max_mean,icu_pressure_max_std,icu_pressure_max_count,cfr_mean_mean,cfr_mean_std,cfr_mean_count,cfr_max_mean,cfr_max_std,cfr_max_count,tx_pos_mean_mean,tx_pos_mean_std,tx_pos_mean_count,tx_pos_max_mean,tx_pos_max_std,tx_pos_max_count,tx_pos_7j_mean_mean,tx_pos_7j_mean_std,tx_pos_7j_mean_count,couv_complet_max_mean,couv_complet_max_std,couv_complet_max_count,couv_complet_lag14_mean_mean,couv_complet_lag14_mean_std,couv_complet_lag14_mean_count,population_mean,population_std,population_count,is_dom_mean,is_dom_std,is_dom_count
0,37.10778587643979,7.411488379937728,25,103.11394,32.55500065965288,25,0.5044428972746331,0.19182007232101886,25,11.855060000000002,7.692145858872325,25,4.423921612219553,1.3759222484417688,25,18.830147999999998,6.842407138337111,25,12.489418321125708,3.270858210969924,25,38.915264,15.672867993576245,25,18.396379966674324,2.6815044060748114,25,68.425052,35.927768959250265,25,9.4546439308358,1.4120260516132819,25,40.4156,13.873430866227723,25,9.454525681444991,1.4094947524434611,25,75.236,3.649072941629605,25,54.733351877607795,2.8788210767123337,25,1082457.8,678063.5579812928,25,0.0,0.0,25
1,22.46590465048248,6.886119904831913,71,62.83545070422535,21.336868505207956,71,0.42261636401216524,0.13356371888096344,71,8.14819295774648,3.977783507551624,71,2.202556556029959,0.940420202090934,71,7.927230985915493,2.9999141640859155,71,11.77352199551919,4.446552634536537,71,58.2403676056338,25.462122997193717,71,17.764856297753454,2.420393102488537,71,56.716498591549296,33.917015664115475,71,11.30146108187997,1.2222923005808506,71,62.374788732394364,20.526585956416547,71,11.291303032880261,1.2180322740442293,71,79.42676056338028,3.377444416227783,71,58.12025113126604,2.5440366151203584,71,531484.6197183098,352873.5995011879,71,0.0,0.0,71
